,Unnamed: 0,index,Recipients,Padma Shri State,Padma Shri Field,Padma Shri Awarded By,Padma Bhushan State,Padma Bhushan Field,Padma Bhushan Awarded By,Padma Vibhushan State,Padma Vibhushan Field,Padma Vibhushan Awarded By,Padma Shri State Tel,Padma Shri Field Tel,Padma Shri Awarded By Tel
2843,2843,2843,Suchitra Sen,"West Bengal, India",Arts,V. V. Giri,,,,,,,"పశ్చిమ బెంగాల్, భారత్",ఆర్ట్స్,వి. వి. గిరి
2844,2844,2844,Sudam Kate,"Maharashtra, India",Medicine,Ram Nath Kovind,,,,,,,"మహారాష్ట్ర, భారత్",మెడిసిన్,రామ్ నాథ్ కోవింద్
2845,2845,2845,Sudarsan Pattnaik,"Odisha, India",Arts,Pranab Mukherjee,,,,,,,"ఒడిశా, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
2846,2846,2846,Sudarshan K. Aggarwal,Delhi/India,Medicine,Pranab Mukherjee,,,,,,,ఢిల్లీ/ఇండియా,మెడిసిన్,ప్రణబ్ ముఖర్జీ
2847,2847,2847,Sudarshan Sahoo,Odisha,Arts,R. Venkataraman,,,,Odisha,Arts,Ram Nath Kovind,ఒడిశా,ఆర్ట్స్,ఆర్. వెంకటరమణ
2848,2848,2848,Sudha Kaul,"West Bengal, India",Social Work,Pratibha Patil,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సామాజిక పని,ప్రతిభా పాటిల్
2849,2849,2849,Sudha Malhotra,"Maharashtra, India",Arts,Pranab Mukherjee,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
2850,2850,2850,Sudha Murty,"Karnataka, India",Social Work,A. P. J. Abdul Kalam,,,,,,,"కర్ణాటక, భారత్",సామాజిక పని,ఎ. పి. జె. అబ్దుల్ కలాం
2851,2851,2851,Sudha Ragunathan,Tamil Nadu,Arts,A. P. J. Abdul Kalam,Tamil Nadu,Arts,Pranab Mukherjee,,,,తమిళనాడు,ఆర్ట్స్,ఎ. పి. జె. అబ్దుల్ కలాం
2852,2852,2852,Sudha Varghese,"Bihar, India",Social Work,A. P. J. Abdul Kalam,,,,,,,"బీహార్, భారత్",సామాజిక పని,ఎ. పి. జె. అబ్దుల్ కలాం
2853,2853,2853,Sudhansu Sobhan Maitra,,,,"West Bengal, India",Medicine,Rajendra Prasad,,,,,,
2854,2854,2854,Sudharak Olwe,"Maharashtra, India",Social Work,Pranab Mukherjee,,,,,,,"మహారాష్ట్ర, భారత్",సామాజిక పని,ప్రణబ్ ముఖర్జీ
2855,2855,2855,Sudharani Raghupathy,"Tamil Nadu, India",Arts,R. Venkataraman,,,,,,,"తమిళనాడు, భారతదేశం",ఆర్ట్స్,ఆర్. వెంకటరమణ
2856,2856,2856,Sudhir K. Jain,"Gujarat, India",Science and Engineering,Ram Nath Kovind,,,,,,,"గుజరాత్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,రామ్ నాథ్ కోవింద్
2857,2857,2857,Sudhir Khastgir,"Uttar Pradesh, India",Arts,Rajendra Prasad,,,,,,,"ఉత్తరప్రదేశ్, భారత్",ఆర్ట్స్,రాజేంద్ర ప్రసాద్
2858,2858,2858,Sudhir Kumar Sopory,"Haryana, India",Science and Engineering,A. P. J. Abdul Kalam,,,,,,,"హర్యానా, భారతదేశం",సైన్స్ అండ్ ఇంజినీరింగ్,ఎ. పి. జె. అబ్దుల్ కలాం
2859,2859,2859,Sudhir M. Parikh,United States,Social Work,Pratibha Patil,,,,,,,యునైటెడ్ స్టేట్స్,సామాజిక పని,ప్రతిభా పాటిల్
2860,2860,2860,Sudhir Tailang,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,,,,,ఢిల్లీ/ఇండియా,సాహిత్యం మరియు విద్య,ఎ. పి. జె. అబ్దుల్ కలాం
2861,2861,2861,Sudhir V. Shah,"Gujarat, India",Medicine,Pranab Mukherjee,,,,,,,"గుజరాత్, భారత్",మెడిసిన్,ప్రణబ్ ముఖర్జీ
2862,2862,2862,Sugathakumari,"Kerala, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,,"కేరళ, భారత్",సాహిత్యం మరియు విద్య,ఎ. పి. జె. అబ్దుల్ కలాం
2863,2863,2863,Suhas Pandurang Sukhatme,"Maharashtra, India",Science and Engineering,K. R. Narayanan,,,,,,,"మహారాష్ట్ర, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,కె. ఆర్. నారాయణన్
2864,2864,2864,Suhas Vitthal Mapuskar,"Maharashtra, India",Social Work,Pranab Mukherjee,,,,,,,"మహారాష్ట్ర, భారత్",సామాజిక పని,ప్రణబ్ ముఖర్జీ
2865,2865,2865,Sujoy B. Roy,,,,"West Bengal, India",Medicine,V. V. Giri,,,,,,
2866,2866,2866,Sujoy K. Guha,"Bihar, India",Science and Engineering,Ram Nath Kovind,,,,,,,"బీహార్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,రామ్ నాథ్ కోవింద్
2867,2867,2867,Sukh Dev,,,,Delhi/India,Science and Engineering,Pratibha Patil,,,,,,
2868,2868,2868,Sukhadeo Thorat,Delhi/India,Literature and Education,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
2869,2869,2869,Sukhdev Singh Dhindsa,,,,"Punjab, India",Public Affairs,Ram Nath Kovind,,,,,,
2870,2870,2870,Sukhlal Sanghvi,,,,"Gujarat, India",Literature and Education,V. V. Giri,,,,,,
2871,2871,2871,Sukri Bommagowda,"Karnataka, India",Arts,Pranab Mukherjee,,,,,,,"కర్ణాటక, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
2872,2872,2872,Sukumar Bose,Delhi/India,Arts,V. V. Giri,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,వి. వి. గిరి
2873,2873,2873,Sukumar Sen (civil servant),,,,West Bengal,Civil Service,Rajendra Prasad,,,,,,
2874,2874,2874,Sukumar Sen (linguist),,,,West Bengal,Literature and Education,R. Venkataraman,,,,,,
2875,2875,2875,Sukumari,"Tamil Nadu, India",Arts,A. P. J. Abdul Kalam,,,,,,,"తమిళనాడు, భారతదేశం",ఆర్ట్స్,ఎ. పి. జె. అబ్దుల్ కలాం
2876,2876,2876,Sulabha Panandikar,"Maharashtra, India",Literature and Education,V. V. Giri,,,,,,,"మహారాష్ట్ర, భారత్",సాహిత్యం మరియు విద్య,వి. వి. గిరి
2877,2877,2877,Sulagitti Narasamma,"Karnataka, India",Social work,Ram Nath Kovind,,,,,,,"కర్ణాటక, భారత్",సామాజిక పని,రామ్ నాథ్ కోవింద్
2878,2878,2878,Sulochana Latkar,"Maharashtra, India",Arts,K. R. Narayanan,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,కె. ఆర్. నారాయణన్
2879,2879,2879,Sultan Khan,,,,"Maharashtra, India",Arts,Pratibha Patil,,,,,,
2880,2880,2880,Suman Sahai,Delhi/India,Science and Engineering,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,సైన్స్ అండ్ ఇంజినీరింగ్,ప్రతిభా పాటిల్
2881,2881,2881,Sumant Moolgaokar,,,,"Maharashtra, India",Trade and Industry,R. Venkataraman,,,,,,
2882,2882,2882,Sumati Morarjee,,,,,,,"Maharashtra, India",Civil Service,V. V. Giri,,,
2883,2883,2883,Sumati Mutatkar,Delhi/India,Arts,K. R. Narayanan,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,కె. ఆర్. నారాయణన్
2884,2884,2884,Sumitra Charat Ram,Delhi/India,Arts,Sarvepalli Radhakrishnan,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,సర్వేపల్లి రాధాకృష్ణన్
2885,2885,2885,Sumitra Guha,Delhi/India,Arts,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,ప్రతిభా పాటిల్
2886,2886,2886,Sumitra Mahajan,,,,"Madhya Pradesh, India",Public Affairs,Ram Nath Kovind,,,,,,
2887,2887,2887,Sumitranandan Pant,,,,"Uttar Pradesh, India",Literature and Education,Rajendra Prasad,,,,,,
2888,2888,2888,Sunayana Hazarilal,"Maharashtra, India",Arts,Pratibha Patil,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,ప్రతిభా పాటిల్
2889,2889,2889,Sundar Menon,United Arab Emirates,Social Work,Pranab Mukherjee,,,,,,,యునైటెడ్ అరబ్ ఎమిరేట్స్,సామాజిక పని,ప్రణబ్ ముఖర్జీ
2890,2890,2890,Sundaram Natarajan,"Maharashtra, India",Medicine,Pranab Mukherjee,,,,,,,"మహారాష్ట్ర, భారత్",మెడిసిన్,ప్రణబ్ ముఖర్జీ
2891,2891,2891,Sundaram Ramakrishnan,Kerala,Science and Engineering,A. P. J. Abdul Kalam,,,,,,,కేరళ,సైన్స్ అండ్ ఇంజినీరింగ్,ఎ. పి. జె. అబ్దుల్ కలాం
2892,2892,2892,Sundaram Ramakrishnan (social activist),Maharashtra,Social Work,R. Venkataraman,Maharashtra,Social Work,K. R. Narayanan,,,,మహారాష్ట్ర,సామాజిక పని,ఆర్. వెంకటరమణ
2893,2893,2893,Sundaram Verma,"Rajasthan, India",Social Work,Ram Nath Kovind,,,,,,,"రాజస్థాన్, భారత్",సామాజిక పని,రామ్ నాథ్ కోవింద్
2894,2894,2894,Sundari K. Shridharani,Delhi/India,Arts,R. Venkataraman,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,ఆర్. వెంకటరమణ
2895,2895,2895,Sunder Das Khungar,,,,"Punjab, India",Civil Service,Rajendra Prasad,,,,,,
2896,2896,2896,Sunder Lal Patwa,,,,,,,"Madhya Pradesh, India",Public Affairs,Pranab Mukherjee,,,
2897,2897,2897,Sunderlal Bahuguna,,,,,,,"Uttarakhand, India",Others,Pratibha Patil,,,
2898,2898,2898,Sunil Chhetri,"Telangana, India",Sports,Ram Nath Kovind,,,,,,,"తెలంగాణ, భారత్",క్రీడలు,రామ్ నాథ్ కోవింద్
2899,2899,2899,Sunil Dabas,"Haryana, India",Sports,Pranab Mukherjee,,,,,,,"హర్యానా, భారతదేశం",క్రీడలు,ప్రణబ్ ముఖర్జీ
2900,2900,2900,Sunil Das,"West Bengal, India",Arts,Pranab Mukherjee,,,,,,,"పశ్చిమ బెంగాల్, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
2901,2901,2901,Sunil Dutt,"Maharashtra, India",Arts,Zakir Husain (politician),,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,జకీర్ హుసేన్ (రాజకీయ నాయకుడు)
2902,2902,2902,Sunil Gavaskar,,,,"Maharashtra, India",Sports,Neelam Sanjiva Reddy,,,,,,
2903,2903,2903,Sunil Janah,Delhi,Arts,V. V. Giri,Assam,Arts,Pratibha Patil,,,,ఢిల్లీ,ఆర్ట్స్,వి. వి. గిరి
2904,2904,2904,Sunil Jogi,Delhi/India,Literature and Education,Pranab Mukherjee,,,,,,,ఢిల్లీ/ఇండియా,సాహిత్యం మరియు విద్య,ప్రణబ్ ముఖర్జీ
2905,2905,2905,Sunil Kanti Roy,"West Bengal, India",Social Work,Pratibha Patil,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సామాజిక పని,ప్రతిభా పాటిల్
2906,2906,2906,Sunil Kothari,Delhi/India,Arts,K. R. Narayanan,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,కె. ఆర్. నారాయణన్
2907,2907,2907,Sunil Mittal,,,,Delhi/India,Trade and Industry,A. P. J. Abdul Kalam,,,,,,
2908,2908,2908,Sunil Pradhan,"Uttar Pradesh, India",Medicine,Pranab Mukherjee,,,,,,,"ఉత్తరప్రదేశ్, భారత్",మెడిసిన్,ప్రణబ్ ముఖర్జీ
2909,2909,2909,Sunita Jain,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,,,,,ఢిల్లీ/ఇండియా,సాహిత్యం మరియు విద్య,ఎ. పి. జె. అబ్దుల్ కలాం
2910,2910,2910,Sunita Kohli,Delhi/India,Arts,R. Venkataraman,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,ఆర్. వెంకటరమణ
2911,2911,2911,Sunita Narain,Delhi/India,Others,A. P. J. Abdul Kalam,,,,,,,ఢిల్లీ/ఇండియా,మరికొందరు,ఎ. పి. జె. అబ్దుల్ కలాం
2912,2912,2912,Sunita Rani,"Punjab, India",Sports,K. R. Narayanan,,,,,,,"పంజాబ్, భారత్",క్రీడలు,కె. ఆర్. నారాయణన్
2913,2913,2913,Sunita Williams,,,,,Others,Pratibha Patil,,,,,,
2914,2914,2914,Sunitha Krishnan,"Telangana, India",Social Work,Pranab Mukherjee,,,,,,,"తెలంగాణ, భారత్",సామాజిక పని,ప్రణబ్ ముఖర్జీ
2915,2915,2915,Suniti Kumar Chatterji,,,,West Bengal,Literature and Education,Rajendra Prasad,West Bengal,Literature and Education,Sarvepalli Radhakrishnan,,,
2916,2916,2916,Suniti Solomon,"Tamil Nadu, India",Medicine,Pranab Mukherjee,,,,,,,"తమిళనాడు, భారతదేశం",మెడిసిన్,ప్రణబ్ ముఖర్జీ
2917,2917,2917,Sunny Varkey,Philippines,Literature and Education,Pratibha Patil,,,,,,,ఫిలిప్పీన్స్,సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
2918,2918,2918,Supriya Devi,"West Bengal, India",Arts,Pranab Mukherjee,,,,,,,"పశ్చిమ బెంగాల్, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
2919,2919,2919,Suraj Bhan,,,,Chandigarh/India,Literature and Education,V. V. Giri,,,,,,
2920,2920,2920,Surendra Dubey,"Chhattisgarh, India",Literature and Education,Pratibha Patil,,,,,,,"ఛత్తీస్ గఢ్, భారత్",సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
2921,2921,2921,Surendra Singh,,,,Delhi/India,Civil Service,Pratibha Patil,,,,,,
2922,2922,2922,Surendra Y. Mohanty,"Odisha, India",Literature and Education,R. Venkataraman,,,,,,,"ఒడిశా, భారత్",సాహిత్యం మరియు విద్య,ఆర్. వెంకటరమణ
2923,2923,2923,Surendranath Kar,"West Bengal, India",Science and Engineering,Rajendra Prasad,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,రాజేంద్ర ప్రసాద్
2924,2924,2924,Suresh Dutta,"West Bengal, India",Arts,Pratibha Patil,,,,,,,"పశ్చిమ బెంగాల్, భారత్",ఆర్ట్స్,ప్రతిభా పాటిల్
2925,2925,2925,Suresh Gundu Amonkar,"Goa, India",Literature and Education,Pratibha Patil,,,,,,,"గోవా, ఇండియా",సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
2926,2926,2926,Suresh H. Advani,Maharashtra,Medicine,K. R. Narayanan,Maharashtra,Medicine,Pratibha Patil,,,,మహారాష్ట్ర,మెడిసిన్,కె. ఆర్. నారాయణన్
2927,2927,2927,Suresh Krishna,"Tamil Nadu, India",Trade and Industry,A. P. J. Abdul Kalam,,,,,,,"తమిళనాడు, భారతదేశం",వాణిజ్యం మరియు పరిశ్రమ,ఎ. పి. జె. అబ్దుల్ కలాం
2928,2928,2928,Suresh Kumar Neotia,,,,Delhi/India,Trade and Industry,Pratibha Patil,,,,,,
2929,2929,2929,Suresh Shankar Nadkarni,,,,"Maharashtra, India",Trade and Industry,R. Venkataraman,,,,,,
2930,2930,2930,Suresh Singh,"Uttar Pradesh, India",Literature and Education,V. V. Giri,,,,,,,"ఉత్తరప్రదేశ్, భారత్",సాహిత్యం మరియు విద్య,వి. వి. గిరి
2931,2931,2931,Suresh Talwalkar,"Maharashtra, India",Arts,Pranab Mukherjee,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
2932,2932,2932,Suresh Wadkar,"Maharashtra, India",Arts,Ram Nath Kovind,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,రామ్ నాథ్ కోవింద్
2933,2933,2933,Surinder Kaur,"Haryana, India",Arts,A. P. J. Abdul Kalam,,,,,,,"హర్యానా, భారతదేశం",ఆర్ట్స్,ఎ. పి. జె. అబ్దుల్ కలాం
2934,2934,2934,Surinder Kumar Dey,"West Bengal, India",Civil Service,Rajendra Prasad,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సివిల్ సర్వీస్,రాజేంద్ర ప్రసాద్
2935,2935,2935,Surinder Mehta,Delhi/India,Others,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,మరికొందరు,ప్రతిభా పాటిల్
2936,2936,2936,Surjit Singh Patar,"Punjab, India",Literature and Education,Pratibha Patil,,,,,,,"పంజాబ్, భారత్",సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
2937,2937,2937,Surjya Kanta Hazarika,"Assam, India",Literature and Education,Pratibha Patil,,,,,,,"అసోం, ఇండియా",సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
