,Recipients,early life,early life Telugu
2999,R. Nagendra Rao,"Nagendra Rao was born on 23 June 1896, in Holalkere, in Kingdom of Mysore of British India.",నాగేంద్రరావు 1896 జూన్ 23న బ్రిటీష్ ఇండియాలోని మైసూర్ రాజ్యంలో హోల్కెరెలో జన్మించారు. 
3000,R. R. Handa,,
3001,R. Ranchandra Vishwanath Wardekar,,
3002,R. S. Narayan Singh Deo,,
3003,R. S. Subbalakshmi,,
3004,R. Sivaraman,,
3005,R. V. Pandit,,
3006,R. V. Ramani,,
3007,R. V. Ramaswamy,,
3008,R. Vasudevan,,
3009,Raasacha Swami Ram Swaroop Sharma,,
3010,Rabi Narayan Bastia,,
3011,Rabinder Gokaldas Ahuja,,
3012,Rabindra Narain Singh,,
3013,Rabindra Nath Chaudhuri,,
3014,Rabindra Nath Upadhyay,,
3015,Rachel Thomas,,
3016,Radha Krishan Gupta,,
3017,Radha Kumud Mukherjee,,
3018,Radha Mohan Gadanayak,,
3019,Radhabinod Pal,,
3020,Radhakamal Mukerjee,"Mukherjees theory of society sought to explain the values of civilization.
In sense, Radhakamal was a pioneer of transdisciplinary approach in science.","ముఖర్జీ సమాజ సిద్ధాంతం నాగరికత విలువలను వివరించడానికి ప్రయత్నించింది. అర్థంలో, రాధాకమల్ సైన్స్లో ట్రాన్స్డిసిప్లినరీ అప్రోచ్కు మార్గదర్శకుడు. "
3021,Radhamohan,,
3022,Radhanath Rath,,
3023,Radhe Shyam Barle,,
3024,Radhika Herzberger,,
3025,Rafael Iruzubieta Fernandez,,
3026,Rafiuddin Ahmed,"Dr.Rafiuddin Ahmed was born on 24 December 1890, in Bardhanpara, East Bengal, British India; the second child of Maulvi Safiuddin Ahmed and Faizunnesha. He had four brothers and one sister, and completed his early education at the Dhaka Madrasa, later Collegiate School. In 1908, he graduated from Aligarh Muslim University.In 1909, after his father's death, Ahmed travelled at first to Bombay (now Mumbai), then the UK and subsequently the United States, where he gained admission to the University of Iowa College of Dentistry. In 1915, he received his dental (D.D.S) degree. Until 1918, during the First World War, he practised at the Forsyth Dental Infirmary for Children in Boston, Massachusetts.","డా. రఫీయుద్దీన్ అహ్మద్ బ్రిటీష్ ఇండియాలోని తూర్పు బెంగాల్లోని బర్ధన్పరాలో 24 డిసెంబర్ 1890న జన్మించాడు; మౌల్వీ సఫీయుద్దీన్ అహ్మద్, ఫైజున్నేషాల రెండవ సంతానం. అతనికి నలుగురు సోదరులు, ఒక సోదరి ఉన్నారు, ఢాకా మదర్సాలో, తరువాత కాలేజియేట్ పాఠశాలలో తన ప్రారంభ విద్యను పూర్తి చేశాడు. 1908లో అలీఘర్ ముస్లిం విశ్వవిద్యాలయం నుండి పట్టభద్రుడయ్యాడు. 1909లో, తన తండ్రి మరణానంతరం, అహ్మద్ మొదట బొంబాయి (ప్రస్తుతం ముంబై), తర్వాత UK, ఆ తర్వాత యునైటెడ్ స్టేట్స్కు ప్రయాణించాడు, అక్కడ ఇతను యూనివర్శిటీ ఆఫ్ అయోవా కాలేజ్ ఆఫ్ డెంటిస్ట్రీలో ప్రవేశం పొందాడు. 1915 లో, ఇతను తన దంతవైద్యం పొందాడు (డి. డి. S) డిగ్రీ. 1918 వరకు, మొదటి ప్రపంచ యుద్ధం సమయంలో, ఇతను మసాచుసెట్స్లోని బోస్టన్లోని పిల్లల కోసం ఫోర్సిత్ డెంటల్ ఇన్ఫర్మరీలో ప్రాక్టీస్ చేశాడు. "
3027,Raghavan Thirumulpad,,
3028,Raghu Rai,"Rai was born in the village of Jhang, Punjab, British India (now in Pakistan). He was the youngest of four children.",రాయ్ బ్రిటీష్ ఇండియాలోని పంజాబ్లోని జాంగ్ గ్రామంలో (ప్రస్తుతం పాకిస్తాన్లో ఉన్నారు) జన్మించారు. ఇతను నలుగురు పిల్లలలో చిన్నవాడు. 
3029,Raghu Raj,,
3030,Raghu Ram Pillarisetti,,
3031,Raghubhai Morarji Nayak,,
3032,Raghubir Singh (equestrian),,
3033,Raghubir Singh (photographer),,
3034,Raghunath Anant Mashelkar,,
3035,Raghunath Krishna Phadke,,
3036,Raghunath Mohapatra,,
3037,Raghunath Panigrahi,,
3038,Raghunath Saran,,
3039,Raghunath Sharma,,
3040,Raghunath Singh Gahlot,,
3041,Raghupati Sahay,,
3042,Raghuvir Sharan Mitra,,
3043,Rahibai Soma Popere,Rahibai Soma Popere is from Kombhalne village located in Akole block of Ahmednagar district in the state of Maharashtra. She has no formal education. She has worked on farms all her life and has an extraordinary understanding of crop diversity. she belong to Koli community of Maharashtra.,"రాహిబాయి సోమ పోపేరే మహారాష్ట్రలోని అహ్మద్నగర్ జిల్లా అకోల్ బ్లాక్లోని కొంభాల్నే గ్రామానికి చెందినవారు. ఈమెకు అధికారిక విద్య లేదు. ఈమె తన జీవితమంతా పొలాల్లో పని చేసింది, పంటల వైవిధ్యంపై అసాధారణ అవగాహన కలిగి ఉంది. ఈమె మహారాష్ట్రలోని కోలి వర్గానికి చెందినది. "
3044,Rahim Fahimuddin Dagar,,
3045,Rahim-ud-in Khan Dagar,,
3046,Rahul Bajaj,"Bajaj was born on 10 June 1938, to Kamalnayan Bajaj and Savitri Bajaj. He was the grandson of Indian independence fighter, Jamnalal Bajaj, who was a close associate of Mahatma Gandhi. Bajaj was an alumnus of Harvard Business School in the US, St. Stephen's College, Delhi, Government Law College, Mumbai and Cathedral and John Connon School.","బజాజ్ 10 జూన్ 1938న కమలనయన్ బజాజ్, సావిత్రి బజాజ్ దంపతులకు జన్మించాడు. ఇతను భారత స్వాతంత్ర్య సమరయోధుడు జమ్నాలాల్ బజాజ్ మనవడు, ఇతను మహాత్మా గాంధీకి సన్నిహితుడు. బజాజ్ USలోని హార్వర్డ్ బిజినెస్ స్కూల్, St. స్టీఫెన్స్ కళాశాల, ఢిల్లీ, ప్రభుత్వ న్యాయ కళాశాల, ముంబై, కేథడ్రల్, జాన్ కానన్ పాఠశాల. "
3047,Rahul Dravid,"Dravid was born in a Marathi-Speaking Brahmin family in Indore, Madhya Pradesh. His family later moved to Bangalore, Karnataka, where he was raised. His mother tongue is Marathi. Dravid's father Sharad Dravid worked for a company that makes jams and preserves, giving rise to the later nickname Jammy. His mother, Pushpa, was a professor of architecture at the University Visvesvaraya College of Engineering (UVCE), Bangalore. Dravid has a younger brother named Vijay. He did his schooling at St. Joseph's Boys High School, Bangalore and earned a degree in commerce from St. Joseph's College of Commerce, Bangalore. He was selected to India's national cricket team while working towards an MBA at St Joseph's College of Business Administration","ద్రవిడ్ మధ్యప్రదేశ్లోని ఇండోర్లో మరాఠీ మాట్లాడే బ్రాహ్మణ కుటుంబంలో జన్మించాడు. అతని కుటుంబం తరువాత కర్ణాటకలోని బెంగుళూరుకు తరలించబడింది, అక్కడ ఇతను పెరిగాడు. అతని మాతృభాష మరాఠీ. ద్రవిడ్ తండ్రి శరద్ ద్రవిడ్ జామ్లు, ప్రిజర్వ్లను తయారు చేసే కంపెనీలో పనిచేశాడు, తరువాత జామీ అనే మారుపేరు వచ్చింది. అతని తల్లి, పుష్ప, బెంగుళూరులోని విశ్వేశ్వరయ్య కాలేజ్ ఆఫ్ ఇంజనీరింగ్ (UVCE)లో ఆర్కిటెక్చర్ ప్రొఫెసర్. ద్రావిడ్కు విజయ్ అనే తమ్ముడు ఉన్నాడు. ఇతను తన పాఠశాల విద్యను సెయింట్. జోసెఫ్స్ బాయ్స్ హై స్కూల్, బెంగళూరు, సెయింట్. జోసెఫ్ కాలేజ్ ఆఫ్ కామర్స్, బెంగళూరు. ఇతను సెయింట్ జోసెఫ్ కాలేజ్ ఆఫ్ బిజినెస్ అడ్మినిస్ట్రేషన్లో MBA కోసం పనిచేస్తున్నప్పుడు భారత జాతీయ క్రికెట్ జట్టుకు ఎంపికయ్యాడు. "
