,Recipients,work,work Telugu
2889,Prasoon Joshi,,
2890,Pratap Chandra Lal,,
2891,Pratap Govindrao Pawar,,
2892,Pratap Pawar,,
2893,Pratap Singh Hardia,,
2894,Pratapaditya Pal,,
2895,Pratapri Girdhari Lal Mehta,,
2896,Pratapsinh Jadhav,,
2897,Prathap C. Reddy,,
2898,Pratibha Prahlad,,
2899,Pratibha Ray,,
2900,Pratima Barua Pandey,,
2901,Pratul Chandra Gupta,,
2902,Pratury Trirumala Rao,,
2903,Pravakara Maharana,,
2904,Praveen Chandra,,
2905,Pravin Darji,,
2906,Pravin Gordhan,,
2907,Pravin H. Parekh,,
2908,Pravinchandra Varjivan Gandhi,,
2909,Predhiman Krishan Kaw,,
2910,Predrag K. Nikic,,
2911,Prem Chand Sharma,,
2912,Prem Chandra Dhanda,,
2913,Prem Chandra Luthar,,
2914,Prem Dhawan,,
2915,Prem Kumar Kakar,,
2916,Prem Nath Dhawan,,
2917,Prem Nath Mehra,,
2918,Prem Nath Sahni,,
2919,Prem Nath Wahi,,
2920,Prem Nazir,,
2921,Prem Prakash Sahni,,
2922,Prem Shanker Goel,,
2923,Prem Watsa,,
2924,Prema Narendra Purao,,
2925,Premchand Degra,,
2926,Premendra Mitra,,
2927,Premlata Agarwal,,
2928,Premlata Puri,,
2929,Premlila Vithaldas Thackersey,,
2930,Pritam Bhartwan,,
2931,Pritam Singh,,
2932,Prithipal Singh,,
2933,Prithipal Singh Maini,,
2934,Prithvi Nath Kaula,,
2935,Prithvi Nath Khoshoo,,
2936,Prithvi Raj Singh Oberoi,,
2937,Prithvi Singh Azad,,
2938,Prithviraj Kapoor,,
2939,Prithwindra Mukherjee,,
2940,Pritish Nandy,,
2941,Priya Paul,,
2942,Priya Ranjan Sen,,
2943,Priyadarshan,,
2944,Priyambada Mohanty Hejmadi,,
2945,Priyanka Chopra,,
2946,Pu Lalbiakthanga Pachuau,,
2947,Pucadyil Ittoop John,,
2948,Pukhraj Bafna,,
2949,Puliyur Krishnaswamy Duraiswami,,
2950,Pullela Gopichand,,
2951,Pullella Srirama Chandrudu,,
2952,Punam Suri,,
2953,Punamalai Ekambaranathan,,
2954,Punaram Nishad,,
2955,Pupul Jayakar,,
2956,Puran Chand Wadali,,
2957,Puran Lal Batra,,
2958,Purna Das Baul,,
2959,Purshotam Lal,,
2960,Purshottam Das,,
2961,Purshottam Das Jalota,,
2962,Purshottam Lal Wahi,,
2963,Purshottam Pandurang Gokhale,,
2964,Purushottam Dadheech,,
2965,Purushottam Kashinath Kelkar,,
2966,Purushottam Laxman Deshpande,,
2967,Purushottam Upadhyay,,
2968,Purushottama Lal,,
2969,Pushkar Bhan,,
2970,Pushpa Bhuyan,,
2971,Pushpa Hans,,
2972,Pushpa Mittra Bhargava,,
2973,Pushpalata Das,,
2974,Pushpavati Janardenrai Mehta,,
2975,Pushpesh Pant,,
2976,Puthenpurayil Mathew Joseph,,
2977,Puttaparthi Narayanacharyulu,,
2978,Puttaraj Gawai,,
2979,Qadri Ragi Aziz Ahmed Khan Warsi,,
2980,Qazi Abdul Sattar,,
2981,Quazi Sazzad Ali Zahir,,
2982,Queenie H. C. Captain,,
2983,Queenie Rynjah,,
2984,Qurratulain Hyder,,
2985,R Sathyanarayana,,
2986,R. Basappagowda Patil,,
2987,R. C. Mehta,,
2988,R. D. Pradhan,,
2989,R. Ganapati,,
2990,R. K. Krishna Kumar,,
2991,R. K. Laxman,,
2992,R. K. Lelhluna,,
2993,R. K. Narayan,,
2994,R. K. Srikantan,,
2995,R. Marthanda Varma,,
2996,R. N. Malhotra,,
2997,R. N. Tharanathan and R. N. Thyagarajan,,
2998,R. Nagarathnamma,,
2999,R. Nagendra Rao,,
3000,R. R. Handa,,
3001,R. Ranchandra Vishwanath Wardekar,,
3002,R. S. Narayan Singh Deo,,
3003,R. S. Subbalakshmi,"In 1912, she founded the Sarada Ladies Union to provide a meeting ground and platform for housewives and other ladies to promote consciousness among them regarding social problems and to encourage them to educate themselves and the Sarada Illam or Widow's Home, which rehabilitated and educated child widows in Madras. Later, in 1921  or 1927, she established the Sarada Vidyalaya under the aegis of the Sarada Ladies Union.   
In 1922 she inaugurated the Lady Willingdon Training College and Practice School and was its first principal. She also established the Srividya Kalanilayam, a school for adult women at Mylapore in 1942, and while she was the president of the Mylapore Ladies Club, she formed the Mylapore Ladies Club School Society, in 1956, which was then renamed as the Vidya Mandir School, in Mylapore. In addition, she was involved in setting up a social welfare center for women and children in Madambakkam village. near Tambaram, in 1954.","1912లో, ఈమె గృహిణులు, ఇతర మహిళలకు సామాజిక సమస్యల పట్ల చైతన్యాన్ని పెంపొందించడానికి, తమను తాము విద్యావంతులను చేయమని ప్రోత్సహించడానికి ఒక సమావేశ స్థలం, వేదికను అందించడానికి శారదా లేడీస్ యూనియన్ను స్థాపించారు, ఇది బాల వితంతువులకు పునరావాసం, విద్యను అందించింది. మద్రాసులో. తర్వాత 1921 లేదా 1927లో శారదా లేడీస్ యూనియన్ ఆధ్వర్యంలో శారదా విద్యాలయాన్ని స్థాపించారు. 1922లో ఈమె లేడీ విల్లింగ్డన్ ట్రైనింగ్ కాలేజీ, ప్రాక్టీస్ స్కూల్ను ప్రారంభించింది, దాని మొదటి ప్రిన్సిపాల్. ఈమె 1942లో మైలాపూర్లో వయోజన మహిళల కోసం శ్రీవిద్యా కళానిలయం అనే పాఠశాలను కూడా స్థాపించింది, ఈమె మైలాపూర్ లేడీస్ క్లబ్కు అధ్యక్షురాలిగా ఉన్నప్పుడు, 1956లో మైలాపూర్ లేడీస్ క్లబ్ స్కూల్ సొసైటీని స్థాపించింది, దీని పేరును విద్యా మందిర్ పాఠశాలగా మార్చారు., మైలాపూర్ లో. అంతేకాకుండా, మాడంబాక్కం గ్రామంలో మహిళలు, పిల్లల కోసం సామాజిక సంక్షేమ కేంద్రాన్ని ఏర్పాటు చేయడంలో ఈమె పాలుపంచుకున్నారు. తాంబరం దగ్గర, 1954లో. "
3004,R. Sivaraman,,
3005,R. V. Pandit,,
3006,R. V. Ramani,,
3007,R. V. Ramaswamy,,
3008,R. Vasudevan,,
3009,Raasacha Swami Ram Swaroop Sharma,,
3010,Rabi Narayan Bastia,,
3011,Rabinder Gokaldas Ahuja,,
3012,Rabindra Narain Singh,,
3013,Rabindra Nath Chaudhuri,,
3014,Rabindra Nath Upadhyay,,
3015,Rachel Thomas,,
3016,Radha Krishan Gupta,,
3017,Radha Kumud Mukherjee,,
3018,Radha Mohan Gadanayak,,
3019,Radhabinod Pal,,
3020,Radhakamal Mukerjee,"Radhakamal Mukerjee emphasized interdisciplinary disciplinary approach towards the understanding of life.
Mukerjee sought to break the barriers between physical sciences and sciences relating to persons aspects.
Mukerjee was a pioneer of Sociology in the 1900s.","రాధాకమల్ ముఖర్జీ జీవితాన్ని అర్థం చేసుకునేందుకు ఇంటర్ డిసిప్లినరీ డిసిప్లినరీ విధానాన్ని నొక్కి చెప్పారు. ముఖర్జీ భౌతిక శాస్త్రాలు, వ్యక్తుల అంశాలకు సంబంధించిన శాస్త్రాల మధ్య అడ్డంకులను ఛేదించడానికి ప్రయత్నించారు. ముఖర్జీ 1900లలో సోషియాలజీకి మార్గదర్శకుడు. "
3021,Radhamohan,,
3022,Radhanath Rath,,
3023,Radhe Shyam Barle,,
3024,Radhika Herzberger,,
3025,Rafael Iruzubieta Fernandez,,
3026,Rafiuddin Ahmed,,
3027,Raghavan Thirumulpad,,
3028,Raghu Rai,,
3029,Raghu Raj,,
3030,Raghu Ram Pillarisetti,,
3031,Raghubhai Morarji Nayak,,
3032,Raghubir Singh (equestrian),,
3033,Raghubir Singh (photographer),,
3034,Raghunath Anant Mashelkar,,
3035,Raghunath Krishna Phadke,,
3036,Raghunath Mohapatra,,
3037,Raghunath Panigrahi,,
3038,Raghunath Saran,,
3039,Raghunath Sharma,,
3040,Raghunath Singh Gahlot,,
3041,Raghupati Sahay,,
3042,Raghuvir Sharan Mitra,,
3043,Rahibai Soma Popere,,
3044,Rahim Fahimuddin Dagar,,
3045,Rahim-ud-in Khan Dagar,,
3046,Rahul Bajaj,,
3047,Rahul Dravid,,
3048,Rahul Jain,,
3049,Rahul Sankrityayan,,
3050,Rai Krishnadas,,
3051,Rai Krishnadasa,,
3052,Rais Ahmed,,
3053,Raj Baveja,,
3054,Raj Begum,,
3055,Raj Bisaria,,
3056,Raj Bothra,,
3057,Raj Kapoor,,
3058,Raj Kumar Khanna,,
3059,Raj Raj Kumar Khanna,,
3060,Raj Reddy,,
3061,Raj Vir Singh Yadav,,
3062,Raja Chelliah,,
3063,Raja Radhika Raman Sinha,,
3064,Raja Ramanna,,
3065,Raja Rao,,
3066,Raja and Radha Reddy,,
3067,Rajagopala Chidambaram,,
3068,Rajagopalan Krishnan,,
3069,Rajagopalan Vasudevan,,
3070,Rajalakshmi Parthasarathy,,
3071,Rajam Ramaswamy,,
3072,Rajammal P. Devadas,,
3073,Rajan Devadas,,
3074,Rajan Misra,,
3075,Rajan Saxena,,
3076,Rajani Kant,,
3077,Rajanikant Arole,,
3078,Rajaram Shastri,,
3079,Rajashree Birla,,
3080,Rajat Kumar Kar,,
3081,Rajat Sharma,,
3082,Rajdeep Sardesai,,
3083,Rajeev Sethi,,
3084,Rajeev Taranath,,
3085,Rajendra Achyut Badwe,,
3086,Rajendra K. Pachauri,,
3087,Rajendra Kumar,,
3088,Rajendra Kumar Saboo,,
3089,Rajendra Singh Paroda,,
3090,Rajendra Singh Pawar,,
3091,Rajendra Tansukh Vyas,,
3092,Rajendra Tikku,,
3093,Rajendra Vir Singh,,
3094,Rajesh Khanna,,
3095,Rajesh Kotecha,,
3096,Rajesh Kumar Grover,,
3097,Rajesh Saraiya,,
3098,Rajeshwar Acharya,,
3099,Rajeshwar Dayal,,
3100,Rajeshwar Nath Zutshi,,
3101,Rajeshwar Shastri Dravid,,
3102,Rajinder Gupta,,
3103,Rajinder Kumar,,
3104,Rajinder Singh Bedi,,
3105,Rajinikanth,,
3106,Rajkavi Inderjeet Singh Tulsi,,
3107,Rajkumar,,
3108,Rajkumar Achouba Singh,,
3109,Rajkumar Jhalajit Singh,,
3110,Rajkumar Singhajit Singh,,
3111,Rajkumar Sumitra Devi,,
3112,Rajkumari Devi,,
3113,Rajmohini Devi,,
3114,Rajni Bector,,
3115,Rajni Kumar,,
3116,Rajnikant Shroff,,
3117,Rajpal Singh Sirohi,,
3118,Rajshekhar Basu,,
3119,Rajshree Pathy,,
3120,Rajyavardhan Singh Rathore,,
3121,Rakesh Bakshi,,
3122,Rakesh Kumar Jain,,
3123,Rakhaldas Sengupta,,
3124,Rakhee Gulzar,,
3125,Ralengnao Khathing,,
3126,Ralte L. Thanmawia,,
3127,Ralte Vanlawma,,
3128,Ram Badan Singh,,
3129,Ram Bahadur Rai,,
3130,Ram Chandra Varma,,
3131,Ram Chatur Mallick,,
3132,Ram Dayal Munda,,
3133,Ram Ganpati,,
3134,Ram Gopal Bajaj,,
3135,Ram Gopal Vijayvargiya,,
3136,Ram Harsh Singh,,
3137,Ram Kinkar Upadhyay,,
3138,Ram Kishore Chhipa,,
3139,Ram Krishan,,
3140,Ram Krishna Trivedi,,
3141,Ram Kumar (artist),,
3142,Ram Kumar Caroli,,
3143,Ram Lal Mehta,,
3144,Ram Lal Rajgarhia,,
3145,Ram Mohan,,
3146,Ram Narain Agarwal,,
3147,Ram Narain Bagley,,
3148,Ram Narain Nagu,,
3149,Ram Narayan,,
3150,Ram Narayan Chakravarti,,
3151,Ram Nath Shastri,,
3152,Ram Prakash Bambah,,
3153,Ram Prakash Gehlote,,
3154,Ram Prasad Choudhary Jaiswal,,
3155,Ram Punjwani,,
3156,Ram Saran Verma,,
3157,Ram Sarup Lugani,,
3158,Ram Shankar Tripathi,,
3159,Ram Singh,,
3160,Ram V. Sutar,,
3161,Ram Vilas Paswan,,
3162,Ram Yatna Shukla,,
3163,Rama Kant Shukla,,
3164,Ramachandra Datatraya Lele,,
3165,Ramachandra Guha,,
3166,Ramachandran Balasubramanian,,
3167,Ramachandran Nagaswamy,,
3168,Ramadas P. Shenoy,,
3169,Ramakant Achrekar,,
3170,Ramakant Gundecha,,
3171,Ramakant Krishnaji Deshpande,,
3172,Ramakant Maheshwar Muzumdar,,
3173,Ramakanta Panda,,
3174,Ramakanta Rath,,
3175,Ramakrishna Ananthakrishnan,,
3176,Ramakrishna V. Hosur,,
3177,Ramamoorthi Belagaje,,
3178,Ramamurthi Badrinath,,
3179,Ramamurthy Thyagarajan,,
3180,Raman Gangakhedkar,,
3181,Raman Kapur,,
3182,Raman Madhavan Nair,,
3183,Raman Viswanathan,,
3184,Ramanand Sagar,,
3185,Ramanarayan Upadhyaya,,
3186,Ramanath Cowsik,,
3187,Ramanath Iyer Mathrubbotham,,
3188,Ramanatha Venkata Ramani,,
3189,Ramanathan Krishnan,,
3190,Ramanathapuram C. S. Murugabhoopathy,,
3191,Ramankutty Nair,,
3192,Ramanlal Gokaldas Saraiya,,
3193,Ramanujam Varatharaja Perumal,,
3194,Ramaranjan Mukherji,,
3195,Ramaswami Venkataswami,,
3196,Ramaswamy Duraiswamy Ayyar,,
3197,Ramaswamy Iyer,,
3198,Ramaswamy M. Vasagam,,
3199,Ramaswamy Rajaram,,
3200,Rambhadracharya,,
3201,Ramchand Kishindas Menda,,
3202,Ramchandra Manjhi,,
3203,Ramchandra Narayan Dandekar,,
3204,Ramdas Pai,,
3205,Ramdhari Singh Dinkar,"His works are mostly of Veer Rasa, or the 'brave mode', although Urvashi is an exception to this. Some of his greatest works are Rashmirathi and Parashuram ki Prateeksha. He is hailed as the greatest Hindi poet of 'Veer Rasa' since Bhushan.Acharya (teacher) Hazari Prasad Dwivedi wrote that Dinkar was very popular among people whose mother-tongue was not Hindi and he was a symbol of love for one's own mother-tongue. Harivansh Rai Bachchan wrote that for his proper respect, Dinkar should get four Bharatiya Jnanpith Awards – for poetry, prose, languages and for his service to Hindi. Rambriksh Benipuri wrote that Dinkar is giving voice to the revolutionary movement in the country. Namvar Singh wrote that he was really the sun of his age.Hindi writer Rajendra Yadav, whose novel Sara Akash also carried a few lines of Dinkar's poetry, has said of him, ""He was always very inspiring to read. His poetry was about reawakening. He often delved into Hindu mythology and referred to heroes of epics such as Karna","అతని రచనలు ఎక్కువగా వీర్ రస లేదా 'బ్రేవ్ మోడ్'కి చెందినవి, అయినప్పటికీ ఊర్వశి దీనికి మినహాయింపు. రష్మిరథి, పరశురామ్ కి ప్రతీక్ష అతని గొప్ప రచనలలో కొన్ని. ఇతను భూషణ్ నుండి 'వీర్ రస', గొప్ప హిందీ కవిగా ప్రశంసించబడ్డాడు. ఆచార్య (ఉపాధ్యాయుడు) హాజరై ప్రసాద్ ద్వివేది మాతృభాష హిందీ కాని ప్రజలలో దినకర్ చాలా ప్రసిద్ధి చెందాడని, ఒకరి స్వంత మాతృభాషపై ప్రేమకు ప్రతీక అని రాశారు. హరివంశ్ రాయ్ బచ్చన్, దినకర్కు సరైన గౌరవం కోసం నాలుగు భారతీయ జ్ఞానపీఠ్ అవార్డులు రావాలని రాశారు - కవిత్వం, గద్యం, భాషలు, హిందీకి చేసిన సేవ కోసం. దేశంలో విప్లవోద్యమానికి దినకర్ స్వరం ఇస్తున్నారని రాంబ్రిక్ష్ బేనిపూరి రాశారు. నమ్వర్ సింగ్ నిజంగా తన యుగపు సూర్యుడని రాశాడు. హిందీ రచయిత రాజేంద్ర యాదవ్, అతని నవల సారా ఆకాష్ కూడా దినకర్ కవిత్వంలోని కొన్ని పంక్తులను కలిగి ఉంది, అతని గురించి ఇలా అన్నాడు, ""ఇతను ఎప్పుడూ చదవడానికి చాలా స్ఫూర్తినిచ్చేవాడు. అతని కవిత్వం పునరుజ్జీవనం గురించి. ఇతను తరచుగా హిందూ పురాణాలను లోతుగా పరిశోధించాడు, కర్ణుడు వంటి ఇతిహాసాల హీరోలను సూచించాడు. "
3206,Ramesh Babaji Maharaj,,
3207,Ramesh Chandra Bhaskar Sule,,
3208,Ramesh Chandra Shah,,
3209,Ramesh Gelli,,
3210,Ramesh Inder Singh,,
3211,Ramesh Krishnan,,
3212,Ramesh Kumar (nephrologist),,
3213,Ramesh Nigam,,
3214,Ramesh Sippy,,
3215,Ramesh Tribhuvandas Doshi,,
3216,Rameshwar Nath Koul Bamezai,,
3217,Rameshwar Singh Kashyap,,
3218,Rameshwari Nehru,,
3219,Rameshwarlal Kabra,,
3220,Ramjee Singh,,
3221,Ramji Vasant Khanolkar,,
3222,Ramkinkar Baij,,
3223,Ramkumar Verma,,
3224,Ramli Bin Ibrahim,,
3225,Ramniklal K. Gandhi,,
3226,Ramoji Rao,,
3227,Ramprasad Ramchand Khandelwal,,
3228,Ramrao Deshmukh,,
3229,Ramsing Fakiraji Bhanawat,,
3230,Rana Krishnadev Narain Singh,,
3231,Rana Moti Singh,,
3232,Ranbir Chander Sobti,,
3233,Ranbir Singh Bisht,,
3234,Randeep Guleria,,
3235,Randhir Sud,,
3236,Ranganathan Parthasarathy,,
3237,Rangasami Lakshminarayana Kashyap,,
3238,Rangaswamy Narasimhan,,
3239,Rani Gaidinliu,,
3240,Rani Karnaa,,
3241,Rani Rampal,,
3242,Ranjan Roy Daniel,,
3243,Ranjana Gauhar,,
3244,Ranjit Bhargava,,
3245,Ranjit Ramachandra Rao Desai,,
3246,Ranjit Roy Chaudhury,,
3247,Ranjit Singh Sarkaria,,
3248,Rao Raja Hanut Singh,,
3249,Rasheed Ahmad Siddiqui,,
3250,Rashid Khan,,
3251,Ratan Lal Joshi,,
3252,Ratan Shankar Mishra,,
3253,Ratan Shastri,,
3254,Ratan Tata,,
3255,Ratan Thiyam,,
3256,Rathin Datta,,
3257,Ratna Fabri,,
3258,Ratnappa Kumbhar,,
3259,Ratnasundarsuri,,
3260,Rattan Lal,,
3261,Ravi Chaturvedi,,
3262,Ravi Grover,,
3263,Ravi Kannan R,,
3264,Ravi Kant,,
3265,Ravi Kumar Narra,,
3266,Ravi Narayana Reddy,,
3267,Ravi Shankar,,
3268,Ravi Shankar Sharma,,
3269,Ravinder Kumar Bali,,
3270,Ravindra Chandra Bhargava,,
3271,Ravindra Dayal,,
3272,Ravindra Jain,,
3273,Ravindra Kelekar,,
3274,Ravindra Kumar,,
3275,Ravindra Kumar Sinha,"R K Sinha conducted surveys of the entire length of the Ganges and most of its tributaries in India and Nepal to assess the distribution, population status, ecological requirements, and threats to the dolphin. The animal was facing extinction due to indiscriminate poaching and habitat degradation and loss in many areas. Sinha organized education and awareness programs among the local fishermen as well as secondary and college students. The national and international print and electronic media widely promoted his research and conservation efforts, attracting the attention of both national and international policy makers, executives, and scientific communities.
He was designated as the ""Dolphin Man of India"" by S.Z. Qasim, Member of the Planning Commission, in the International Seminar on River Dolphins in Delhi in 1992. Sinha was invited to membership of the IUCN (International Union for Conservation of Nature) headquartered in Geneva, Switzerland in 1994; was elected Fellow of the Linnean Society of London in 1996, and elected Chairman of the Asian River Dolphin Committee in 1997 under the aegis of the IUCN.
Sinha has published over 100 research papers in peer-reviewed journals, four books, and over 40 technical and research reports primarily on the Ganges dolphin, river biodiversity, and Ganges pollution. In 2001, he accomplished the first ever rescue and translocation of a stranded pregnant dolphin","R K సిన్హా భారతదేశం, నేపాల్లోని గంగానది, మొత్తం పొడవు, దాని ఉపనదులలో చాలా వరకు పంపిణీ, జనాభా స్థితి, పర్యావరణ అవసరాలు, డాల్ఫిన్కు ముప్పును అంచనా వేయడానికి సర్వేలు నిర్వహించారు. అనేక ప్రాంతాలలో విచక్షణారహితంగా వేటాడటం, ఆవాసాల క్షీణత, నష్టం కారణంగా ఈ జంతువు అంతరించిపోతోంది. సిన్హా స్థానిక మత్స్యకారులతో పాటు మాధ్యమిక, కళాశాల విద్యార్థులలో విద్య, అవగాహన కార్యక్రమాలను నిర్వహించారు. జాతీయ, అంతర్జాతీయ ముద్రణ, ఎలక్ట్రానిక్ మీడియా అతని పరిశోధన, పరిరక్షణ ప్రయత్నాలను విస్తృతంగా ప్రచారం చేసింది, జాతీయ, అంతర్జాతీయ విధాన రూపకర్తలు, కార్యనిర్వాహకులు, శాస్త్రీయ సంఘాల దృష్టిని ఆకర్షించింది. ఇతను ""డాల్ఫిన్ మ్యాన్ ఆఫ్ ఇండియా"" గా నియమించబడ్డాడు S. Z. ఖాసీం, ప్రణాళికా సంఘం సభ్యుడు, 1992లో ఢిల్లీలో రివర్ డాల్ఫిన్స్పై అంతర్జాతీయ సెమినార్లో. 1994లో స్విట్జర్లాండ్లోని జెనీవాలో ప్రధాన కార్యాలయం ఉన్న IUCN (ఇంటర్నేషనల్ యూనియన్ ఫర్ కన్జర్వేషన్ ఆఫ్ నేచర్) సభ్యత్వానికి సిన్హా ఆహ్వానించబడ్డారు; 1996లో లిన్నియన్ సొసైటీ ఆఫ్ లండన్కు ఫెలోగా ఎన్నికయ్యారు, IUCN ఆధ్వర్యంలో 1997లో ఆసియన్ రివర్ డాల్ఫిన్ కమిటీ ఛైర్మన్గా ఎన్నికయ్యారు. సిన్హా పీర్-రివ్యూడ్ జర్నల్స్లో 100 పరిశోధన పత్రాలు, నాలుగు పుస్తకాలు, 40కి పైగా సాంకేతిక, పరిశోధన నివేదికలను ప్రధానంగా గంగా డాల్ఫిన్, నది జీవవైవిధ్యం, గంగా కాలుష్యంపై ప్రచురించారు. 2001లో, ఇతను ఒంటరిగా ఉన్న గర్భిణీ డాల్ఫిన్ను మొట్టమొదటిసారిగా రెస్క్యూ, ట్రాన్స్లోకేషన్ను సాధించాడు. "
