,Recipients,political career,political career Telugu
2749,Padmanabhan Balaram,,
2750,Padmavathy Bandopadhyay,,
2751,Pakkiriswamy Chandra Sekharan,,
2752,Palahalli Sitaramiah,,
2753,Palaniandi Kandaswamy,,
2754,Palghat R. Raghu,,
2755,Palle Rama Rao,,
2756,Palligarnai Thirumalai Venugopal,,
2757,Pallonji Mistry,,
2758,Palpu Pushpangadan,,
2759,Pamela Cullen,,
2760,Pammal Sambandha Mudaliar,,
2761,Panangipalli Venugopal,,
2762,Panavelil Thomas Chandi,,
2763,Panchapakesa Jayaraman,,
2764,Pancheti Koteswaram,,
2765,Pandit Jasraj,,
2766,Pandit Surinder Singh,,
2767,Pandurang Dharmaji Jadhav,,
2768,Pandurang Rajaram Ghogrey,,
2769,Pandurang Shastri Athavale,,
2770,Pandurang Vasudeo Gadgil,,
2771,Pandurang Vasudeo Sukhatme,,
2772,Pandyala Satyanarayana Rau,,
2773,Pankaj Advani,,
2774,Pankaj Arjan Advani,,
2775,Pankaj Charan Das,,
2776,Pankaj M Shah,,
2777,Pankaj Mullick,,
2778,Pankaj Roy,,
2779,Pankaj Udhas,,
2780,Pannuru Sripathy,,
2781,Papanasam Sivan,,
2782,Paramananda Acharya,,
2783,Parameswaran Kuttapp Panikkar,,
2784,Paramsukh J. Pandya,,
2785,Parasaran Kesava Iyengar,,
2786,Parassala B. Ponnammal,,
2787,Parasu Ram Mishra,,
2788,Paresh Maity,,
2789,Paresh Rawal,,
2790,Pargat Singh,Singh was nominated for Jalandhar Cantt legislative seat as SAD nominee which he subsequently won defeating Jagbir Singh Brar  of Congress.He was suspended by SAD in July 2016.He along with Navjot Singh Sidhu and Bains brothers formed a new political front - Aawaaz-e-Punjab claiming to fight against those working against Punjab.Singh was one of the 42 INC MLAs who submitted their resignation in protest of a decision of the Supreme Court of India ruling Punjab's termination of the Sutlej-Yamuna Link (SYL) water canal unconstitutional.He has been a Congress MLA since 2017 from the Jalandhar Cantt constituency. He has been nominated again by Jalandhar Cantt for elections 2022. He is going to contest the Punjab assembly elections for the third time in a row.,"సింగ్ జలంధర్ కాంట్ శాసనసభ స్థానానికి SAD నామినీగా నామినేట్ చేయబడ్డాడు, ఆ తర్వాత ఇతను కాంగ్రెస్కు చెందిన జగ్బీర్ సింగ్ బ్రార్ను ఓడించి గెలిచాడు. జూలై 2016లో SAD అతనిని సస్పెండ్ చేసింది. ఇతను నవజ్యోత్ సింగ్ సిద్ధూ, బైన్స్ సోదరులతో కలిసి ఒక కొత్త రాజకీయ ఫ్రంట్ను ఏర్పాటు చేశాడు - ఆవాజ్-ఎ-పంజాబ్ పంజాబ్కు వ్యతిరేకంగా పనిచేస్తున్న వారిపై పోరాడతానని పేర్కొన్నాడు. సట్లెజ్-యమునా లింక్ (SYL) వాటర్ కెనాల్ను పంజాబ్ రద్దు చేయడం రాజ్యాంగ విరుద్ధమని భారత సుప్రీం కోర్టు తీర్పును నిరసిస్తూ రాజీనామా సమర్పించిన 42 మంది INC ఎమ్మెల్యేలలో సింగ్ ఒకరు. ఆయన జలంధర్ కాంట్ నియోజకవర్గం నుంచి 2017 నుంచి కాంగ్రెస్ ఎమ్మెల్యేగా ఉన్నారు. 2022 ఎన్నికలకు జలంధర్ కాంట్ ద్వారా ఆయన మళ్లీ నామినేట్ అయ్యారు. పంజాబ్ అసెంబ్లీ ఎన్నికల్లో వరుసగా మూడోసారి పోటీ చేయబోతున్నారు. "
2791,Parixitalal Lallu Bhai Majumdar,,
2792,Parkash Singh Badal,"He started his political career in 1947. He was Sarpanch of the Village Badal and later Chairman of Block Samiti, Lambi before rising into Punjab politics. He was elected to Punjab Vidhan Sabha in 1957 for the first time from the Shiromani Akali Dal political party . He was re-elected in 1969, serving as Minister for Community Development, Panchayati Raj, Animal Husbandry, Dairying and Fisheries. He was Leader of Opposition in 1972, 1980 and 2002. He has been elected in Vidhan Sabha for a total of 10 times, in 1957 and in each election since 1969, except for the February 1992 election, in which he led a boycott of state elections by the Akalis. In 1997 elections he won from Lambi Assembly Constituency and has been a consecutive winner in four terms. He was a union minister in Prime Minister Morarji Desai's government in 1977, serving as Minister of Agriculture and Irrigation.","1947లో తన రాజకీయ జీవితాన్ని ప్రారంభించారు. ఇతను పంజాబ్ రాజకీయాల్లోకి ఎదగడానికి ముందు బాదల్ గ్రామ సర్పంచ్, తరువాత బ్లాక్ సమితి చైర్మన్, లంబి. ఇతను 1957లో శిరోమణి అకాలీదళ్ రాజకీయ పార్టీ నుండి మొదటిసారిగా పంజాబ్ విధానసభకు ఎన్నికయ్యాడు. ఇతను 1969లో తిరిగి ఎన్నికయ్యారు, కమ్యూనిటీ డెవలప్మెంట్, పంచాయతీరాజ్, పశుసంవర్ధక, పాడి పరిశ్రమ, మత్స్యశాఖ మంత్రిగా పనిచేశారు. 1972, 1980, 2002లో ప్రతిపక్ష నేతగా ఉన్నారు. అకాలీలు రాష్ట్ర ఎన్నికల బహిష్కరణకు నాయకత్వం వహించిన ఫిబ్రవరి 1992 ఎన్నికల మినహా 1957లో, 1969 నుండి జరిగిన ప్రతి ఎన్నికలలో ఇతను మొత్తం 10 సార్లు విధానసభకు ఎన్నికయ్యాడు. 1997 ఎన్నికలలో ఇతను లంబి అసెంబ్లీ నియోజకవర్గం నుండి గెలుపొందాడు, నాలుగు పర్యాయాలు వరుసగా విజేతగా నిలిచాడు. ఇతను 1977లో ప్రధాన మంత్రి మొరార్జీ దేశాయ్ ప్రభుత్వంలో కేంద్ర మంత్రిగా, వ్యవసాయం, నీటిపారుదల శాఖ మంత్రిగా పనిచేశాడు. "
2793,Parmeshwari Lal Verma,,
2794,Parshuram Atmaram Gangavane,,
2795,Parshuram Mishra,,
2796,Parveen Sultana,,
2797,Parveen Talha,,
2798,Patricia Mukhim,,
2799,Paul Pothen,,
2800,Paul Ratnasamy,,
2801,Pavaguda V. Indiresan,,
2802,Pavani Parameswara Rao,,
2803,Pawan Raj Goyal,,
2804,Penaz Masani,,
2805,Penimangalore Appraya Bhatt,,
2806,Pepita Seth,,
2807,Perakath Verghese Benjamin,,
2808,Perin Captain,,
2809,Periyasaamy Thooran,,
2810,Perugu Siva Reddy,,
2811,Peruvanam Kuttan Marar,,
2812,Pessie Madan,,
2813,Peter Brook,,
2814,Phanishwar Nath Renu,,
2815,Philip Augustine,,
2816,Philipose Mar Chrysostom,,
2817,Phillips Talbot,,
2818,Phool Chand Chowdhary,,
2819,Phoolbasan Bai Yadav,,
2820,Phu Dorjee,,
2821,Phu Dorjee Sherpa,,
2822,Phul Chand,,
2823,Phulrenu Guha,,
2824,Pichu Sambamoorthi,,
2825,Pilloo Maneck Maneckiji,,
2826,Piloo Nowshir Jungalwalla,,
2827,Pisharoth Rama Pisharoty,,
2828,Pitambar Pant,,
2829,Piyong Temjen Jamir,,
2830,Piyush Pandey,,
2831,Polly Umrigar,,
2832,Ponisseril Somasundaran,,
2833,Poola Tirupati Raju,,
2834,Poornima Arvind Pakvasa,,
2835,Popatrao Baguji Pawar,,
2836,Pothan Joseph,,
2837,Prabha Atre,,
2838,Prabhakar Bhikaji Chitnis,,
2839,Prabhakar Vaidya,,
2840,Prabhashankar Oghadbhai Sompura,,
2841,Prabhashankar Ramachandra Bhatt,,
2842,Prabhat Kumar Mukhopadhyaya,,
2843,Prabhu Chawla,,
2844,Prabhu Dayal Dabriwala,,
2845,Prabhu Dayal Nigam,,
2846,Prabhu Deva,,
2847,Prabhu Lal Bhatnagar,,
2848,Prabjot Kaur,,
2849,Pradeep Chowbey,,
2850,Pradeep Kumar Banerjee,,
2851,Pradeep Kumar Dave,,
2852,Pradhan Shambu Saran,,
2853,Pradip Kumar Banerjee,,
2854,Pradip Ranjan Roy,,
2855,Prafulla Baruah,,
2856,Prafulla Desai,,
2857,Prafulla Kar,,
2858,Prafulla Kumar Jena,,
2859,Prafulla Kumar Sen,,
2860,Prahlad Chandra Tasa,,
2861,Prahlad Kumar Sethi,,
2862,Prahlad Tipanya,,
2863,Prahlada,,
2864,Prakash Amte,,
2865,Prakash Chand Surana,,
2866,Prakash Chandra,,
2867,Prakash N. Dubey,,
2868,Prakash Nanalal Kothari,,
2869,Prakash Narain Tandon,,
2870,Prakash Padukone,,
2871,Prakash Singh,,
2872,Pramathanath Bishi,,
2873,Pramod Kale,,
2874,Pramod Kumar Julka,,
2875,Pramod Tandon,,
2876,Pran,,
2877,Pran Kishore Kaul,,
2878,Pran Kumar Sharma,,
2879,Pran Nath Chhutani,,
2880,Pran Nath Luthra,,
2881,Prana Krushna Parija,,
2882,Pranab K. Sen,,
2883,Pranab Mukherjee,"Mukherjee started his political career in 1967 as a founding member of the Bangla Congress. Ahead of the 1967 election, he played a crucial role in forging the United Front alliance against the Indian National Congress. In 1969, he managed the successful Midnapore by-election campaign of an independent candidate, V. K. Krishna Menon. He became a member of the Rajya Sabha (the upper house of Indian parliament) in July 1969 on a Bangla Congress ticket. Mukherjee soon became the medium of exchanging confidential notes between Indira Gandhi and Ajoy Mukherjee. In 1972, Indira Gandhi recruited him to the Indian National Congress along with merging the Bangla Congress into the party. Mukherjee was re-elected to the house in 1975, 1981, 1993, and 1999.He became a Gandhi loyalist and was often described as her ""man for all seasons","ముఖర్జీ 1967లో బంగ్లా కాంగ్రెస్ వ్యవస్థాపక సభ్యునిగా తన రాజకీయ జీవితాన్ని ప్రారంభించారు. 1967 ఎన్నికలకు ముందు, ఇతను భారత జాతీయ కాంగ్రెస్కు వ్యతిరేకంగా యునైటెడ్ ఫ్రంట్ కూటమిని ఏర్పరచడంలో కీలక పాత్ర పోషించాడు. 1969లో, ఇతను విజయవంతమైన మిడ్నాపూర్ ఉప ఎన్నికల ప్రచారాన్ని స్వతంత్ర అభ్యర్థి వి. కె. కృష్ణ మీనన్. ఇతను జూలై 1969లో బంగ్లా కాంగ్రెస్ టిక్కెట్పై రాజ్యసభ (భారత పార్లమెంటు ఎగువ సభ) సభ్యుడు అయ్యాడు. ముఖర్జీ త్వరలోనే ఇందిరా గాంధీ, అజోయ్ ముఖర్జీ మధ్య రహస్య నోట్లను మార్పిడి చేసే మాధ్యమంగా మారింది. 1972లో, ఇందిరా గాంధీ బంగ్లా కాంగ్రెస్ను పార్టీలో విలీనం చేయడంతో పాటు భారత జాతీయ కాంగ్రెస్లో చేర్చుకున్నారు. ముఖర్జీ 1975, 1981, 1993, 1999లో తిరిగి సభకు ఎన్నికయ్యారు. ఇతను గాంధీ విధేయుడు అయ్యాడు, తరచుగా ఈమె ""అన్ని కాలాలలో మనిషిగా వర్ణించబడ్డాడు. "
2884,Pranab Rehatriranjan Dastidar,,
2885,Prasad Sawkar,,
2886,Prasanta Chandra Mahalanobis,,
2887,Prasanta Kumar Pattanaik,,
2888,Prashanti Singh,,
2889,Prasoon Joshi,,
2890,Pratap Chandra Lal,,
2891,Pratap Govindrao Pawar,,
2892,Pratap Pawar,,
2893,Pratap Singh Hardia,,
2894,Pratapaditya Pal,,
2895,Pratapri Girdhari Lal Mehta,,
2896,Pratapsinh Jadhav,,
2897,Prathap C. Reddy,,
2898,Pratibha Prahlad,,
2899,Pratibha Ray,,
2900,Pratima Barua Pandey,,
2901,Pratul Chandra Gupta,,
2902,Pratury Trirumala Rao,,
2903,Pravakara Maharana,,
2904,Praveen Chandra,,
2905,Pravin Darji,,
2906,Pravin Gordhan,,
2907,Pravin H. Parekh,,
2908,Pravinchandra Varjivan Gandhi,,
2909,Predhiman Krishan Kaw,,
2910,Predrag K. Nikic,,
2911,Prem Chand Sharma,,
2912,Prem Chandra Dhanda,,
2913,Prem Chandra Luthar,,
2914,Prem Dhawan,,
2915,Prem Kumar Kakar,,
2916,Prem Nath Dhawan,,
2917,Prem Nath Mehra,,
2918,Prem Nath Sahni,,
2919,Prem Nath Wahi,,
2920,Prem Nazir,,
2921,Prem Prakash Sahni,,
2922,Prem Shanker Goel,,
2923,Prem Watsa,,
2924,Prema Narendra Purao,,
2925,Premchand Degra,,
2926,Premendra Mitra,,
2927,Premlata Agarwal,,
2928,Premlata Puri,,
2929,Premlila Vithaldas Thackersey,,
2930,Pritam Bhartwan,,
2931,Pritam Singh,,
2932,Prithipal Singh,,
2933,Prithipal Singh Maini,,
2934,Prithvi Nath Kaula,,
2935,Prithvi Nath Khoshoo,,
2936,Prithvi Raj Singh Oberoi,,
2937,Prithvi Singh Azad,,
2938,Prithviraj Kapoor,,
2939,Prithwindra Mukherjee,,
2940,Pritish Nandy,"Pritish Nandy was elected to the Rajya Sabha, the upper house of the Indian parliament, in July 1998. He was a member of parliament for six years and was on a number of committees including the National Committee to Celebrate 50 years of Independence, the Parliamentary Committee for Defence, the Parliamentary Committee for Communications, the Parliamentary Committee for Foreign Affairs.Nandy headed the Expert Committee for upgradation of the International Film Festival of India set up by the Ministry of Information and Broadcasting and submitted its findings to the Ministry of Information & Broadcasting in 2011.","ప్రితీష్ నంది జూలై 1998లో భారత పార్లమెంటు ఎగువ సభ అయిన రాజ్యసభకు ఎన్నికయ్యారు. ఇతను ఆరు సంవత్సరాలు పార్లమెంటు సభ్యుడు, 50 సంవత్సరాల స్వాతంత్ర్య వేడుకల జాతీయ కమిటీ, రక్షణ కోసం పార్లమెంటరీ కమిటీ, కమ్యూనికేషన్స్ కోసం పార్లమెంటరీ కమిటీ, ఫారిన్ అఫైర్స్ కోసం పార్లమెంటరీ కమిటీతో సహా అనేక కమిటీలలో ఉన్నారు. సమాచార, ప్రసార మంత్రిత్వ శాఖ ఏర్పాటు చేసిన ఇంటర్నేషనల్ ఫిల్మ్ ఫెస్టివల్ ఆఫ్ ఇండియా అప్గ్రేడేషన్ కోసం నిపుణుల కమిటీకి నంది నేతృత్వం వహించారు, 2011లో సమాచార & ప్రసార మంత్రిత్వ శాఖకు దాని ఫలితాలను సమర్పించారు. "
