,Recipients,recognition,recognition Telugu
2762,Panavelil Thomas Chandi,,
2763,Panchapakesa Jayaraman,,
2764,Pancheti Koteswaram,,
2765,Pandit Jasraj,,
2766,Pandit Surinder Singh,,
2767,Pandurang Dharmaji Jadhav,,
2768,Pandurang Rajaram Ghogrey,,
2769,Pandurang Shastri Athavale,,
2770,Pandurang Vasudeo Gadgil,,
2771,Pandurang Vasudeo Sukhatme,"1950  - Elected as a Fellow of the American Statistical Association.
1982 - Bal Gangadhar Tilak Lectureship of the Indian National Science Academy.","1950 - అమెరికన్ స్టాటిస్టికల్ అసోసియేషన్ ఫెలోగా ఎన్నికయ్యారు. 1982 - ఇండియన్ నేషనల్ సైన్స్ అకాడమీ, బాల గంగాధర్ తిలక్ లెక్చర్షిప్. "
2772,Pandyala Satyanarayana Rau,,
2773,Pankaj Advani,,
2774,Pankaj Arjan Advani,,
2775,Pankaj Charan Das,,
2776,Pankaj M Shah,,
2777,Pankaj Mullick,,
2778,Pankaj Roy,,
2779,Pankaj Udhas,,
2780,Pannuru Sripathy,,
2781,Papanasam Sivan,,
2782,Paramananda Acharya,,
2783,Parameswaran Kuttapp Panikkar,,
2784,Paramsukh J. Pandya,,
2785,Parasaran Kesava Iyengar,,
2786,Parassala B. Ponnammal,"Her awards include:

Padma Shri, Government of India, New Delhi, 2017
M. G. Radhakrishnan Award, 2016
Lifetime Achievement Award, Chennai Fine Arts, Tamil Nadu, 2015
Sangeetha Prabhakara Award, 2012
S. Ganesha Sarma Award, instituted by Ganesha Sarma Educational and Charitable Society, 2009
Sangeet Natak Akademi Award, 2009
Swathi Sangeetha Puraskaram, 2009
Sree Guruvayurappan Chembai Puraskaram, 2009","ఈమె అవార్డులు: పద్మశ్రీ, భారత ప్రభుత్వం, న్యూఢిల్లీ, 2017M. జి. రాధాకృష్ణన్ అవార్డు, 2016 లైఫ్ టైమ్ అచీవ్మెంట్ అవార్డు, చెన్నై ఫైన్ ఆర్ట్స్, తమిళనాడు, 2015సంగీత ప్రభాకర అవార్డు, 2012S. గణేశ శర్మ అవార్డ్, గణేశ శర్మ ఎడ్యుకేషనల్ అండ్ ఛారిటబుల్ సొసైటీ ద్వారా స్థాపించబడింది, 2009 సంగీత నాటక అకాడమీ అవార్డు, 2009 స్వాతి సంగీత పురస్కారం, 2009శ్రీ గురువాయూరప్పన్ చెంబై పురస్కారం, 2009. "
2787,Parasu Ram Mishra,,
2788,Paresh Maity,,
2789,Paresh Rawal,,
2790,Pargat Singh,,
2791,Parixitalal Lallu Bhai Majumdar,,
2792,Parkash Singh Badal,,
2793,Parmeshwari Lal Verma,,
2794,Parshuram Atmaram Gangavane,,
2795,Parshuram Mishra,,
2796,Parveen Sultana,,
2797,Parveen Talha,,
2798,Patricia Mukhim,,
2799,Paul Pothen,,
2800,Paul Ratnasamy,,
2801,Pavaguda V. Indiresan,,
2802,Pavani Parameswara Rao,,
2803,Pawan Raj Goyal,,
2804,Penaz Masani,,
2805,Penimangalore Appraya Bhatt,,
2806,Pepita Seth,,
2807,Perakath Verghese Benjamin,,
2808,Perin Captain,,
2809,Periyasaamy Thooran,,
2810,Perugu Siva Reddy,,
2811,Peruvanam Kuttan Marar,,
2812,Pessie Madan,,
2813,Peter Brook,,
2814,Phanishwar Nath Renu,,
2815,Philip Augustine,,
2816,Philipose Mar Chrysostom,,
2817,Phillips Talbot,,
2818,Phool Chand Chowdhary,,
2819,Phoolbasan Bai Yadav,,
2820,Phu Dorjee,,
2821,Phu Dorjee Sherpa,,
2822,Phul Chand,,
2823,Phulrenu Guha,,
2824,Pichu Sambamoorthi,,
2825,Pilloo Maneck Maneckiji,,
2826,Piloo Nowshir Jungalwalla,,
2827,Pisharoth Rama Pisharoty,,
2828,Pitambar Pant,,
2829,Piyong Temjen Jamir,,
2830,Piyush Pandey,,
2831,Polly Umrigar,,
2832,Ponisseril Somasundaran,,
2833,Poola Tirupati Raju,,
2834,Poornima Arvind Pakvasa,,
2835,Popatrao Baguji Pawar,,
2836,Pothan Joseph,,
2837,Prabha Atre,,
2838,Prabhakar Bhikaji Chitnis,,
2839,Prabhakar Vaidya,,
2840,Prabhashankar Oghadbhai Sompura,,
2841,Prabhashankar Ramachandra Bhatt,,
2842,Prabhat Kumar Mukhopadhyaya,,
2843,Prabhu Chawla,,
2844,Prabhu Dayal Dabriwala,,
2845,Prabhu Dayal Nigam,,
2846,Prabhu Deva,,
2847,Prabhu Lal Bhatnagar,,
2848,Prabjot Kaur,,
2849,Pradeep Chowbey,,
2850,Pradeep Kumar Banerjee,,
2851,Pradeep Kumar Dave,,
2852,Pradhan Shambu Saran,,
2853,Pradip Kumar Banerjee,,
2854,Pradip Ranjan Roy,,
2855,Prafulla Baruah,,
2856,Prafulla Desai,,
2857,Prafulla Kar,,
2858,Prafulla Kumar Jena,,
2859,Prafulla Kumar Sen,,
2860,Prahlad Chandra Tasa,,
2861,Prahlad Kumar Sethi,,
2862,Prahlad Tipanya,,
2863,Prahlada,,
2864,Prakash Amte,,
2865,Prakash Chand Surana,,
2866,Prakash Chandra,,
2867,Prakash N. Dubey,,
2868,Prakash Nanalal Kothari,,
2869,Prakash Narain Tandon,,
2870,Prakash Padukone,,
2871,Prakash Singh,,
2872,Pramathanath Bishi,,
2873,Pramod Kale,,
2874,Pramod Kumar Julka,,
2875,Pramod Tandon,,
2876,Pran,,
2877,Pran Kishore Kaul,,
2878,Pran Kumar Sharma,,
2879,Pran Nath Chhutani,,
2880,Pran Nath Luthra,,
2881,Prana Krushna Parija,,
2882,Pranab K. Sen,,
2883,Pranab Mukherjee,,
2884,Pranab Rehatriranjan Dastidar,,
2885,Prasad Sawkar,,
2886,Prasanta Chandra Mahalanobis,,
2887,Prasanta Kumar Pattanaik,,
2888,Prashanti Singh,,
2889,Prasoon Joshi,,
2890,Pratap Chandra Lal,,
2891,Pratap Govindrao Pawar,,
2892,Pratap Pawar,,
2893,Pratap Singh Hardia,,
2894,Pratapaditya Pal,,
2895,Pratapri Girdhari Lal Mehta,,
2896,Pratapsinh Jadhav,,
2897,Prathap C. Reddy,,
2898,Pratibha Prahlad,,
2899,Pratibha Ray,,
2900,Pratima Barua Pandey,,
2901,Pratul Chandra Gupta,,
2902,Pratury Trirumala Rao,,
2903,Pravakara Maharana,,
2904,Praveen Chandra,,
2905,Pravin Darji,,
2906,Pravin Gordhan,,
2907,Pravin H. Parekh,,
2908,Pravinchandra Varjivan Gandhi,,
2909,Predhiman Krishan Kaw,,
2910,Predrag K. Nikic,,
2911,Prem Chand Sharma,,
2912,Prem Chandra Dhanda,,
2913,Prem Chandra Luthar,,
2914,Prem Dhawan,,
2915,Prem Kumar Kakar,,
2916,Prem Nath Dhawan,,
2917,Prem Nath Mehra,,
2918,Prem Nath Sahni,,
2919,Prem Nath Wahi,,
2920,Prem Nazir,,
2921,Prem Prakash Sahni,,
2922,Prem Shanker Goel,,
2923,Prem Watsa,,
2924,Prema Narendra Purao,,
2925,Premchand Degra,,
2926,Premendra Mitra,,
2927,Premlata Agarwal,,
2928,Premlata Puri,,
2929,Premlila Vithaldas Thackersey,,
2930,Pritam Bhartwan,,
2931,Pritam Singh,,
2932,Prithipal Singh,,
2933,Prithipal Singh Maini,,
2934,Prithvi Nath Kaula,,
2935,Prithvi Nath Khoshoo,,
2936,Prithvi Raj Singh Oberoi,,
2937,Prithvi Singh Azad,,
2938,Prithviraj Kapoor,,
2939,Prithwindra Mukherjee,,
2940,Pritish Nandy,,
2941,Priya Paul,,
2942,Priya Ranjan Sen,,
2943,Priyadarshan,,
2944,Priyambada Mohanty Hejmadi,,
2945,Priyanka Chopra,,
2946,Pu Lalbiakthanga Pachuau,,
2947,Pucadyil Ittoop John,,
2948,Pukhraj Bafna,,
2949,Puliyur Krishnaswamy Duraiswami,,
2950,Pullela Gopichand,,
2951,Pullella Srirama Chandrudu,,
2952,Punam Suri,,
2953,Punamalai Ekambaranathan,,
2954,Punaram Nishad,,
2955,Pupul Jayakar,,
2956,Puran Chand Wadali,,
2957,Puran Lal Batra,,
2958,Purna Das Baul,,
2959,Purshotam Lal,,
2960,Purshottam Das,,
2961,Purshottam Das Jalota,,
2962,Purshottam Lal Wahi,,
2963,Purshottam Pandurang Gokhale,,
2964,Purushottam Dadheech,,
2965,Purushottam Kashinath Kelkar,,
2966,Purushottam Laxman Deshpande,,
2967,Purushottam Upadhyay,,
2968,Purushottama Lal,,
2969,Pushkar Bhan,,
2970,Pushpa Bhuyan,,
2971,Pushpa Hans,,
2972,Pushpa Mittra Bhargava,,
2973,Pushpalata Das,,
2974,Pushpavati Janardenrai Mehta,,
2975,Pushpesh Pant,,
2976,Puthenpurayil Mathew Joseph,,
2977,Puttaparthi Narayanacharyulu,,
2978,Puttaraj Gawai,,
2979,Qadri Ragi Aziz Ahmed Khan Warsi,,
2980,Qazi Abdul Sattar,,
2981,Quazi Sazzad Ali Zahir,,
2982,Queenie H. C. Captain,,
2983,Queenie Rynjah,,
2984,Qurratulain Hyder,,
2985,R Sathyanarayana,,
2986,R. Basappagowda Patil,,
2987,R. C. Mehta,,
2988,R. D. Pradhan,,
2989,R. Ganapati,,
2990,R. K. Krishna Kumar,,
2991,R. K. Laxman,,
2992,R. K. Lelhluna,,
2993,R. K. Narayan,,
2994,R. K. Srikantan,,
2995,R. Marthanda Varma,,
2996,R. N. Malhotra,,
2997,R. N. Tharanathan and R. N. Thyagarajan,,
2998,R. Nagarathnamma,,
2999,R. Nagendra Rao,,
3000,R. R. Handa,,
3001,R. Ranchandra Vishwanath Wardekar,,
3002,R. S. Narayan Singh Deo,,
3003,R. S. Subbalakshmi,,
3004,R. Sivaraman,,
3005,R. V. Pandit,,
3006,R. V. Ramani,,
3007,R. V. Ramaswamy,,
3008,R. Vasudevan,,
3009,Raasacha Swami Ram Swaroop Sharma,,
3010,Rabi Narayan Bastia,,
3011,Rabinder Gokaldas Ahuja,,
3012,Rabindra Narain Singh,,
3013,Rabindra Nath Chaudhuri,,
3014,Rabindra Nath Upadhyay,,
3015,Rachel Thomas,,
3016,Radha Krishan Gupta,,
3017,Radha Kumud Mukherjee,,
3018,Radha Mohan Gadanayak,,
3019,Radhabinod Pal,,
3020,Radhakamal Mukerjee,,
3021,Radhamohan,,
3022,Radhanath Rath,,
3023,Radhe Shyam Barle,,
3024,Radhika Herzberger,,
3025,Rafael Iruzubieta Fernandez,,
3026,Rafiuddin Ahmed,,
3027,Raghavan Thirumulpad,,
3028,Raghu Rai,,
3029,Raghu Raj,,
3030,Raghu Ram Pillarisetti,,
3031,Raghubhai Morarji Nayak,,
3032,Raghubir Singh (equestrian),,
3033,Raghubir Singh (photographer),,
3034,Raghunath Anant Mashelkar,,
3035,Raghunath Krishna Phadke,,
3036,Raghunath Mohapatra,,
3037,Raghunath Panigrahi,,
3038,Raghunath Saran,,
3039,Raghunath Sharma,,
3040,Raghunath Singh Gahlot,,
3041,Raghupati Sahay,,
3042,Raghuvir Sharan Mitra,,
3043,Rahibai Soma Popere,,
3044,Rahim Fahimuddin Dagar,,
3045,Rahim-ud-in Khan Dagar,,
3046,Rahul Bajaj,,
3047,Rahul Dravid,,
3048,Rahul Jain,,
3049,Rahul Sankrityayan,,
3050,Rai Krishnadas,,
3051,Rai Krishnadasa,,
3052,Rais Ahmed,,
3053,Raj Baveja,,
3054,Raj Begum,,
3055,Raj Bisaria,,
3056,Raj Bothra,,
3057,Raj Kapoor,,
3058,Raj Kumar Khanna,,
3059,Raj Raj Kumar Khanna,,
3060,Raj Reddy,,
3061,Raj Vir Singh Yadav,,
3062,Raja Chelliah,,
3063,Raja Radhika Raman Sinha,,
3064,Raja Ramanna,,
3065,Raja Rao,,
3066,Raja and Radha Reddy,,
3067,Rajagopala Chidambaram,,
3068,Rajagopalan Krishnan,,
3069,Rajagopalan Vasudevan,,
3070,Rajalakshmi Parthasarathy,,
3071,Rajam Ramaswamy,,
3072,Rajammal P. Devadas,,
3073,Rajan Devadas,,
3074,Rajan Misra,,
3075,Rajan Saxena,,
3076,Rajani Kant,,
3077,Rajanikant Arole,,
3078,Rajaram Shastri,,
3079,Rajashree Birla,,
3080,Rajat Kumar Kar,,
3081,Rajat Sharma,,
3082,Rajdeep Sardesai,,
3083,Rajeev Sethi,,
3084,Rajeev Taranath,,
3085,Rajendra Achyut Badwe,,
3086,Rajendra K. Pachauri,,
3087,Rajendra Kumar,,
3088,Rajendra Kumar Saboo,,
3089,Rajendra Singh Paroda,,
3090,Rajendra Singh Pawar,,
3091,Rajendra Tansukh Vyas,,
3092,Rajendra Tikku,,
3093,Rajendra Vir Singh,,
3094,Rajesh Khanna,,
3095,Rajesh Kotecha,,
3096,Rajesh Kumar Grover,,
3097,Rajesh Saraiya,,
3098,Rajeshwar Acharya,,
3099,Rajeshwar Dayal,,
3100,Rajeshwar Nath Zutshi,,
3101,Rajeshwar Shastri Dravid,,
3102,Rajinder Gupta,,
3103,Rajinder Kumar,,
3104,Rajinder Singh Bedi,,
3105,Rajinikanth,,
3106,Rajkavi Inderjeet Singh Tulsi,,
3107,Rajkumar,,
3108,Rajkumar Achouba Singh,,
3109,Rajkumar Jhalajit Singh,,
3110,Rajkumar Singhajit Singh,,
3111,Rajkumar Sumitra Devi,,
3112,Rajkumari Devi,,
3113,Rajmohini Devi,,
3114,Rajni Bector,,
3115,Rajni Kumar,,
3116,Rajnikant Shroff,,
3117,Rajpal Singh Sirohi,,
3118,Rajshekhar Basu,,
3119,Rajshree Pathy,,
3120,Rajyavardhan Singh Rathore,,
3121,Rakesh Bakshi,,
3122,Rakesh Kumar Jain,,
3123,Rakhaldas Sengupta,,
3124,Rakhee Gulzar,,
3125,Ralengnao Khathing,,
3126,Ralte L. Thanmawia,,
3127,Ralte Vanlawma,,
3128,Ram Badan Singh,,
3129,Ram Bahadur Rai,,
3130,Ram Chandra Varma,,
3131,Ram Chatur Mallick,,
3132,Ram Dayal Munda,,
3133,Ram Ganpati,,
3134,Ram Gopal Bajaj,,
3135,Ram Gopal Vijayvargiya,,
3136,Ram Harsh Singh,,
3137,Ram Kinkar Upadhyay,,
3138,Ram Kishore Chhipa,,
3139,Ram Krishan,,
3140,Ram Krishna Trivedi,,
3141,Ram Kumar (artist),,
3142,Ram Kumar Caroli,,
3143,Ram Lal Mehta,,
3144,Ram Lal Rajgarhia,,
3145,Ram Mohan,,
3146,Ram Narain Agarwal,,
3147,Ram Narain Bagley,,
3148,Ram Narain Nagu,,
3149,Ram Narayan,,
3150,Ram Narayan Chakravarti,,
3151,Ram Nath Shastri,,
3152,Ram Prakash Bambah,,
3153,Ram Prakash Gehlote,,
3154,Ram Prasad Choudhary Jaiswal,,
3155,Ram Punjwani,,
3156,Ram Saran Verma,,
3157,Ram Sarup Lugani,,
3158,Ram Shankar Tripathi,,
3159,Ram Singh,,
3160,Ram V. Sutar,,
3161,Ram Vilas Paswan,,
3162,Ram Yatna Shukla,,
3163,Rama Kant Shukla,,
3164,Ramachandra Datatraya Lele,,
3165,Ramachandra Guha,,
3166,Ramachandran Balasubramanian,,
3167,Ramachandran Nagaswamy,,
3168,Ramadas P. Shenoy,,
3169,Ramakant Achrekar,,
3170,Ramakant Gundecha,,
3171,Ramakant Krishnaji Deshpande,,
3172,Ramakant Maheshwar Muzumdar,,
3173,Ramakanta Panda,"In January 2010, Ramakanta Panda was awarded the Padma Bhushan, the third highest civilian award in India by Pratibha Patil, the President of India. Dr. Panda has also been conferred with Degree of Doctorate in Science (Honorius Causa) from Utkal University, Orissa and Utkal Ratna by the Oriya Sahitya Samaj.
The Central Board of Taxes, Government of India, has awarded him the prestigious Rashtriya Samman Patra twice, for being one of the highest taxpayers in India.
He was nominated to the AIIMS governing body.","జనవరి 2010లో, రమాకాంత పాండా భారత రాష్ట్రపతి ప్రతిభా పాటిల్ చేత భారతదేశంలో మూడవ అత్యున్నత పౌర పురస్కారమైన పద్మభూషణ్ను అందుకున్నారు. డా. పాండా ఒరిస్సాలోని ఉత్కల్ విశ్వవిద్యాలయం నుండి సైన్స్లో డాక్టరేట్ డిగ్రీ (హానోరియస్ కాసా), ఒరియా సాహిత్య సమాజ్ ద్వారా ఉత్కల్ రత్నతో సత్కరించారు. సెంట్రల్ బోర్డ్ ఆఫ్ టాక్సెస్, భారత ప్రభుత్వం, భారతదేశంలో అత్యధిక పన్ను చెల్లింపుదారులలో ఒకరైనందుకు ప్రతిష్టాత్మకమైన రాష్ట్రీయ సమ్మాన్ పత్రాన్ని రెండుసార్లు ప్రదానం చేసింది. ఇతను ఎయిమ్స్ పాలకమండలికి నామినేట్ అయ్యాడు. "
