,Recipients,honours,honours Telugu
3055,Raj Bisaria,"Sangeet Natak Akademi, Uttar Pradesh Award, for Direction - 1988. He declined the award.
Padma Shree - 1990, for contribution to Modern Indian Theatre, by the Government of India the first theatre person from Uttar Pradesh to be so honoured.
Yash Bharti - 1994 - Lifetime achievement award 1994 by the Government of Uttar Pradesh.
U.P. Ratna - 1996 - by All India Conference of Intellectuals for Theatre Direction and Contribution to Media.
Distinguished Service Honour - NGO Helpage India - 1997.
Fun-Vibhushan, NGO, Bhartiya Funkar Society, U.P","సంగీత నాటక అకాడమీ, ఉత్తర ప్రదేశ్ అవార్డు, దర్శకత్వం కోసం - 1988. ఇతను అవార్డును తిరస్కరించాడు. పద్మశ్రీ - 1990, ఆధునిక భారతీయ రంగస్థలానికి చేసిన కృషికి, భారత ప్రభుత్వం ద్వారా ఉత్తరప్రదేశ్ నుండి గౌరవించబడిన మొదటి థియేటర్ వ్యక్తి. యశ్ భారతి - 1994 - జీవితకాల సాఫల్య పురస్కారం 1994 ఉత్తరప్రదేశ్ ప్రభుత్వంచే. యు. పి. రత్న - 1996 - థియేటర్ డైరెక్షన్, మీడియాకు సహకారం కోసం ఆల్ ఇండియా కాన్ఫరెన్స్ ఆఫ్ మేధావులచే. విశిష్ట సేవా గౌరవం - NGO హెల్పేజ్ ఇండియా - 1997. ఫన్-విభూషణ్, NGO, భారతీయ ఫంకర్ సొసైటీ, యు. పి. "
3056,Raj Bothra,,
3057,Raj Kapoor,,
3058,Raj Kumar Khanna,,
3059,Raj Raj Kumar Khanna,,
3060,Raj Reddy,,
3061,Raj Vir Singh Yadav,,
3062,Raja Chelliah,,
3063,Raja Radhika Raman Sinha,,
3064,Raja Ramanna,,
3065,Raja Rao,,
3066,Raja and Radha Reddy,,
3067,Rajagopala Chidambaram,,
3068,Rajagopalan Krishnan,,
3069,Rajagopalan Vasudevan,,
3070,Rajalakshmi Parthasarathy,,
3071,Rajam Ramaswamy,,
3072,Rajammal P. Devadas,,
3073,Rajan Devadas,,
3074,Rajan Misra,,
3075,Rajan Saxena,,
3076,Rajani Kant,,
3077,Rajanikant Arole,,
3078,Rajaram Shastri,,
3079,Rajashree Birla,,
3080,Rajat Kumar Kar,,
3081,Rajat Sharma,,
3082,Rajdeep Sardesai,,
3083,Rajeev Sethi,,
3084,Rajeev Taranath,,
3085,Rajendra Achyut Badwe,,
3086,Rajendra K. Pachauri,,
3087,Rajendra Kumar,,
3088,Rajendra Kumar Saboo,,
3089,Rajendra Singh Paroda,,
3090,Rajendra Singh Pawar,,
3091,Rajendra Tansukh Vyas,,
3092,Rajendra Tikku,,
3093,Rajendra Vir Singh,,
3094,Rajesh Khanna,,
3095,Rajesh Kotecha,,
3096,Rajesh Kumar Grover,,
3097,Rajesh Saraiya,,
3098,Rajeshwar Acharya,,
3099,Rajeshwar Dayal,,
3100,Rajeshwar Nath Zutshi,,
3101,Rajeshwar Shastri Dravid,,
3102,Rajinder Gupta,,
3103,Rajinder Kumar,,
3104,Rajinder Singh Bedi,,
3105,Rajinikanth,,
3106,Rajkavi Inderjeet Singh Tulsi,,
3107,Rajkumar,,
3108,Rajkumar Achouba Singh,,
3109,Rajkumar Jhalajit Singh,,
3110,Rajkumar Singhajit Singh,,
3111,Rajkumar Sumitra Devi,,
3112,Rajkumari Devi,,
3113,Rajmohini Devi,,
3114,Rajni Bector,,
3115,Rajni Kumar,,
3116,Rajnikant Shroff,,
3117,Rajpal Singh Sirohi,,
3118,Rajshekhar Basu,,
3119,Rajshree Pathy,,
3120,Rajyavardhan Singh Rathore,,
3121,Rakesh Bakshi,,
3122,Rakesh Kumar Jain,,
3123,Rakhaldas Sengupta,,
3124,Rakhee Gulzar,,
3125,Ralengnao Khathing,,
3126,Ralte L. Thanmawia,,
3127,Ralte Vanlawma,,
3128,Ram Badan Singh,,
3129,Ram Bahadur Rai,,
3130,Ram Chandra Varma,,
3131,Ram Chatur Mallick,,
3132,Ram Dayal Munda,,
3133,Ram Ganpati,,
3134,Ram Gopal Bajaj,,
3135,Ram Gopal Vijayvargiya,,
3136,Ram Harsh Singh,,
3137,Ram Kinkar Upadhyay,,
3138,Ram Kishore Chhipa,,
3139,Ram Krishan,,
3140,Ram Krishna Trivedi,,
3141,Ram Kumar (artist),,
3142,Ram Kumar Caroli,,
3143,Ram Lal Mehta,,
3144,Ram Lal Rajgarhia,,
3145,Ram Mohan,,
3146,Ram Narain Agarwal,,
3147,Ram Narain Bagley,,
3148,Ram Narain Nagu,,
3149,Ram Narayan,,
3150,Ram Narayan Chakravarti,,
3151,Ram Nath Shastri,,
3152,Ram Prakash Bambah,,
3153,Ram Prakash Gehlote,,
3154,Ram Prasad Choudhary Jaiswal,,
3155,Ram Punjwani,,
3156,Ram Saran Verma,,
3157,Ram Sarup Lugani,,
3158,Ram Shankar Tripathi,,
3159,Ram Singh,,
3160,Ram V. Sutar,,
3161,Ram Vilas Paswan,,
3162,Ram Yatna Shukla,,
3163,Rama Kant Shukla,,
3164,Ramachandra Datatraya Lele,,
3165,Ramachandra Guha,,
3166,Ramachandran Balasubramanian,,
3167,Ramachandran Nagaswamy,,
3168,Ramadas P. Shenoy,,
3169,Ramakant Achrekar,,
3170,Ramakant Gundecha,,
3171,Ramakant Krishnaji Deshpande,,
3172,Ramakant Maheshwar Muzumdar,,
3173,Ramakanta Panda,,
3174,Ramakanta Rath,,
3175,Ramakrishna Ananthakrishnan,,
3176,Ramakrishna V. Hosur,,
3177,Ramamoorthi Belagaje,,
3178,Ramamurthi Badrinath,,
3179,Ramamurthy Thyagarajan,,
3180,Raman Gangakhedkar,,
3181,Raman Kapur,,
3182,Raman Madhavan Nair,,
3183,Raman Viswanathan,,
3184,Ramanand Sagar,,
3185,Ramanarayan Upadhyaya,,
3186,Ramanath Cowsik,,
3187,Ramanath Iyer Mathrubbotham,,
3188,Ramanatha Venkata Ramani,,
3189,Ramanathan Krishnan,,
3190,Ramanathapuram C. S. Murugabhoopathy,,
3191,Ramankutty Nair,,
3192,Ramanlal Gokaldas Saraiya,,
3193,Ramanujam Varatharaja Perumal,,
3194,Ramaranjan Mukherji,,
3195,Ramaswami Venkataswami,,
3196,Ramaswamy Duraiswamy Ayyar,,
3197,Ramaswamy Iyer,,
3198,Ramaswamy M. Vasagam,,
3199,Ramaswamy Rajaram,,
3200,Rambhadracharya,,
3201,Ramchand Kishindas Menda,,
3202,Ramchandra Manjhi,,
3203,Ramchandra Narayan Dandekar,,
3204,Ramdas Pai,,
3205,Ramdhari Singh Dinkar,,
3206,Ramesh Babaji Maharaj,,
3207,Ramesh Chandra Bhaskar Sule,,
3208,Ramesh Chandra Shah,,
3209,Ramesh Gelli,,
3210,Ramesh Inder Singh,,
3211,Ramesh Krishnan,,
3212,Ramesh Kumar (nephrologist),,
3213,Ramesh Nigam,,
3214,Ramesh Sippy,,
3215,Ramesh Tribhuvandas Doshi,,
3216,Rameshwar Nath Koul Bamezai,,
3217,Rameshwar Singh Kashyap,,
3218,Rameshwari Nehru,,
3219,Rameshwarlal Kabra,,
3220,Ramjee Singh,,
3221,Ramji Vasant Khanolkar,,
3222,Ramkinkar Baij,,
3223,Ramkumar Verma,,
3224,Ramli Bin Ibrahim,,
3225,Ramniklal K. Gandhi,,
3226,Ramoji Rao,,
3227,Ramprasad Ramchand Khandelwal,,
3228,Ramrao Deshmukh,,
3229,Ramsing Fakiraji Bhanawat,,
3230,Rana Krishnadev Narain Singh,,
3231,Rana Moti Singh,,
3232,Ranbir Chander Sobti,,
3233,Ranbir Singh Bisht,,
3234,Randeep Guleria,,
3235,Randhir Sud,,
3236,Ranganathan Parthasarathy,,
3237,Rangasami Lakshminarayana Kashyap,,
3238,Rangaswamy Narasimhan,,
3239,Rani Gaidinliu,,
3240,Rani Karnaa,,
3241,Rani Rampal,,
3242,Ranjan Roy Daniel,,
3243,Ranjana Gauhar,,
3244,Ranjit Bhargava,,
3245,Ranjit Ramachandra Rao Desai,,
3246,Ranjit Roy Chaudhury,,
3247,Ranjit Singh Sarkaria,,
3248,Rao Raja Hanut Singh,"Delhi Durbar silver medal – 1911
1914 Star
British War Medal – 1918
Victory Medal – 1918
India General Service Medal (1909) – 1919
Jodhpur Great War Service Medal – 1919
King George V Silver Jubilee Medal – 1935
Title of Rao Bahadur – 1937
King George VI Coronation Medal – 1937
Jodhpur Victory Medal – 1945
Indian Independence Medal – 1947
Padma Bhushan – 1958
Arjuna Award – 1964",ఢిల్లీ దర్బార్ రజత పతకం – 19111914 స్టార్బ్రిటీష్ యుద్ధ పతకం – 1918విక్టరీ మెడల్ – 1918ఇండియా జనరల్ సర్వీస్ మెడల్ (1909) – 1919జోధ్పూర్ గ్రేట్ వార్ సర్వీస్ మెడల్ – 1919కింగ్ జార్జ్ V సిల్వర్ జూబ్లీ మెడల్ – 1935వ సంవత్సరం జార్జ్ 3వ సంవత్సరం 1935లో జార్జ్ 3వ సంవత్సరం 1935వ సంవత్సరం 1935లో 1935వ సంవత్సరం 1935వ సంవత్సరంలో 11వ తేదీ 1వ తేదీ స్వాతంత్ర్య పతకం – 1947 పద్మ భూషణ్ – 1958 అర్జున అవార్డు – 1964. 
3249,Rasheed Ahmad Siddiqui,,
3250,Rashid Khan,,
3251,Ratan Lal Joshi,,
3252,Ratan Shankar Mishra,,
3253,Ratan Shastri,,
3254,Ratan Tata,,
3255,Ratan Thiyam,,
3256,Rathin Datta,,
3257,Ratna Fabri,,
3258,Ratnappa Kumbhar,,
3259,Ratnasundarsuri,,
3260,Rattan Lal,,
3261,Ravi Chaturvedi,,
3262,Ravi Grover,,
3263,Ravi Kannan R,,
3264,Ravi Kant,,
3265,Ravi Kumar Narra,,
3266,Ravi Narayana Reddy,,
3267,Ravi Shankar,,
3268,Ravi Shankar Sharma,,
3269,Ravinder Kumar Bali,,
3270,Ravindra Chandra Bhargava,,
3271,Ravindra Dayal,,
3272,Ravindra Jain,,
3273,Ravindra Kelekar,,
3274,Ravindra Kumar,,
3275,Ravindra Kumar Sinha,,
3276,Ravindra Nagar,,
3277,Ravindra Nath Shrivastava,,
3278,Ravindra Santram Dharkar,,
3279,Ravindra Singh Bisht,,
3280,Ravindra and Smita Kolhe,,
3281,Ravishankar Raval,,
3282,Rear Francis Leslie Fraser,,
3283,Reema Nanavati,,
3284,Reeta Devi,,
3285,Rehana Khatoon,,
3286,Rehman Rahi,,
3287,Rehmath Beegum Sailaniyoda,,
3288,Rekandar Nageswara Rao,,
3289,Rekha,,
3290,Relangi,,
3291,Remo Fernandes,,
3292,Renana Jhabvala,,
3293,Renuka Ray,,
3294,Resul Pookutty,,
3295,Reuben David,,
3296,Rev Joel K. Lakra,,
3297,Rewben Mashangva,,
3298,Richard Attenborough,"In the 1967 Birthday Honours, he was appointed a Commander of the Order of the British Empire (CBE). He was made a Knight Bachelor in the 1976 New Year Honours, having the honour conferred on 10 February 1976 and on 30 July 1993 he was created a life peer as Baron Attenborough, of Richmond upon Thames in the London Borough of Richmond upon Thames.Although the appointment by John Major was 'non-political' (it was granted for services to the cinema) and he could have been a crossbencher, Attenborough chose to take the Labour whip and so sat on the Labour benches. In 1992 he had been offered a peerage by Neil Kinnock, then leader of the Labour Party, but refused it as he felt unable to commit himself to the time necessary ""to do what was required of him in the Upper Chamber, as he always put film-making first"".Attenborough was the subject of This Is Your Life in December 1962 when he was surprised by Eamonn Andrews at the Savoy Hotel, during a dinner held to commemorate the 10th anniversary of the Agatha Christie play The Mousetrap, in which he had been an original cast member.In 1983, Attenborough was awarded the Padma Bhushan, India's third highest civilian award, and the Martin Luther King Jr. Nonviolence Peace Prize by the Martin Luther King Jr. Center for Nonviolent Social Change. He was also awarded France’s most distinguished award, the Legion d’Honneur and the Order of the Companions of O.R","1967 బర్త్డే ఆనర్స్లో, ఇతను ఆర్డర్ ఆఫ్ ది బ్రిటిష్ ఎంపైర్ (CBE) కమాండర్గా నియమించబడ్డాడు. ఇతను 1976 న్యూ ఇయర్ ఆనర్స్లో నైట్ బ్యాచిలర్గా నిలిచాడు, 10 ఫిబ్రవరి 1976న గౌరవించబడ్డాడు, 30 జూలై 1993న లండన్ బరో ఆఫ్ రిచ్మండ్ అపాన్ థేమ్స్లోని రిచ్మండ్ అపాన్ థేమ్స్కు చెందిన బారన్ అటెన్బరోగా లైఫ్ పీర్గా సృష్టించబడ్డాడు. జాన్ మేజర్ నియామకం 'రాజకీయ రహితమైనది' (ఇది సినిమా సేవల కోసం మంజూరు చేయబడింది), ఇతను క్రాస్ బెంచర్ అయినప్పటికీ, అటెన్బరో లేబర్ విప్ని ఎంచుకుని లేబర్ బెంచీలపై కూర్చున్నాడు. 1992లో అప్పటి లేబర్ పార్టీ నాయకుడైన నీల్ కిన్నోక్ అతనికి పీరేజీని అందించాడు, కానీ ఇతను ఎప్పుడూ చెప్పినట్లుగా, ""అప్పర్ ఛాంబర్లో అతనికి కావలసినది చేయడానికి అవసరమైన సమయానికి తనను తాను కట్టుబడి ఉండలేనందున దానిని తిరస్కరించాడు. మొదట సినిమా నిర్మాణం"". డిసెంబరు 1962లో అటెన్బరో దిస్ ఈజ్ యువర్ లైఫ్కి సంబంధించిన అంశం, ఇతను అసలైన తారాగణం సభ్యుడిగా ఉన్న అగాథా క్రిస్టీ నాటకం ది మౌస్ట్రాప్, 10వ వార్షికోత్సవాన్ని పురస్కరించుకుని సావోయ్ హోటల్లో ఎమోన్ ఆండ్రూస్ని ఆశ్చర్యపరిచాడు. 1983లో, అటెన్బరో భారతదేశం, మూడవ అత్యున్నత పౌర పురస్కారమైన పద్మభూషణ్, మార్టిన్ లూథర్ కింగ్ జూనియర్ను అందుకున్నారు. మార్టిన్ లూథర్ కింగ్ జూనియర్ చేత అహింస శాంతి బహుమతి. అహింసాత్మక సామాజిక మార్పు కేంద్రం. ఇతను ఫ్రాన్స్, అత్యంత విశిష్టమైన అవార్డు, లెజియన్ డి'హోన్నూర్, ఆర్డర్ ఆఫ్ ది కంపానియన్స్ ఆఫ్ O కూడా పొందాడు. ఆర్. "
3299,Rita Ganguly,,
3300,Ritu Kumar,,
3301,Ritu Menon,,
3302,Ritwik Ghatak,,
3303,Riyaz Punjabi,,
3304,Robert Blackwill,,
3305,Robert Brocklesby Davis,,
3306,Robert Thurman,,
3307,Robin Banerjee,,
3308,Roddam Narasimha,"Narasimha was an honorary member of the American Academy of Arts and Sciences, and a Fellow of the Royal Society of London, and also of the American Institute of Aeronautics and Astronautics. He was a distinguished alumnus of Caltech and the IISc. He was also a foreign associate of the National Academy of Engineering and the National Academy of Sciences in the United States.Some of his honours and awards include:

1975 – SS Bhatnagar Prize
1987 – Padma Bhushan, India's third highest civilian award.
1990 – Gujarmal Modi Award
1998 – S. Ramanujan Medal, Indian Science Congress
2000 – Fluid dynamics Award, American Institute of Aeronautics and Astronautics
2008 – Trieste Science Prize, The World Academy of Sciences
2009 – Lifetime Achievement Award, Science and Technology Congress, Gulbarga University
2013 – Padma Vibhushan, India's second highest civilian award
2019 – Lifetime Achievement Award for Mentoring in Science, Nature MagazineHe was the author of more than 200 research publications and fifteen books.","నరసింహ అమెరికన్ అకాడమీ ఆఫ్ ఆర్ట్స్ అండ్ సైన్సెస్లో గౌరవ సభ్యుడు, రాయల్ సొసైటీ ఆఫ్ లండన్, అమెరికన్ ఇన్స్టిట్యూట్ ఆఫ్ ఏరోనాటిక్స్ అండ్ ఆస్ట్రోనాటిక్స్లో కూడా సభ్యుడు. ఇతను కాల్టెక్, IISc, విశిష్ట పూర్వ విద్యార్థి. ఇతను యునైటెడ్ స్టేట్స్లోని నేషనల్ అకాడమీ ఆఫ్ ఇంజనీరింగ్, నేషనల్ అకాడమీ ఆఫ్ సైన్సెస్కు విదేశీ సహచరుడు కూడా. అతని గౌరవాలు, అవార్డులలో కొన్ని: 1975 – SS భట్నాగర్ బహుమతి 1987 – పద్మ భూషణ్, భారతదేశం, మూడవ అత్యున్నత పౌర పురస్కారం. 1990 – గుజర్మల్ మోదీ అవార్డు1998 – ఎస్. రామానుజన్ మెడల్, ఇండియన్ సైన్స్ కాంగ్రెస్2000 – ఫ్లూయిడ్ డైనమిక్స్ అవార్డ్, అమెరికన్ ఇన్స్టిట్యూట్ ఆఫ్ ఏరోనాటిక్స్ అండ్ ఆస్ట్రోనాటిక్స్2008 – ట్రీస్టే సైన్స్ ప్రైజ్, ది వరల్డ్ అకాడమీ ఆఫ్ సైన్సెస్2009 – లైఫ్ టైమ్ అచీవ్మెంట్ అవార్డు, సైన్స్ అండ్ టెక్నాలజీ కాంగ్రెస్, గుల్బర్గా యూనివర్సిటీ2013 – ఇండియా లైఫ్టైమ్ రెండవ అత్యున్నత పౌర పురస్కారం2010 సైన్స్లో మార్గదర్శకత్వం కోసం అచీవ్మెంట్ అవార్డు, నేచర్ మ్యాగజైన్ ఇతను 200 కంటే ఎక్కువ పరిశోధనా ప్రచురణలు, పదిహేను పుస్తకాల రచయిత. "
3309,Rohini Godbole,,
3310,Roman Sarmah,,
3311,Romesh Wadhwani,Wadhwani was awarded an honorary doctorate by the IIT Bombay in August 2018.,వాధ్వానీకి ఆగస్టు 2018లో ఐఐటీ బాంబే గౌరవ డాక్టరేట్ ప్రదానం చేసింది. 
3312,Romuald D'Souza,,
3313,Romulus Whitaker,,
3314,Ronald Carlton Vivian Piadade Noronha,,
3315,Ronen Sen,,
3316,Rongbong Terang,,
3317,Roshan Kumari,,
3318,Roshan Lal Anand,,
3319,Roshan Phooken,,
3320,Rostislav Rybakov,,
3321,Rudraradhya Muddu Basavaradhya,,
3322,Rukmini Baburao Pawar,,
3323,Rukmini Devi Arundale,,
3324,Runa Banerjee,,
3325,Ruskin Bond,,
3326,Russi Mody,,
3327,Rustom Jal Vakil,,
3328,Rustom Phiroze Soonawala,,
3329,Rustomji Bomanji Billimoria,,
3330,Rustomji Marwanji Alpaiwala,,
3331,S. B. Mujumdar,,
3332,S. C. Jamir,,
3333,S. C. Manchanda,,
3334,S. C. Munshi,,
3335,S. D. Burman,,
3336,S. Dhakshinamurthy Pillai,,
3337,S. G. Mahalingayyar Subramaniam,,
3338,S. G. Thakur Singh,,
3339,S. H. Raza,,
3340,S. I. Padmavati,,
3341,S. Jaishankar,,
3342,S. K. M. Maeilanandhan,,
3343,S. K. Misra,,
3344,S. K. Sama,,
3345,S. K. Shivkumar,,
3346,S. K. Sikka,,
3347,S. Krishnaswamy,,
3348,S. L. Bhyrappa,,
3349,S. M. Ganapathy,,
3350,S. N. Goenka,,
3351,S. N. Swamy,,
3352,S. Narasimhan,,
3353,S. P. Balasubrahmanyam,,
3354,S. P. Balasubramaniam,,
