,Recipients,family,family Telugu
2901,Pratul Chandra Gupta,"Pratul Chandra Gupta was the eldest son of Atul Chandra Gupta and Savitri Ray. He married Supriya Roy, and had two children, Avijit (born 1942) and Ishani (born 1949). Supriya died in 1956.","ప్రతుల్ చంద్ర గుప్తా అతుల్ చంద్ర గుప్తా, సావిత్రి రేల పెద్ద కుమారుడు. ఇతను సుప్రియా రాయ్ను వివాహం చేసుకున్నాడు, అవిజిత్ (జననం 1942), ఇషాని (జననం 1949) అనే ఇద్దరు పిల్లలు ఉన్నారు. సుప్రియ 1956లో మరణించారు. "
2902,Pratury Trirumala Rao,,
2903,Pravakara Maharana,,
2904,Praveen Chandra,,
2905,Pravin Darji,,
2906,Pravin Gordhan,,
2907,Pravin H. Parekh,,
2908,Pravinchandra Varjivan Gandhi,,
2909,Predhiman Krishan Kaw,,
2910,Predrag K. Nikic,,
2911,Prem Chand Sharma,,
2912,Prem Chandra Dhanda,,
2913,Prem Chandra Luthar,,
2914,Prem Dhawan,,
2915,Prem Kumar Kakar,,
2916,Prem Nath Dhawan,,
2917,Prem Nath Mehra,,
2918,Prem Nath Sahni,,
2919,Prem Nath Wahi,,
2920,Prem Nazir,,
2921,Prem Prakash Sahni,,
2922,Prem Shanker Goel,,
2923,Prem Watsa,,
2924,Prema Narendra Purao,,
2925,Premchand Degra,,
2926,Premendra Mitra,,
2927,Premlata Agarwal,,
2928,Premlata Puri,,
2929,Premlila Vithaldas Thackersey,,
2930,Pritam Bhartwan,,
2931,Pritam Singh,,
2932,Prithipal Singh,,
2933,Prithipal Singh Maini,,
2934,Prithvi Nath Kaula,,
2935,Prithvi Nath Khoshoo,,
2936,Prithvi Raj Singh Oberoi,,
2937,Prithvi Singh Azad,,
2938,Prithviraj Kapoor,,
2939,Prithwindra Mukherjee,,
2940,Pritish Nandy,,
2941,Priya Paul,,
2942,Priya Ranjan Sen,,
2943,Priyadarshan,,
2944,Priyambada Mohanty Hejmadi,,
2945,Priyanka Chopra,,
2946,Pu Lalbiakthanga Pachuau,,
2947,Pucadyil Ittoop John,,
2948,Pukhraj Bafna,,
2949,Puliyur Krishnaswamy Duraiswami,,
2950,Pullela Gopichand,,
2951,Pullella Srirama Chandrudu,,
2952,Punam Suri,,
2953,Punamalai Ekambaranathan,,
2954,Punaram Nishad,,
2955,Pupul Jayakar,"She married Manmohan Jayakar, a barrister, in 1937, who died in 1972. Her daughter, Radhika Herzberger, was born in 1938, and, as Director of the Rishi Valley Education Centre, presides over and runs the Rishi Valley School at Rishi Valley, Chittoor district, Andhra Pradesh; Sahyadri School in Sahyadri Hills Pune; Rajghat Besant School at Varanasi; The School, KFI in Chennai; The Valĺey School in Bangalore and other Krishnamurti Foundation of India schools. Kathak danseuse, Aditi Mangaldas is her sister, Nandini Mehta's granddaughter.She died in Mumbai, on 29 March 1997, after a brief illness.","ఈమె 1937లో బారిస్టర్ అయిన మన్మోహన్ జయకర్ను వివాహం చేసుకుంది, ఆయన 1972లో మరణించారు. ఈమె కుమార్తె, రాధికా హెర్జ్బెర్గర్, 1938లో జన్మించారు, రిషి వ్యాలీ ఎడ్యుకేషన్ సెంటర్ డైరెక్టర్గా, ఆంధ్రప్రదేశ్లోని చిత్తూరు జిల్లా, రిషి వ్యాలీలో రిషి వ్యాలీ స్కూల్కు అధ్యక్షత వహించి నడుపుతున్నారు; సహ్యాద్రి హిల్స్ పూణేలోని సహ్యాద్రి స్కూల్; వారణాసిలోని రాజ్ఘాట్ బిసెంట్ స్కూల్; స్కూల్, చెన్నైలోని KFI; బెంగుళూరులోని వాలీ స్కూల్, ఇతర కృష్ణమూర్తి ఫౌండేషన్ ఆఫ్ ఇండియా పాఠశాలలు. కథక్ నృత్య కళాకారిణి, అదితి మంగళదాస్ ఈమె సోదరి, నందిని మెహతా మనవరాలు. ఈమె కొంతకాలం అనారోగ్యంతో 1997 మార్చి 29న ముంబైలో మరణించింది. "
2956,Puran Chand Wadali,,
2957,Puran Lal Batra,,
2958,Purna Das Baul,,
2959,Purshotam Lal,,
2960,Purshottam Das,,
2961,Purshottam Das Jalota,,
2962,Purshottam Lal Wahi,,
2963,Purshottam Pandurang Gokhale,,
2964,Purushottam Dadheech,,
2965,Purushottam Kashinath Kelkar,,
2966,Purushottam Laxman Deshpande,,
2967,Purushottam Upadhyay,,
2968,Purushottama Lal,,
2969,Pushkar Bhan,,
2970,Pushpa Bhuyan,,
2971,Pushpa Hans,,
2972,Pushpa Mittra Bhargava,,
2973,Pushpalata Das,,
2974,Pushpavati Janardenrai Mehta,,
2975,Pushpesh Pant,,
2976,Puthenpurayil Mathew Joseph,,
2977,Puttaparthi Narayanacharyulu,,
2978,Puttaraj Gawai,,
2979,Qadri Ragi Aziz Ahmed Khan Warsi,,
2980,Qazi Abdul Sattar,,
2981,Quazi Sazzad Ali Zahir,,
2982,Queenie H. C. Captain,,
2983,Queenie Rynjah,,
2984,Qurratulain Hyder,,
2985,R Sathyanarayana,,
2986,R. Basappagowda Patil,,
2987,R. C. Mehta,,
2988,R. D. Pradhan,,
2989,R. Ganapati,,
2990,R. K. Krishna Kumar,,
2991,R. K. Laxman,,
2992,R. K. Lelhluna,,
2993,R. K. Narayan,,
2994,R. K. Srikantan,,
2995,R. Marthanda Varma,,
2996,R. N. Malhotra,,
2997,R. N. Tharanathan and R. N. Thyagarajan,,
2998,R. Nagarathnamma,,
2999,R. Nagendra Rao,,
3000,R. R. Handa,,
3001,R. Ranchandra Vishwanath Wardekar,,
3002,R. S. Narayan Singh Deo,,
3003,R. S. Subbalakshmi,,
3004,R. Sivaraman,,
3005,R. V. Pandit,,
3006,R. V. Ramani,,
3007,R. V. Ramaswamy,,
3008,R. Vasudevan,,
3009,Raasacha Swami Ram Swaroop Sharma,,
3010,Rabi Narayan Bastia,,
3011,Rabinder Gokaldas Ahuja,,
3012,Rabindra Narain Singh,,
3013,Rabindra Nath Chaudhuri,,
3014,Rabindra Nath Upadhyay,,
3015,Rachel Thomas,,
3016,Radha Krishan Gupta,,
3017,Radha Kumud Mukherjee,,
3018,Radha Mohan Gadanayak,,
3019,Radhabinod Pal,,
3020,Radhakamal Mukerjee,,
3021,Radhamohan,,
3022,Radhanath Rath,,
3023,Radhe Shyam Barle,,
3024,Radhika Herzberger,,
3025,Rafael Iruzubieta Fernandez,,
3026,Rafiuddin Ahmed,,
3027,Raghavan Thirumulpad,,
3028,Raghu Rai,,
3029,Raghu Raj,,
3030,Raghu Ram Pillarisetti,,
3031,Raghubhai Morarji Nayak,,
3032,Raghubir Singh (equestrian),,
3033,Raghubir Singh (photographer),,
3034,Raghunath Anant Mashelkar,,
3035,Raghunath Krishna Phadke,,
3036,Raghunath Mohapatra,,
3037,Raghunath Panigrahi,,
3038,Raghunath Saran,,
3039,Raghunath Sharma,,
3040,Raghunath Singh Gahlot,,
3041,Raghupati Sahay,,
3042,Raghuvir Sharan Mitra,,
3043,Rahibai Soma Popere,,
3044,Rahim Fahimuddin Dagar,,
3045,Rahim-ud-in Khan Dagar,,
3046,Rahul Bajaj,,
3047,Rahul Dravid,,
3048,Rahul Jain,,
3049,Rahul Sankrityayan,,
3050,Rai Krishnadas,,
3051,Rai Krishnadasa,,
3052,Rais Ahmed,,
3053,Raj Baveja,,
3054,Raj Begum,,
3055,Raj Bisaria,,
3056,Raj Bothra,,
3057,Raj Kapoor,,
3058,Raj Kumar Khanna,,
3059,Raj Raj Kumar Khanna,,
3060,Raj Reddy,,
3061,Raj Vir Singh Yadav,,
3062,Raja Chelliah,,
3063,Raja Radhika Raman Sinha,,
3064,Raja Ramanna,,
3065,Raja Rao,,
3066,Raja and Radha Reddy,,
3067,Rajagopala Chidambaram,,
3068,Rajagopalan Krishnan,,
3069,Rajagopalan Vasudevan,,
3070,Rajalakshmi Parthasarathy,,
3071,Rajam Ramaswamy,,
3072,Rajammal P. Devadas,,
3073,Rajan Devadas,,
3074,Rajan Misra,,
3075,Rajan Saxena,,
3076,Rajani Kant,,
3077,Rajanikant Arole,,
3078,Rajaram Shastri,,
3079,Rajashree Birla,,
3080,Rajat Kumar Kar,,
3081,Rajat Sharma,,
3082,Rajdeep Sardesai,,
3083,Rajeev Sethi,,
3084,Rajeev Taranath,,
3085,Rajendra Achyut Badwe,,
3086,Rajendra K. Pachauri,,
3087,Rajendra Kumar,,
3088,Rajendra Kumar Saboo,,
3089,Rajendra Singh Paroda,,
3090,Rajendra Singh Pawar,,
3091,Rajendra Tansukh Vyas,,
3092,Rajendra Tikku,,
3093,Rajendra Vir Singh,,
3094,Rajesh Khanna,,
3095,Rajesh Kotecha,,
3096,Rajesh Kumar Grover,,
3097,Rajesh Saraiya,,
3098,Rajeshwar Acharya,,
3099,Rajeshwar Dayal,,
3100,Rajeshwar Nath Zutshi,,
3101,Rajeshwar Shastri Dravid,,
3102,Rajinder Gupta,,
3103,Rajinder Kumar,,
3104,Rajinder Singh Bedi,,
3105,Rajinikanth,,
3106,Rajkavi Inderjeet Singh Tulsi,,
3107,Rajkumar,,
3108,Rajkumar Achouba Singh,,
3109,Rajkumar Jhalajit Singh,,
3110,Rajkumar Singhajit Singh,,
3111,Rajkumar Sumitra Devi,,
3112,Rajkumari Devi,,
3113,Rajmohini Devi,,
3114,Rajni Bector,,
3115,Rajni Kumar,,
3116,Rajnikant Shroff,,
3117,Rajpal Singh Sirohi,,
3118,Rajshekhar Basu,,
3119,Rajshree Pathy,,
3120,Rajyavardhan Singh Rathore,,
3121,Rakesh Bakshi,,
3122,Rakesh Kumar Jain,,
3123,Rakhaldas Sengupta,,
3124,Rakhee Gulzar,,
3125,Ralengnao Khathing,,
3126,Ralte L. Thanmawia,,
3127,Ralte Vanlawma,,
3128,Ram Badan Singh,,
3129,Ram Bahadur Rai,,
3130,Ram Chandra Varma,,
3131,Ram Chatur Mallick,,
3132,Ram Dayal Munda,,
3133,Ram Ganpati,,
3134,Ram Gopal Bajaj,,
3135,Ram Gopal Vijayvargiya,,
3136,Ram Harsh Singh,,
3137,Ram Kinkar Upadhyay,,
3138,Ram Kishore Chhipa,,
3139,Ram Krishan,,
3140,Ram Krishna Trivedi,,
3141,Ram Kumar (artist),,
3142,Ram Kumar Caroli,,
3143,Ram Lal Mehta,,
3144,Ram Lal Rajgarhia,,
3145,Ram Mohan,,
3146,Ram Narain Agarwal,,
3147,Ram Narain Bagley,,
3148,Ram Narain Nagu,,
3149,Ram Narayan,,
3150,Ram Narayan Chakravarti,,
3151,Ram Nath Shastri,,
3152,Ram Prakash Bambah,,
3153,Ram Prakash Gehlote,,
3154,Ram Prasad Choudhary Jaiswal,,
3155,Ram Punjwani,,
3156,Ram Saran Verma,,
3157,Ram Sarup Lugani,,
3158,Ram Shankar Tripathi,,
3159,Ram Singh,,
3160,Ram V. Sutar,,
3161,Ram Vilas Paswan,,
3162,Ram Yatna Shukla,,
3163,Rama Kant Shukla,,
3164,Ramachandra Datatraya Lele,,
3165,Ramachandra Guha,,
3166,Ramachandran Balasubramanian,,
3167,Ramachandran Nagaswamy,,
3168,Ramadas P. Shenoy,,
3169,Ramakant Achrekar,,
3170,Ramakant Gundecha,,
3171,Ramakant Krishnaji Deshpande,,
3172,Ramakant Maheshwar Muzumdar,,
3173,Ramakanta Panda,,
3174,Ramakanta Rath,,
3175,Ramakrishna Ananthakrishnan,,
3176,Ramakrishna V. Hosur,,
3177,Ramamoorthi Belagaje,,
3178,Ramamurthi Badrinath,,
3179,Ramamurthy Thyagarajan,,
3180,Raman Gangakhedkar,,
3181,Raman Kapur,,
3182,Raman Madhavan Nair,,
3183,Raman Viswanathan,,
3184,Ramanand Sagar,,
3185,Ramanarayan Upadhyaya,,
3186,Ramanath Cowsik,,
3187,Ramanath Iyer Mathrubbotham,,
3188,Ramanatha Venkata Ramani,,
3189,Ramanathan Krishnan,,
3190,Ramanathapuram C. S. Murugabhoopathy,,
3191,Ramankutty Nair,,
3192,Ramanlal Gokaldas Saraiya,,
3193,Ramanujam Varatharaja Perumal,,
3194,Ramaranjan Mukherji,,
3195,Ramaswami Venkataswami,,
3196,Ramaswamy Duraiswamy Ayyar,,
3197,Ramaswamy Iyer,,
3198,Ramaswamy M. Vasagam,,
3199,Ramaswamy Rajaram,,
3200,Rambhadracharya,,
3201,Ramchand Kishindas Menda,,
3202,Ramchandra Manjhi,,
3203,Ramchandra Narayan Dandekar,,
3204,Ramdas Pai,,
3205,Ramdhari Singh Dinkar,,
3206,Ramesh Babaji Maharaj,,
3207,Ramesh Chandra Bhaskar Sule,,
3208,Ramesh Chandra Shah,,
3209,Ramesh Gelli,,
3210,Ramesh Inder Singh,,
3211,Ramesh Krishnan,,
3212,Ramesh Kumar (nephrologist),,
3213,Ramesh Nigam,,
3214,Ramesh Sippy,,
3215,Ramesh Tribhuvandas Doshi,,
3216,Rameshwar Nath Koul Bamezai,,
3217,Rameshwar Singh Kashyap,,
3218,Rameshwari Nehru,,
3219,Rameshwarlal Kabra,,
3220,Ramjee Singh,,
3221,Ramji Vasant Khanolkar,,
3222,Ramkinkar Baij,,
3223,Ramkumar Verma,,
3224,Ramli Bin Ibrahim,,
3225,Ramniklal K. Gandhi,,
3226,Ramoji Rao,,
3227,Ramprasad Ramchand Khandelwal,,
3228,Ramrao Deshmukh,,
3229,Ramsing Fakiraji Bhanawat,,
3230,Rana Krishnadev Narain Singh,,
3231,Rana Moti Singh,,
3232,Ranbir Chander Sobti,,
3233,Ranbir Singh Bisht,,
3234,Randeep Guleria,,
3235,Randhir Sud,,
3236,Ranganathan Parthasarathy,,
3237,Rangasami Lakshminarayana Kashyap,,
3238,Rangaswamy Narasimhan,,
3239,Rani Gaidinliu,,
3240,Rani Karnaa,,
3241,Rani Rampal,,
3242,Ranjan Roy Daniel,,
3243,Ranjana Gauhar,,
3244,Ranjit Bhargava,,
3245,Ranjit Ramachandra Rao Desai,,
3246,Ranjit Roy Chaudhury,,
3247,Ranjit Singh Sarkaria,,
3248,Rao Raja Hanut Singh,,
3249,Rasheed Ahmad Siddiqui,,
3250,Rashid Khan,,
3251,Ratan Lal Joshi,,
3252,Ratan Shankar Mishra,,
3253,Ratan Shastri,,
3254,Ratan Tata,,
3255,Ratan Thiyam,,
3256,Rathin Datta,,
3257,Ratna Fabri,,
3258,Ratnappa Kumbhar,,
3259,Ratnasundarsuri,,
3260,Rattan Lal,,
3261,Ravi Chaturvedi,,
3262,Ravi Grover,,
3263,Ravi Kannan R,,
3264,Ravi Kant,,
3265,Ravi Kumar Narra,,
3266,Ravi Narayana Reddy,,
3267,Ravi Shankar,,
3268,Ravi Shankar Sharma,,
3269,Ravinder Kumar Bali,,
3270,Ravindra Chandra Bhargava,,
3271,Ravindra Dayal,,
3272,Ravindra Jain,,
3273,Ravindra Kelekar,,
3274,Ravindra Kumar,,
3275,Ravindra Kumar Sinha,,
3276,Ravindra Nagar,,
3277,Ravindra Nath Shrivastava,,
3278,Ravindra Santram Dharkar,,
3279,Ravindra Singh Bisht,,
3280,Ravindra and Smita Kolhe,,
3281,Ravishankar Raval,,
3282,Rear Francis Leslie Fraser,,
3283,Reema Nanavati,,
3284,Reeta Devi,,
3285,Rehana Khatoon,,
3286,Rehman Rahi,,
3287,Rehmath Beegum Sailaniyoda,,
3288,Rekandar Nageswara Rao,,
3289,Rekha,,
3290,Relangi,,
3291,Remo Fernandes,,
3292,Renana Jhabvala,,
3293,Renuka Ray,,
3294,Resul Pookutty,,
3295,Reuben David,,
3296,Rev Joel K. Lakra,,
3297,Rewben Mashangva,,
3298,Richard Attenborough,,
3299,Rita Ganguly,,
3300,Ritu Kumar,,
3301,Ritu Menon,,
3302,Ritwik Ghatak,"Ritaban Ghatak is also a filmmaker and is involved in the Ritwik Memorial Trust. He has restored Ritwik's Bagalar Banga Darshan, Ronger Golam and completed his unfinished documentary on Ramkinkar. He made a film titled Unfinished Ritwik. He is working on adapting Bibhutibhushan Bandopadhyay's novel Ichhamati. Ritwik's elder daughter Samhita, made a docufeature titled Nobo Nagarik. His younger daughter died in 2009.","రితాబన్ ఘటక్ కూడా చిత్రనిర్మాత, రిత్విక్ మెమోరియల్ ట్రస్ట్లో పాలుపంచుకున్నారు. ఇతను రిత్విక్, బగలర్ బంగా దర్శన్, రోంగర్ గోలమ్ని పునరుద్ధరించాడు, రామ్కింకర్పై తన అసంపూర్తిగా ఉన్న డాక్యుమెంటరీని పూర్తి చేశాడు. అసంపూర్తి రిత్విక్ అనే సినిమా తీశాడు. ఇతను బిభూతిభూషణ్ బందోపాధ్యాయ, ఇచ్ఛమతి నవలని స్వీకరించే పనిలో ఉన్నాడు. రిత్విక్ పెద్ద కూతురు సంహిత, నోబో నాగరిక్ పేరుతో డాక్యుఫీచర్ చేసింది. అతని చిన్న కూతురు 2009లో మరణించింది. "
3303,Riyaz Punjabi,,
3304,Robert Blackwill,,
3305,Robert Brocklesby Davis,,
3306,Robert Thurman,,
3307,Robin Banerjee,,
3308,Roddam Narasimha,,
3309,Rohini Godbole,,
3310,Roman Sarmah,,
3311,Romesh Wadhwani,,
3312,Romuald D'Souza,,
3313,Romulus Whitaker,,
3314,Ronald Carlton Vivian Piadade Noronha,,
3315,Ronen Sen,,
3316,Rongbong Terang,,
3317,Roshan Kumari,,
3318,Roshan Lal Anand,,
3319,Roshan Phooken,,
3320,Rostislav Rybakov,,
3321,Rudraradhya Muddu Basavaradhya,,
3322,Rukmini Baburao Pawar,,
3323,Rukmini Devi Arundale,,
3324,Runa Banerjee,,
3325,Ruskin Bond,,
3326,Russi Mody,,
3327,Rustom Jal Vakil,,
3328,Rustom Phiroze Soonawala,,
3329,Rustomji Bomanji Billimoria,,
3330,Rustomji Marwanji Alpaiwala,,
3331,S. B. Mujumdar,,
3332,S. C. Jamir,,
3333,S. C. Manchanda,,
3334,S. C. Munshi,,
3335,S. D. Burman,,
3336,S. Dhakshinamurthy Pillai,,
3337,S. G. Mahalingayyar Subramaniam,,
3338,S. G. Thakur Singh,,
3339,S. H. Raza,,
3340,S. I. Padmavati,,
3341,S. Jaishankar,,
3342,S. K. M. Maeilanandhan,,
3343,S. K. Misra,,
3344,S. K. Sama,,
3345,S. K. Shivkumar,,
3346,S. K. Sikka,,
3347,S. Krishnaswamy,,
3348,S. L. Bhyrappa,,
3349,S. M. Ganapathy,,
3350,S. N. Goenka,,
3351,S. N. Swamy,,
3352,S. Narasimhan,,
3353,S. P. Balasubrahmanyam,,
3354,S. P. Balasubramaniam,,
3355,S. P. Kothari,,
3356,S. P. Nimbalkar,,
3357,S. P. Oswal,,
3358,S. P. P. Thorat,,
3359,S. P. Varma,,
3360,S. R. Janakiraman,,
3361,S. R. Ranganathan,,
3362,S. R. Srinivasa Varadhan,,
3363,S. Ramachandran,,
3364,S. Ramakrishnan,,
3365,S. Ramaswamy Iyer Balasubrahmanyam,,
3366,S. S. Badrinath,,
3367,S. S. Rajamouli,,
3368,S. S. Rathore,,
3369,S. S. Vasan,,
3370,S. Shakir Ali,,
3371,S. Somasundaram,,
3372,S. Srinivasa Sriramacharyulu,,
3373,S. Srinivasan,,
3374,S. V. S. Raghavan,,
3375,Saalumarada Thimmakka,,
3376,Saba Anjum Karim,,
3377,Sabarmatee,,
3378,Sabitri Chatterjee,,
3379,Sabitri Heisnam,,
3380,Sabri Khan,"Ustad Sabri Khan Sahib has four sons and five daughters. He has many grandsons playing musical instruments: Suhail Yusuf Khan (Sarangi), Faisal Yusuf
Khan (Tabla), Shariq Khan (Tabla), Junaid (Guitar) and Nabeel Khan (Sarangi).","ఉస్తాద్ సబ్రీ ఖాన్ సాహిబ్కు నలుగురు కుమారులు, ఐదుగురు కుమార్తెలు. అతనికి సంగీత వాయిద్యాలు వాయించే చాలా మంది మనవళ్లు ఉన్నారు: సుహైల్ యూసుఫ్ ఖాన్ (సారంగి), ఫైసల్ యూసుఫ్ ఖాన్ (తబలా), షరీక్ ఖాన్ (తబలా), జునైద్ (గిటార్), నబీల్ ఖాన్ (సారంగి). "
3381,Sabya Sachi Sarkar,,
3382,Sachchidanand Sahai,,
3383,Sachidananda Routray,,
3384,Sachin Tendulkar,,
3385,Sadashiv Rath Sharma,,
3386,Sadashiv Vasantrao Gorakshkar,,
3387,Sadasiv Misra,,
3388,Sadat Abul Masud,,
3389,Sadhu Meher,,
3390,Sadhu Singh Hamdard,,
3391,Sadiq-ur-Rahman Kidwai,,
3392,Saeed Jaffrey,,
3393,Sagat Singh,,
3394,Sahir Ludhianvi,,
3395,Sai Paranjpye,,
3396,Saibaba Goud,,
3397,Saichiro Misumi,,
3398,Saif Ali Khan,,
3399,Saif-ud-din Ahmad,,
3400,Saikhom Mirabai Chanu,,
3401,Sailabala Das,,
3402,Sailen Manna,,
3403,Sailesh Kumar Bandopadhyay,,
3404,Saina Nehwal,,
3405,Saiyid Amir Hasan Abidi,,
3406,Sajan Misra,,
3407,Sakar Khan Manganiar,,
3408,Sakharam Abaji Pawar Patil,,
3409,Sakshi Malik,,
3410,Salam Machhlisheri,,
3411,Saliha Abid Hussain,,
3412,Salik Lucknawi,,
3413,Salim Ali,,
3414,"Salman Amin ""Sal"" Khan",,
3415,Sam Manekshaw,,
3416,Sam Pitroda,,
3417,Samad Yar Khan Saghar Nizami,,
3418,Samarendranath Sen,,
3419,Samiran Nundy,,
3420,Sampat Ramteke,,
3421,Samta Prasad,,
3422,Samuel Paul,,
3423,Sandeep Guleria,,
3424,Sandip Kumar Basu,,
3425,Sandra Desa Souza,,
3426,Sanduk Ruit,,
3427,Sanganbasappa Mallangouda Patil,,
3428,Sania Mirza,,
3429,Sanjay Govind Dhande,,
3430,Sanjay Leela Bhansali,,
3431,Sanjaya Rajaram,,
3432,Sanjeev Bagai,,
3433,Sanjeev Bikhchandani,,
3434,Sanjeev Kapoor,,
3435,Sanjida Khatun,,
3436,Sanjukta Panigrahi,,
3437,Sankar Kumar Pal,,
3438,Sankho Chaudhuri,,
3439,Sant Kaur,,
3440,Sant Singh Chatwal,,
3441,Sant Singh Sekhon,,
3442,Sant Singh Virmani,,
3443,Santidev Ghosh,,
3444,Santosh Kumar Kackar,,
3445,Santosh Kumar Mazumdar,,
3446,Santosh Kumar Mukerji,,
3447,Santosh Kumar Mukherjee,,
3448,Santosh Kumar Sen,,
3449,Santosh Sivan,,
3450,Santosh Yadav,,
3451,Santu Shahaney,,
3452,Sarabjit Singh,,
3453,Sarbdeep Singh Virk,,
3454,Sarbeswar Sahariah,,
3455,Sarda Nand Singh,,
3456,Sarda Prasad Varma,,
3457,Sardar Anjum,,
3458,Sardar Harnarain Singh,,
3459,Sardar Mohan Singh,,
3460,Sardar Sohan Singh,,
3461,Sardara Singh,,
3462,Sardara Singh Johl,,
3463,Sardarilal Mathradas Nanda,,
3464,Sarita Joshi,,
3465,Saroj Chooramani Gopal,,
3466,Saroj Ghose,,
3467,Saroj Kumar Gupta,,
3468,Saroj Raj Choudhury,,
3469,Saroja Chidambaram,,
3470,Saroja Vaidyanathan,"Saroja's (née Dharmarajan) parents were both authors and her mother Kanakam Dharmarajan was a writer of detective fiction in Tamil. Saroja is married to Vaidyanathan an IAS officer of the Bihar cadre. The couple have a son, Kamesh and their daughter in law Rama Vaidyanathan is a well known Bharatanatyam artiste of international fame. Saroja's grand-daughter, Dakshina Vaidyanathan Baghel is also a sought-after Indian classical dancer.","సరోజ (నీ ధర్మరాజన్) తల్లిదండ్రులు ఇద్దరూ రచయితలు, ఈమె తల్లి కనకం ధర్మరాజన్ తమిళంలో డిటెక్టివ్ ఫిక్షన్ రచయిత. సరోజ బీహార్ కేడర్కు చెందిన ఐఏఎస్ అధికారి వైద్యనాథన్ను వివాహం చేసుకుంది. ఈ దంపతులకు ఒక కుమారుడు, కామేష్, వారి కోడలు రమా వైద్యనాథన్ అంతర్జాతీయ ఖ్యాతి పొందిన సుప్రసిద్ధ భరతనాట్య కళాకారిణి. సరోజ మనవరాలు, దక్షిణా వైద్యనాథన్ బాఘేల్ కూడా భారతీయ శాస్త్రీయ నృత్యకారిణి. "
