,Recipients,acting career,acting career Telugu
2971,Pushpa Hans,,
2972,Pushpa Mittra Bhargava,,
2973,Pushpalata Das,,
2974,Pushpavati Janardenrai Mehta,,
2975,Pushpesh Pant,,
2976,Puthenpurayil Mathew Joseph,,
2977,Puttaparthi Narayanacharyulu,,
2978,Puttaraj Gawai,,
2979,Qadri Ragi Aziz Ahmed Khan Warsi,,
2980,Qazi Abdul Sattar,,
2981,Quazi Sazzad Ali Zahir,,
2982,Queenie H. C. Captain,,
2983,Queenie Rynjah,,
2984,Qurratulain Hyder,,
2985,R Sathyanarayana,,
2986,R. Basappagowda Patil,,
2987,R. C. Mehta,,
2988,R. D. Pradhan,,
2989,R. Ganapati,,
2990,R. K. Krishna Kumar,,
2991,R. K. Laxman,,
2992,R. K. Lelhluna,,
2993,R. K. Narayan,,
2994,R. K. Srikantan,,
2995,R. Marthanda Varma,,
2996,R. N. Malhotra,,
2997,R. N. Tharanathan and R. N. Thyagarajan,,
2998,R. Nagarathnamma,,
2999,R. Nagendra Rao,,
3000,R. R. Handa,,
3001,R. Ranchandra Vishwanath Wardekar,,
3002,R. S. Narayan Singh Deo,,
3003,R. S. Subbalakshmi,,
3004,R. Sivaraman,,
3005,R. V. Pandit,,
3006,R. V. Ramani,,
3007,R. V. Ramaswamy,,
3008,R. Vasudevan,,
3009,Raasacha Swami Ram Swaroop Sharma,,
3010,Rabi Narayan Bastia,,
3011,Rabinder Gokaldas Ahuja,,
3012,Rabindra Narain Singh,,
3013,Rabindra Nath Chaudhuri,,
3014,Rabindra Nath Upadhyay,,
3015,Rachel Thomas,,
3016,Radha Krishan Gupta,,
3017,Radha Kumud Mukherjee,,
3018,Radha Mohan Gadanayak,,
3019,Radhabinod Pal,,
3020,Radhakamal Mukerjee,,
3021,Radhamohan,,
3022,Radhanath Rath,,
3023,Radhe Shyam Barle,,
3024,Radhika Herzberger,,
3025,Rafael Iruzubieta Fernandez,,
3026,Rafiuddin Ahmed,,
3027,Raghavan Thirumulpad,,
3028,Raghu Rai,,
3029,Raghu Raj,,
3030,Raghu Ram Pillarisetti,,
3031,Raghubhai Morarji Nayak,,
3032,Raghubir Singh (equestrian),,
3033,Raghubir Singh (photographer),,
3034,Raghunath Anant Mashelkar,,
3035,Raghunath Krishna Phadke,,
3036,Raghunath Mohapatra,,
3037,Raghunath Panigrahi,,
3038,Raghunath Saran,,
3039,Raghunath Sharma,,
3040,Raghunath Singh Gahlot,,
3041,Raghupati Sahay,,
3042,Raghuvir Sharan Mitra,,
3043,Rahibai Soma Popere,,
3044,Rahim Fahimuddin Dagar,,
3045,Rahim-ud-in Khan Dagar,,
3046,Rahul Bajaj,,
3047,Rahul Dravid,,
3048,Rahul Jain,,
3049,Rahul Sankrityayan,,
3050,Rai Krishnadas,,
3051,Rai Krishnadasa,,
3052,Rais Ahmed,,
3053,Raj Baveja,,
3054,Raj Begum,,
3055,Raj Bisaria,,
3056,Raj Bothra,,
3057,Raj Kapoor,,
3058,Raj Kumar Khanna,,
3059,Raj Raj Kumar Khanna,,
3060,Raj Reddy,,
3061,Raj Vir Singh Yadav,,
3062,Raja Chelliah,,
3063,Raja Radhika Raman Sinha,,
3064,Raja Ramanna,,
3065,Raja Rao,,
3066,Raja and Radha Reddy,,
3067,Rajagopala Chidambaram,,
3068,Rajagopalan Krishnan,,
3069,Rajagopalan Vasudevan,,
3070,Rajalakshmi Parthasarathy,,
3071,Rajam Ramaswamy,,
3072,Rajammal P. Devadas,,
3073,Rajan Devadas,,
3074,Rajan Misra,,
3075,Rajan Saxena,,
3076,Rajani Kant,,
3077,Rajanikant Arole,,
3078,Rajaram Shastri,,
3079,Rajashree Birla,,
3080,Rajat Kumar Kar,,
3081,Rajat Sharma,,
3082,Rajdeep Sardesai,,
3083,Rajeev Sethi,,
3084,Rajeev Taranath,,
3085,Rajendra Achyut Badwe,,
3086,Rajendra K. Pachauri,,
3087,Rajendra Kumar,,
3088,Rajendra Kumar Saboo,,
3089,Rajendra Singh Paroda,,
3090,Rajendra Singh Pawar,,
3091,Rajendra Tansukh Vyas,,
3092,Rajendra Tikku,,
3093,Rajendra Vir Singh,,
3094,Rajesh Khanna,"''' 1960s '''
Rajesh Khanna was one of eight finalists from more than 10,000 contestants in the 1965 All India Talent Contest, organised by United Producers and Filmfare, along with other FTII students Subhash Ghai and Dheeraj Kumar. Rajesh Khanna won the contest along with Farida Jalal. BR Chopra, Bimal Roy, GP Sippy, HS Rawail, Nasir Husain, J.Om Prakash, Mohan Saigal, Shakti Samanta and Subodh Mukherji and others had created the United Producers organisation and were then judges of the contest.He made his film debut in the 1966 film Aakhri Khat, directed by Chetan Anand, followed by Raaz, directed by Ravindra Dave, both of which were a part of his predetermined prize for winning the All-India United Producers' Talent Competition. G.P. Sippy and Nasir Hussain were the first to sign Rajesh Khanna after he won the contest. Aakhri Khat was India's entry for the Best Foreign Language Film at the 40th Oscar Academy Awards in 1967. Khanna in an interview to the newspaper The Hindu said:

Though 'Aakhri Khat' is my first film, I received my first break as a leading actor in Ravindra Dave's, 'Raaz', in 1967","''' 1960లలో '''యునైటెడ్ ప్రొడ్యూసర్స్, ఫిల్మ్ఫేర్ ఇతర FTII విద్యార్థులు సుభాష్ ఘాయ్, ధీరజ్ కుమార్లతో కలిసి నిర్వహించిన 1965 ఆల్ ఇండియా టాలెంట్ కాంటెస్ట్లో 10, 000 కంటే ఎక్కువ మంది పోటీదారుల నుండి ఎనిమిది మంది ఫైనలిస్టులలో రాజేష్ ఖన్నా ఒకరు. ఈ పోటీలో ఫరీదా జలాల్తో కలిసి రాజేష్ ఖన్నా గెలిచారు. BR చోప్రా, బిమల్ రాయ్, GP సిప్పీ, HS రావైల్, నాసిర్ హుస్సేన్, J. ఓం ప్రకాష్, మోహన్ సైగల్, శక్తి సమంత, సుబోధ్ ముఖర్జీ, ఇతరులు యునైటెడ్ ప్రొడ్యూసర్స్ ఆర్గనైజేషన్ని సృష్టించారు, పోటీకి న్యాయనిర్ణేతలుగా ఉన్నారు. ఇతను చేతన్ ఆనంద్ దర్శకత్వం వహించిన 1966 చలనచిత్రం ఆఖ్రీ ఖత్లో తన సినీ రంగ ప్రవేశం చేసాడు, ఆ తర్వాత రవీంద్ర దవే దర్శకత్వం వహించిన రాజ్, ఈ రెండూ ఆల్-ఇండియా యునైటెడ్ ప్రొడ్యూసర్స్ టాలెంట్ కాంపిటీషన్లో గెలుపొందినందుకు అతని ముందుగా నిర్ణయించిన బహుమతిలో భాగంగా ఉన్నాయి. జి. పి. రాజేష్ ఖన్నా పోటీలో గెలిచిన తర్వాత సిప్పీ, నాసిర్ హుస్సేన్ మొదటి సంతకం చేశారు. 1967లో 40వ ఆస్కార్ అకాడమీ అవార్డ్స్లో ఉత్తమ విదేశీ భాషా చిత్రంగా ఆఖ్రీ ఖాట్ భారతదేశ ప్రవేశం. ది హిందూ వార్తాపత్రికకు ఇచ్చిన ఇంటర్వ్యూలో ఖన్నా ఇలా అన్నారు: 'ఆఖ్రీ ఖత్' నా మొదటి చిత్రం అయినప్పటికీ, నేను 1967లో రవీంద్ర దవే, 'రాజ్'లో ప్రముఖ నటుడిగా నా మొదటి బ్రేక్ను అందుకున్నాను. "
3095,Rajesh Kotecha,,
3096,Rajesh Kumar Grover,,
3097,Rajesh Saraiya,,
3098,Rajeshwar Acharya,,
3099,Rajeshwar Dayal,,
3100,Rajeshwar Nath Zutshi,,
3101,Rajeshwar Shastri Dravid,,
3102,Rajinder Gupta,,
3103,Rajinder Kumar,,
3104,Rajinder Singh Bedi,,
3105,Rajinikanth,"''' 1975–1977: Early career '''

Rajinikanth began his film career with the Tamil film Apoorva Raagangal (1975), directed by K. Balachander. He was cast in a small role as the ex-husband of the female lead played by Srividya. The film explored relationships between people with wide age differences and was deemed controversial upon release. However, it received critical acclaim and won three National Film Awards including the Award for the Best Tamil Feature at the 23rd National Film Awards in 1976. A review from The Hindu noted that: ""Newcomer Rajinikanth is dignified and impressive"". His next release was Puttanna Kanagal's Kannada anthology film Katha Sangama (1976). Rajinikanth appeared in the last segment of the film; he played the role as a village ruffian who rapes a blind woman in the absence of her husband. Balachander cast him in a pivotal role in Anthuleni Katha, the Telugu remake of his own Tamil film Aval Oru Thodar Kathai (1974). In Moondru Mudichu—the first Tamil film to feature him in a prominent role—he played a character that ""blithely row[s] away"" when his friend drowns accidentally in the lake only to fulfill his desire to marry the former's girlfriend","''' 1975–1977: కెరీర్ ఆరంభం '''రజనీకాంత్ కె దర్శకత్వం వహించిన తమిళ చిత్రం అపూర్వ రాగంగల్ (1975)తో తన సినీ జీవితాన్ని ప్రారంభించాడు. Balachander. శ్రీవిద్య పోషించిన మహిళా ప్రధాన పాత్రకు మాజీ భర్తగా ఇతను ఒక చిన్న పాత్రలో నటించాడు. ఈ చిత్రం పెద్ద వయస్సు తేడాలు ఉన్న వ్యక్తుల మధ్య సంబంధాలను అన్వేషించింది, విడుదలైన తర్వాత వివాదాస్పదంగా పరిగణించబడింది. అయినప్పటికీ, ఇది విమర్శకుల ప్రశంసలు అందుకుంది, 1976లో 23వ జాతీయ చలనచిత్ర అవార్డులలో ఉత్తమ తమిళ చిత్రం అవార్డుతో సహా మూడు జాతీయ చలనచిత్ర అవార్డులను గెలుచుకుంది. ది హిందూ నుండి వచ్చిన ఒక సమీక్ష ఇలా పేర్కొంది: ""కొత్తగా వచ్చిన రజనీకాంత్ గౌరవప్రదంగా, ఆకట్టుకునే వ్యక్తి"". పుట్టన్న కనగల్ సంకలన చిత్రం కథా సంగమం (1976). సినిమా చివరి విభాగంలో రజనీకాంత్ కనిపించారు; ఇతను తన భర్త లేనప్పుడు ఒక అంధ మహిళపై అత్యాచారం చేసే గ్రామ రఫ్ఫియన్ పాత్రను పోషించాడు. Balachander cast him in a pivotal role in Anthuleni Katha, the Telugu remake of his own Tamil film Aval Oru Thodar Kathai (1974). మూండ్రు ముడిచులో—ఇతను ఒక ప్రముఖ పాత్రలో నటించిన మొదటి తమిళ చిత్రం—ఇతను తన మాజీ స్నేహితురాలిని వివాహం చేసుకోవాలనే కోరికను తీర్చుకోవడం కోసం అతని స్నేహితుడు సరస్సులో ప్రమాదవశాత్తూ మునిగిపోయినప్పుడు ఇతను ""అనుకోకుండా వరుస[లు] దూరంగా ఉండే"" పాత్రను పోషించాడు. "
3106,Rajkavi Inderjeet Singh Tulsi,,
3107,Rajkumar,,
3108,Rajkumar Achouba Singh,,
3109,Rajkumar Jhalajit Singh,,
3110,Rajkumar Singhajit Singh,,
3111,Rajkumar Sumitra Devi,,
3112,Rajkumari Devi,,
3113,Rajmohini Devi,,
3114,Rajni Bector,,
3115,Rajni Kumar,,
3116,Rajnikant Shroff,,
3117,Rajpal Singh Sirohi,,
3118,Rajshekhar Basu,,
3119,Rajshree Pathy,,
3120,Rajyavardhan Singh Rathore,,
3121,Rakesh Bakshi,,
3122,Rakesh Kumar Jain,,
3123,Rakhaldas Sengupta,,
3124,Rakhee Gulzar,,
3125,Ralengnao Khathing,,
3126,Ralte L. Thanmawia,,
3127,Ralte Vanlawma,,
3128,Ram Badan Singh,,
3129,Ram Bahadur Rai,,
3130,Ram Chandra Varma,,
3131,Ram Chatur Mallick,,
3132,Ram Dayal Munda,,
3133,Ram Ganpati,,
3134,Ram Gopal Bajaj,,
3135,Ram Gopal Vijayvargiya,,
3136,Ram Harsh Singh,,
3137,Ram Kinkar Upadhyay,,
3138,Ram Kishore Chhipa,,
3139,Ram Krishan,,
3140,Ram Krishna Trivedi,,
3141,Ram Kumar (artist),,
3142,Ram Kumar Caroli,,
3143,Ram Lal Mehta,,
3144,Ram Lal Rajgarhia,,
3145,Ram Mohan,,
3146,Ram Narain Agarwal,,
3147,Ram Narain Bagley,,
3148,Ram Narain Nagu,,
3149,Ram Narayan,,
3150,Ram Narayan Chakravarti,,
3151,Ram Nath Shastri,,
3152,Ram Prakash Bambah,,
3153,Ram Prakash Gehlote,,
3154,Ram Prasad Choudhary Jaiswal,,
3155,Ram Punjwani,,
3156,Ram Saran Verma,,
3157,Ram Sarup Lugani,,
3158,Ram Shankar Tripathi,,
3159,Ram Singh,,
3160,Ram V. Sutar,,
3161,Ram Vilas Paswan,,
3162,Ram Yatna Shukla,,
3163,Rama Kant Shukla,,
3164,Ramachandra Datatraya Lele,,
3165,Ramachandra Guha,,
3166,Ramachandran Balasubramanian,,
3167,Ramachandran Nagaswamy,,
3168,Ramadas P. Shenoy,,
3169,Ramakant Achrekar,,
3170,Ramakant Gundecha,,
3171,Ramakant Krishnaji Deshpande,,
3172,Ramakant Maheshwar Muzumdar,,
3173,Ramakanta Panda,,
3174,Ramakanta Rath,,
3175,Ramakrishna Ananthakrishnan,,
3176,Ramakrishna V. Hosur,,
3177,Ramamoorthi Belagaje,,
3178,Ramamurthi Badrinath,,
3179,Ramamurthy Thyagarajan,,
3180,Raman Gangakhedkar,,
3181,Raman Kapur,,
3182,Raman Madhavan Nair,,
3183,Raman Viswanathan,,
3184,Ramanand Sagar,,
3185,Ramanarayan Upadhyaya,,
3186,Ramanath Cowsik,,
3187,Ramanath Iyer Mathrubbotham,,
3188,Ramanatha Venkata Ramani,,
3189,Ramanathan Krishnan,,
3190,Ramanathapuram C. S. Murugabhoopathy,,
3191,Ramankutty Nair,,
3192,Ramanlal Gokaldas Saraiya,,
3193,Ramanujam Varatharaja Perumal,,
3194,Ramaranjan Mukherji,,
3195,Ramaswami Venkataswami,,
3196,Ramaswamy Duraiswamy Ayyar,,
3197,Ramaswamy Iyer,,
3198,Ramaswamy M. Vasagam,,
3199,Ramaswamy Rajaram,,
3200,Rambhadracharya,,
3201,Ramchand Kishindas Menda,,
3202,Ramchandra Manjhi,,
3203,Ramchandra Narayan Dandekar,,
3204,Ramdas Pai,,
3205,Ramdhari Singh Dinkar,,
3206,Ramesh Babaji Maharaj,,
3207,Ramesh Chandra Bhaskar Sule,,
3208,Ramesh Chandra Shah,,
3209,Ramesh Gelli,,
3210,Ramesh Inder Singh,,
3211,Ramesh Krishnan,,
3212,Ramesh Kumar (nephrologist),,
3213,Ramesh Nigam,,
3214,Ramesh Sippy,,
3215,Ramesh Tribhuvandas Doshi,,
3216,Rameshwar Nath Koul Bamezai,,
3217,Rameshwar Singh Kashyap,,
3218,Rameshwari Nehru,,
3219,Rameshwarlal Kabra,,
3220,Ramjee Singh,,
3221,Ramji Vasant Khanolkar,,
3222,Ramkinkar Baij,,
3223,Ramkumar Verma,,
3224,Ramli Bin Ibrahim,,
3225,Ramniklal K. Gandhi,,
3226,Ramoji Rao,,
3227,Ramprasad Ramchand Khandelwal,,
3228,Ramrao Deshmukh,,
3229,Ramsing Fakiraji Bhanawat,,
3230,Rana Krishnadev Narain Singh,,
3231,Rana Moti Singh,,
3232,Ranbir Chander Sobti,,
3233,Ranbir Singh Bisht,,
3234,Randeep Guleria,,
3235,Randhir Sud,,
3236,Ranganathan Parthasarathy,,
3237,Rangasami Lakshminarayana Kashyap,,
3238,Rangaswamy Narasimhan,,
3239,Rani Gaidinliu,,
3240,Rani Karnaa,,
3241,Rani Rampal,,
3242,Ranjan Roy Daniel,,
3243,Ranjana Gauhar,,
3244,Ranjit Bhargava,,
3245,Ranjit Ramachandra Rao Desai,,
3246,Ranjit Roy Chaudhury,,
3247,Ranjit Singh Sarkaria,,
3248,Rao Raja Hanut Singh,,
3249,Rasheed Ahmad Siddiqui,,
3250,Rashid Khan,,
3251,Ratan Lal Joshi,,
3252,Ratan Shankar Mishra,,
3253,Ratan Shastri,,
3254,Ratan Tata,,
3255,Ratan Thiyam,,
3256,Rathin Datta,,
3257,Ratna Fabri,,
3258,Ratnappa Kumbhar,,
3259,Ratnasundarsuri,,
3260,Rattan Lal,,
3261,Ravi Chaturvedi,,
3262,Ravi Grover,,
3263,Ravi Kannan R,,
3264,Ravi Kant,,
3265,Ravi Kumar Narra,,
3266,Ravi Narayana Reddy,,
3267,Ravi Shankar,,
3268,Ravi Shankar Sharma,,
3269,Ravinder Kumar Bali,,
3270,Ravindra Chandra Bhargava,,
3271,Ravindra Dayal,,
3272,Ravindra Jain,,
3273,Ravindra Kelekar,,
3274,Ravindra Kumar,,
3275,Ravindra Kumar Sinha,,
3276,Ravindra Nagar,,
3277,Ravindra Nath Shrivastava,,
3278,Ravindra Santram Dharkar,,
3279,Ravindra Singh Bisht,,
3280,Ravindra and Smita Kolhe,,
3281,Ravishankar Raval,,
3282,Rear Francis Leslie Fraser,,
3283,Reema Nanavati,,
3284,Reeta Devi,,
3285,Rehana Khatoon,,
3286,Rehman Rahi,,
3287,Rehmath Beegum Sailaniyoda,,
3288,Rekandar Nageswara Rao,,
3289,Rekha,,
3290,Relangi,,
3291,Remo Fernandes,,
3292,Renana Jhabvala,,
3293,Renuka Ray,,
3294,Resul Pookutty,,
3295,Reuben David,,
3296,Rev Joel K. Lakra,,
3297,Rewben Mashangva,,
3298,Richard Attenborough,"Attenborough's acting career started on stage and he appeared in shows at Leicester's Little Theatre, Dover Street, prior to his going to RADA, where he remained Patron until his death. Attenborough's first major credited role was provided in Brian Desmond Hurst's The Hundred Pound Window (1944) playing Tommy Draper who helps rescue his accountant father who has taken a wrong turn in life. Attenborough's film career had begun in 1942, however, in an uncredited role as a sailor deserting his post under fire in the Noël Coward/David Lean production In Which We Serve (his name and character were omitted from the original release-print credits), a role that helped type-cast him for many years as a spiv in films like London Belongs to Me (1948), Morning Departure (1950) and his breakthrough role as Pinkie Brown in John Boulting's film adaptation of Graham Greene's novel Brighton Rock (1947), a role that he had previously played to great acclaim at the Garrick Theatre in 1943. He played the lead at age 22 as an RAF cadet pilot in Journey Together (1945), in which top-billed Edward G. Robinson played his instructor. 
In 1949, exhibitors voted him the sixth most popular British actor at the box office.Early in his stage career, Attenborough starred in the West End production of Agatha Christie's The Mousetrap, which went on to become the world's longest running stage production. Both he and his wife were among the original cast members of the production, which opened in 1952 at the Ambassadors Theatre, moving to St Martin's Theatre in 1974; the production ran continuously for nearly seven decades, until it was shut down by the COVID-19 pandemic in 2020. The Attenboroughs took a 10 per cent profit-participation in the production, which was paid for out of their combined weekly salary; Attenborough later wrote in his autobiography, ""It proved to be the wisest business decision I've ever made.","అటెన్బరో, నటనా జీవితం వేదికపై ప్రారంభమైంది, ఇతను RADAకి వెళ్లే ముందు డోవర్ స్ట్రీట్లోని లీసెస్టర్స్ లిటిల్ థియేటర్లో ప్రదర్శనలలో కనిపించాడు, అక్కడ ఇతను మరణించే వరకు పోషకుడిగా ఉన్నాడు. బ్రియాన్ డెస్మండ్ హర్స్ట్, ది హండ్రెడ్ పౌండ్ విండో (1944)లో టామీ డ్రేపర్ పాత్రలో అటెన్బరో మొదటి ప్రధాన పాత్రను అందించాడు, ఇతను జీవితంలో తప్పుగా మారిన తన తండ్రిని రక్షించడంలో సహాయం చేస్తాడు. అటెన్బరో, చలనచిత్ర జీవితం 1942లో ప్రారంభమైంది, అయితే, నోయెల్ కవార్డ్/డేవిడ్ లీన్ ప్రొడక్షన్ ఇన్ విచ్ వుయ్ సర్వ్ (అతని పేరు, పాత్ర అసలు విడుదల-ముద్రణ క్రెడిట్ల నుండి విస్మరించబడ్డాయి)లో నావికుడిగా గుర్తింపు లేని పాత్రలో తన పదవిని వదిలిపెట్టాడు. లండన్ బిలాంగ్స్ టు మీ (1948), మార్నింగ్ డిపార్చర్ (1950), గ్రాహం గ్రీన్ నవల బ్రైటన్ రాక్ (1947), జాన్ బౌల్టింగ్, చలన చిత్ర అనుకరణలో పింకీ బ్రౌన్ వంటి అతని అద్భుతమైన పాత్ర వంటి చిత్రాలలో స్పివ్గా చాలా సంవత్సరాలు టైప్-కాస్ట్ చేయడంలో అతనికి సహాయపడిన పాత్ర. ), ఇతను ఇంతకుముందు 1943లో గారిక్ థియేటర్లో గొప్ప ప్రశంసలు పొందాడు. ఇతను 22 సంవత్సరాల వయస్సులో జర్నీ టుగెదర్ (1945)లో RAF క్యాడెట్ పైలట్గా ప్రధాన పాత్ర పోషించాడు, ఇందులో ఎడ్వర్డ్ జి. రాబిన్సన్ అతని బోధకుడిగా నటించాడు. 1949లో, ప్రదర్శనకారులు అతన్ని బాక్సాఫీస్ వద్ద ఆరవ అత్యంత ప్రజాదరణ పొందిన బ్రిటిష్ నటుడిగా ఎన్నుకున్నారు. తన రంగస్థల కెరీర్ ప్రారంభంలో, అటెన్బరో వెస్ట్ ఎండ్ ప్రొడక్షన్ అగాథా క్రిస్టీస్ ది మౌస్ట్రాప్లో నటించాడు, ఇది ప్రపంచంలోనే అత్యంత సుదీర్ఘమైన రంగస్థల నిర్మాణంగా మారింది. 1952లో అంబాసిడర్స్ థియేటర్లో ప్రారంభమైన ఈ నిర్మాణం, అసలు తారాగణం సభ్యులలో ఇతను, అతని భార్య ఇద్దరూ ఉన్నారు, ఇది 1974లో సెయింట్ మార్టిన్ థియేటర్కి మారింది; 2020లో కోవిడ్-19 మహమ్మారి ద్వారా ఆపివేయబడే వరకు దాదాపు ఏడు దశాబ్దాల పాటు ఉత్పత్తి నిరంతరం కొనసాగింది. అటెన్బరోలు ఉత్పత్తిలో 10 శాతం లాభం-భాగస్వామ్యాన్ని తీసుకున్నారు, ఇది వారి వారంవారీ జీతంతో కలిపి చెల్లించబడింది; అటెన్బరో తరువాత తన ఆత్మకథలో ఇలా వ్రాశాడు, ""ఇది నేను తీసుకున్న అత్యంత తెలివైన వ్యాపార నిర్ణయం అని నిరూపించబడింది. "
