,Recipients,controversy,controversy Telugu
3082,Rajdeep Sardesai,"On 30 September 2014, Sardesai was beaten by a group of Indians in the Madison Square of New York, United States.
Sardesai and others were acquitted of defamation by a Hyderabad court in November 2019 after issuing an unconditional apology to IPS officer Rajiv Trivedi for false reporting on his role in the death of Sohrabuddin Sheikh.In January 2021, Sardesai was taken off TV for two weeks by India Today while also cutting his monthly salary for alleging in a retracted tweet that Navreet Singh was killed in a police shooting during 2020–2021 Indian farmers' protest. Delhi Police claimed that his tweet on the cause of death was not accurate and referred to the CCTV footage of the incident of Singh's death. Later, Sardesai was booked for sedition over the Republic Day violence and the FIR stated that they shared misinformed news and ‘instigated violence’ on 26 January. Several journalists and politicians who reported about the 2021 Farmers' Republic Day parade were charged with sedition by the Delhi police and 5 state police in the BJP-ruled states. Siddharth Varadarajan called the police FIRs ""malicious prosecution"". Press Club of India (PCI), the Editors’ Guild of India, the Press Association, the Indian Women's Press Corps (IWPC), the Delhi Union of Journalists and the Indian Journalists Union in a joint press conference asked the sedition law to be scrapped. Editors Guild of India spoke against invoking of the sedition charge on journalists. The guild termed the FIRs as an ""attempt to intimidate, harass, browbeat and stifle the media""","30 సెప్టెంబర్ 2014న, యునైటెడ్ స్టేట్స్లోని న్యూయార్క్లోని మాడిసన్ స్క్వేర్లో సర్దేశాయిని భారతీయుల బృందం కొట్టింది. సోహ్రాబుద్దీన్ షేక్ మరణంలో తన పాత్రపై తప్పుడు నివేదిక ఇచ్చినందుకు ఐపీఎస్ అధికారి రాజీవ్ త్రివేదీకి బేషరతుగా క్షమాపణలు చెప్పిన తర్వాత సర్దేశాయ్, ఇతరులను హైదరాబాద్ కోర్టు నవంబర్ 2019లో పరువునష్టం నుండి నిర్దోషులుగా ప్రకటించింది. జనవరి 2021లో, 2020–2021 భారత రైతుల నిరసన సందర్భంగా పోలీసు కాల్పుల్లో నవరీత్ సింగ్ చనిపోయాడని ఉపసంహరించుకున్న ట్వీట్లో ఆరోపిస్తూ సర్దేశాయ్ను ఇండియా టుడే రెండు వారాల పాటు టీవీ నుండి తీసివేసింది. మరణానికి గల కారణాలపై ఆయన చేసిన ట్వీట్ సరైనది కాదని, సింగ్ మృతికి సంబంధించిన సీసీటీవీ ఫుటేజీని ఢిల్లీ పోలీసులు ప్రస్తావించారు. తర్వాత, రిపబ్లిక్ డే హింసపై సర్దేశాయ్పై దేశద్రోహం కేసు నమోదు చేయబడింది, జనవరి 26న వారు తప్పుడు సమాచారంతో కూడిన వార్తలను, 'ప్రేరేపిత హింస'ను పంచుకున్నారని FIR పేర్కొంది. 2021 రైతు గణతంత్ర దినోత్సవ పరేడ్ గురించి నివేదించిన పలువురు జర్నలిస్టులు, రాజకీయ నాయకులపై ఢిల్లీ పోలీసులు, బిజెపి పాలిత రాష్ట్రాల్లోని 5 రాష్ట్రాల పోలీసులు దేశద్రోహ నేరం మోపారు. సిద్ధార్థ్ వరదరాజన్ పోలీసుల ఎఫ్ఐఆర్లను ""హానికరమైన ప్రాసిక్యూషన్""గా అభివర్ణించారు. ప్రెస్ క్లబ్ ఆఫ్ ఇండియా (PCI), ఎడిటర్స్ గిల్డ్ ఆఫ్ ఇండియా, ప్రెస్ అసోసియేషన్, ఇండియన్ ఉమెన్స్ ప్రెస్ కార్ప్స్ (IWPC), ఢిల్లీ యూనియన్ ఆఫ్ జర్నలిస్ట్స్, ఇండియన్ జర్నలిస్ట్ యూనియన్ సంయుక్త విలేకరుల సమావేశంలో దేశద్రోహ చట్టాన్ని రద్దు చేయాలని కోరాయి. ఎడిటర్స్ గిల్డ్ ఆఫ్ ఇండియా జర్నలిస్టులపై దేశద్రోహ అభియోగాలను ప్రయోగించడాన్ని వ్యతిరేకించింది. ఎఫ్ఐఆర్లను ""మీడియాను భయపెట్టడానికి, వేధించడానికి, బుజ్జగించడానికి, అణచివేయడానికి చేసిన ప్రయత్నం""గా గిల్డ్ పేర్కొంది. "
3083,Rajeev Sethi,,
3084,Rajeev Taranath,,
3085,Rajendra Achyut Badwe,,
3086,Rajendra K. Pachauri,,
3087,Rajendra Kumar,,
3088,Rajendra Kumar Saboo,,
3089,Rajendra Singh Paroda,,
3090,Rajendra Singh Pawar,,
3091,Rajendra Tansukh Vyas,,
3092,Rajendra Tikku,,
3093,Rajendra Vir Singh,,
3094,Rajesh Khanna,,
3095,Rajesh Kotecha,,
3096,Rajesh Kumar Grover,,
3097,Rajesh Saraiya,,
3098,Rajeshwar Acharya,,
3099,Rajeshwar Dayal,,
3100,Rajeshwar Nath Zutshi,,
3101,Rajeshwar Shastri Dravid,,
3102,Rajinder Gupta,,
3103,Rajinder Kumar,,
3104,Rajinder Singh Bedi,,
3105,Rajinikanth,,
3106,Rajkavi Inderjeet Singh Tulsi,,
3107,Rajkumar,,
3108,Rajkumar Achouba Singh,,
3109,Rajkumar Jhalajit Singh,,
3110,Rajkumar Singhajit Singh,,
3111,Rajkumar Sumitra Devi,,
3112,Rajkumari Devi,,
3113,Rajmohini Devi,,
3114,Rajni Bector,,
3115,Rajni Kumar,,
3116,Rajnikant Shroff,,
3117,Rajpal Singh Sirohi,,
3118,Rajshekhar Basu,,
3119,Rajshree Pathy,,
3120,Rajyavardhan Singh Rathore,,
3121,Rakesh Bakshi,,
3122,Rakesh Kumar Jain,,
3123,Rakhaldas Sengupta,,
3124,Rakhee Gulzar,,
3125,Ralengnao Khathing,,
3126,Ralte L. Thanmawia,,
3127,Ralte Vanlawma,,
3128,Ram Badan Singh,,
3129,Ram Bahadur Rai,,
3130,Ram Chandra Varma,,
3131,Ram Chatur Mallick,,
3132,Ram Dayal Munda,,
3133,Ram Ganpati,,
3134,Ram Gopal Bajaj,,
3135,Ram Gopal Vijayvargiya,,
3136,Ram Harsh Singh,,
3137,Ram Kinkar Upadhyay,,
3138,Ram Kishore Chhipa,,
3139,Ram Krishan,,
3140,Ram Krishna Trivedi,,
3141,Ram Kumar (artist),,
3142,Ram Kumar Caroli,,
3143,Ram Lal Mehta,,
3144,Ram Lal Rajgarhia,,
3145,Ram Mohan,,
3146,Ram Narain Agarwal,,
3147,Ram Narain Bagley,,
3148,Ram Narain Nagu,,
3149,Ram Narayan,,
3150,Ram Narayan Chakravarti,,
3151,Ram Nath Shastri,,
3152,Ram Prakash Bambah,,
3153,Ram Prakash Gehlote,,
3154,Ram Prasad Choudhary Jaiswal,,
3155,Ram Punjwani,,
3156,Ram Saran Verma,,
3157,Ram Sarup Lugani,,
3158,Ram Shankar Tripathi,,
3159,Ram Singh,,
3160,Ram V. Sutar,,
3161,Ram Vilas Paswan,,
3162,Ram Yatna Shukla,,
3163,Rama Kant Shukla,,
3164,Ramachandra Datatraya Lele,,
3165,Ramachandra Guha,,
3166,Ramachandran Balasubramanian,,
3167,Ramachandran Nagaswamy,,
3168,Ramadas P. Shenoy,,
3169,Ramakant Achrekar,,
3170,Ramakant Gundecha,"On 4 September 2020, a student of Dhrupad Sansthan (training school run by Gundecha brothers) accused the late Ramakant Gundecha and Akhilesh Gundecha of sexual abuse. Following this event, several more students came forward with their allegations of abuse in discussions with the media.  The school announced Akhilesh Gundecha would be stepping down while the accusations were investigated by the internal committee.","On 4 September 2020, a student of Dhrupad Sansthan (training school run by Gundecha brothers) accused the late Ramakant Gundecha and Akhilesh Gundecha of sexual abuse. ఈ సంఘటన తర్వాత, పలువురు విద్యార్థులు మీడియాతో చర్చల్లో తమ దుర్వినియోగ ఆరోపణలతో ముందుకు వచ్చారు. ఆరోపణలను అంతర్గత కమిటీ విచారించగా అఖిలేష్ గుండెచా పదవీవిరమణ చేస్తున్నట్లు పాఠశాల ప్రకటించింది. "
3171,Ramakant Krishnaji Deshpande,,
3172,Ramakant Maheshwar Muzumdar,,
3173,Ramakanta Panda,,
3174,Ramakanta Rath,,
3175,Ramakrishna Ananthakrishnan,,
3176,Ramakrishna V. Hosur,,
3177,Ramamoorthi Belagaje,,
3178,Ramamurthi Badrinath,,
3179,Ramamurthy Thyagarajan,,
3180,Raman Gangakhedkar,,
3181,Raman Kapur,,
3182,Raman Madhavan Nair,,
3183,Raman Viswanathan,,
3184,Ramanand Sagar,,
3185,Ramanarayan Upadhyaya,,
3186,Ramanath Cowsik,,
3187,Ramanath Iyer Mathrubbotham,,
3188,Ramanatha Venkata Ramani,,
3189,Ramanathan Krishnan,,
3190,Ramanathapuram C. S. Murugabhoopathy,,
3191,Ramankutty Nair,,
3192,Ramanlal Gokaldas Saraiya,,
3193,Ramanujam Varatharaja Perumal,,
3194,Ramaranjan Mukherji,,
3195,Ramaswami Venkataswami,,
3196,Ramaswamy Duraiswamy Ayyar,,
3197,Ramaswamy Iyer,,
3198,Ramaswamy M. Vasagam,,
3199,Ramaswamy Rajaram,,
3200,Rambhadracharya,,
3201,Ramchand Kishindas Menda,,
3202,Ramchandra Manjhi,,
3203,Ramchandra Narayan Dandekar,,
3204,Ramdas Pai,,
3205,Ramdhari Singh Dinkar,,
3206,Ramesh Babaji Maharaj,,
3207,Ramesh Chandra Bhaskar Sule,,
3208,Ramesh Chandra Shah,,
3209,Ramesh Gelli,,
3210,Ramesh Inder Singh,,
3211,Ramesh Krishnan,,
3212,Ramesh Kumar (nephrologist),,
3213,Ramesh Nigam,,
3214,Ramesh Sippy,,
3215,Ramesh Tribhuvandas Doshi,,
3216,Rameshwar Nath Koul Bamezai,,
3217,Rameshwar Singh Kashyap,,
3218,Rameshwari Nehru,,
3219,Rameshwarlal Kabra,,
3220,Ramjee Singh,,
3221,Ramji Vasant Khanolkar,,
3222,Ramkinkar Baij,"A bronze bust of Rabindranath Tagore made by Baij was placed in 1984 at an outdoor monument in Balatonfüred, Hungary, on a promenade named for Tagore alongside Lake Balaton. Tagore had received cardiac treatment at the (Szívkórház) at Balatonfüred in 1926.
The National Gallery of Modern Art (NGMA) in New Delhi has the original concrete casting of the bust, from which the bronze bust was prepared, and dates the original to 1940, one year before Tagore's death. Apparently Tagore did not die ""right after"" the bust was completed.
When West Bengal Culture Minister Jatin Chakraborty unveiled Ramkinkar's bust of Tagore in Hungary, he had remarked that it did not ""look"" like Tagore, and should probably be replaced. When people like Satyajit Ray swiftly responded, the matter was laid to rest"".A differing view holds that many prominent persons including Maitreyi Devi (poet and novelist) supported Chakraborty, and that later the effort to replace the bust was cancelled by then cultural minister Buddhadeb Bhattacharjee.
The once controversial bust has been replicated by the Indian government and given by it to a number of foreign countries including Colombia, Finland and Israel.Some time between 2003 and 2009, the outdoor sculpture at Balatonfüred was replaced with a different appearing bust of Tagore, and the original bust by Baij was moved to room 220 of the State Hospital for Cardiology in Balatonfüred, which is the same room where Rabindranath Tagore had stayed in 1926.","బైజ్ చేత తయారు చేయబడిన రవీంద్రనాథ్ ఠాగూర్, కాంస్య ప్రతిమను 1984లో హంగేరిలోని బాలాటన్ఫుర్డ్లోని ఒక బహిరంగ స్మారక చిహ్నంలో, బాలాటన్ సరస్సు పక్కన ఠాగూర్ పేరు మీద ఉన్న విహార ప్రదేశంలో ఉంచారు. ఠాగూర్ 1926లో బాలాటన్ఫుర్డ్లోని (హార్ట్ హాస్పిటల్)లో గుండె సంబంధిత చికిత్స పొందారు. న్యూ ఢిల్లీలోని నేషనల్ గ్యాలరీ ఆఫ్ మోడరన్ ఆర్ట్ (NGMA) బస్ట్, అసలైన కాంక్రీట్ కాస్టింగ్ను కలిగి ఉంది, దీని నుండి కాంస్య ప్రతిమను సిద్ధం చేశారు, ఠాగూర్ మరణానికి ఒక సంవత్సరం ముందు 1940 నాటిది. బస్ట్ పూర్తయిన వెంటనే ఠాగూర్ మరణించలేదు. పశ్చిమ బెంగాల్ సాంస్కృతిక మంత్రి జతిన్ చక్రవర్తి హంగేరీలో రామ్కింకర్, ఠాగూర్ ప్రతిమను ఆవిష్కరించినప్పుడు, అది ఠాగూర్ లాగా కనిపించడం లేదని, బహుశా దానిని భర్తీ చేయాలని వ్యాఖ్యానించారు. సత్యజిత్ రే వంటి వ్యక్తులు వేగంగా స్పందించడంతో, విషయం సద్దుమణిగింది"". మైత్రేయి దేవి (కవి, నవలా రచయిత్రి)తో సహా అనేక మంది ప్రముఖులు చక్రవర్తికి మద్దతు ఇచ్చారని, ఆ తర్వాత బస్ట్ను భర్తీ చేసే ప్రయత్నాన్ని అప్పటి సాంస్కృతిక మంత్రి బుద్ధదేవ్ భట్టాచార్జీ రద్దు చేశారని భిన్నమైన అభిప్రాయం ఉంది. ఒకప్పుడు వివాదాస్పదమైన ప్రతిమను భారత ప్రభుత్వం పునరావృతం చేసింది, కొలంబియా, ఫిన్లాండ్, ఇజ్రాయెల్తో సహా అనేక విదేశీ దేశాలకు అందించబడింది. 2003, 2009 మధ్య కొంత సమయం వరకు, బాలాటన్ఫుర్డ్లోని బహిరంగ శిల్పం ఠాగూర్, విభిన్న ప్రతిమతో భర్తీ చేయబడింది, బైజ్, అసలు ప్రతిమను బాలాటన్ఫ్యూర్డ్లోని స్టేట్ హాస్పిటల్ ఫర్ కార్డియాలజీలోని 220 గదికి మార్చారు, అదే రవీంద్రనాథ్ ఠాగూర్ ఉన్న గది. 1926లో బస చేశారు. "
3223,Ramkumar Verma,,
3224,Ramli Bin Ibrahim,,
3225,Ramniklal K. Gandhi,,
3226,Ramoji Rao,,
3227,Ramprasad Ramchand Khandelwal,,
3228,Ramrao Deshmukh,,
3229,Ramsing Fakiraji Bhanawat,,
3230,Rana Krishnadev Narain Singh,,
3231,Rana Moti Singh,,
3232,Ranbir Chander Sobti,,
3233,Ranbir Singh Bisht,,
3234,Randeep Guleria,,
3235,Randhir Sud,,
3236,Ranganathan Parthasarathy,,
3237,Rangasami Lakshminarayana Kashyap,,
3238,Rangaswamy Narasimhan,,
3239,Rani Gaidinliu,,
3240,Rani Karnaa,,
3241,Rani Rampal,,
3242,Ranjan Roy Daniel,,
3243,Ranjana Gauhar,,
3244,Ranjit Bhargava,,
3245,Ranjit Ramachandra Rao Desai,,
3246,Ranjit Roy Chaudhury,,
3247,Ranjit Singh Sarkaria,,
3248,Rao Raja Hanut Singh,,
3249,Rasheed Ahmad Siddiqui,,
3250,Rashid Khan,,
3251,Ratan Lal Joshi,,
3252,Ratan Shankar Mishra,,
3253,Ratan Shastri,,
3254,Ratan Tata,,
3255,Ratan Thiyam,,
3256,Rathin Datta,,
3257,Ratna Fabri,,
3258,Ratnappa Kumbhar,,
3259,Ratnasundarsuri,,
3260,Rattan Lal,,
3261,Ravi Chaturvedi,,
3262,Ravi Grover,,
3263,Ravi Kannan R,,
3264,Ravi Kant,,
3265,Ravi Kumar Narra,,
3266,Ravi Narayana Reddy,,
3267,Ravi Shankar,,
3268,Ravi Shankar Sharma,,
3269,Ravinder Kumar Bali,,
3270,Ravindra Chandra Bhargava,,
3271,Ravindra Dayal,,
3272,Ravindra Jain,,
3273,Ravindra Kelekar,,
3274,Ravindra Kumar,,
3275,Ravindra Kumar Sinha,,
3276,Ravindra Nagar,,
3277,Ravindra Nath Shrivastava,,
3278,Ravindra Santram Dharkar,,
3279,Ravindra Singh Bisht,,
3280,Ravindra and Smita Kolhe,,
3281,Ravishankar Raval,,
3282,Rear Francis Leslie Fraser,,
3283,Reema Nanavati,,
3284,Reeta Devi,,
3285,Rehana Khatoon,,
3286,Rehman Rahi,,
3287,Rehmath Beegum Sailaniyoda,,
3288,Rekandar Nageswara Rao,,
3289,Rekha,,
3290,Relangi,,
3291,Remo Fernandes,,
3292,Renana Jhabvala,,
3293,Renuka Ray,,
3294,Resul Pookutty,,
3295,Reuben David,,
3296,Rev Joel K. Lakra,,
3297,Rewben Mashangva,,
3298,Richard Attenborough,,
3299,Rita Ganguly,,
3300,Ritu Kumar,,
3301,Ritu Menon,,
3302,Ritwik Ghatak,,
3303,Riyaz Punjabi,,
3304,Robert Blackwill,,
3305,Robert Brocklesby Davis,,
3306,Robert Thurman,,
3307,Robin Banerjee,,
3308,Roddam Narasimha,,
3309,Rohini Godbole,,
3310,Roman Sarmah,,
3311,Romesh Wadhwani,,
3312,Romuald D'Souza,,
3313,Romulus Whitaker,,
3314,Ronald Carlton Vivian Piadade Noronha,,
3315,Ronen Sen,,
3316,Rongbong Terang,,
3317,Roshan Kumari,,
3318,Roshan Lal Anand,,
3319,Roshan Phooken,,
3320,Rostislav Rybakov,,
3321,Rudraradhya Muddu Basavaradhya,,
3322,Rukmini Baburao Pawar,,
3323,Rukmini Devi Arundale,,
3324,Runa Banerjee,,
3325,Ruskin Bond,,
3326,Russi Mody,,
3327,Rustom Jal Vakil,,
3328,Rustom Phiroze Soonawala,,
3329,Rustomji Bomanji Billimoria,,
3330,Rustomji Marwanji Alpaiwala,,
3331,S. B. Mujumdar,,
3332,S. C. Jamir,,
3333,S. C. Manchanda,,
3334,S. C. Munshi,,
3335,S. D. Burman,,
3336,S. Dhakshinamurthy Pillai,,
3337,S. G. Mahalingayyar Subramaniam,,
3338,S. G. Thakur Singh,,
3339,S. H. Raza,,
3340,S. I. Padmavati,,
3341,S. Jaishankar,,
3342,S. K. M. Maeilanandhan,,
3343,S. K. Misra,,
3344,S. K. Sama,,
3345,S. K. Shivkumar,,
3346,S. K. Sikka,,
3347,S. Krishnaswamy,,
3348,S. L. Bhyrappa,,
3349,S. M. Ganapathy,,
3350,S. N. Goenka,,
3351,S. N. Swamy,,
3352,S. Narasimhan,,
3353,S. P. Balasubrahmanyam,,
3354,S. P. Balasubramaniam,,
3355,S. P. Kothari,,
3356,S. P. Nimbalkar,,
3357,S. P. Oswal,,
3358,S. P. P. Thorat,,
3359,S. P. Varma,,
3360,S. R. Janakiraman,,
3361,S. R. Ranganathan,,
3362,S. R. Srinivasa Varadhan,,
3363,S. Ramachandran,,
3364,S. Ramakrishnan,,
3365,S. Ramaswamy Iyer Balasubrahmanyam,,
3366,S. S. Badrinath,,
3367,S. S. Rajamouli,,
3368,S. S. Rathore,,
3369,S. S. Vasan,,
3370,S. Shakir Ali,,
3371,S. Somasundaram,,
3372,S. Srinivasa Sriramacharyulu,,
3373,S. Srinivasan,,
3374,S. V. S. Raghavan,,
3375,Saalumarada Thimmakka,,
3376,Saba Anjum Karim,,
3377,Sabarmatee,,
3378,Sabitri Chatterjee,,
3379,Sabitri Heisnam,,
3380,Sabri Khan,,
3381,Sabya Sachi Sarkar,,
3382,Sachchidanand Sahai,,
3383,Sachidananda Routray,,
3384,Sachin Tendulkar,,
3385,Sadashiv Rath Sharma,,
3386,Sadashiv Vasantrao Gorakshkar,,
3387,Sadasiv Misra,,
3388,Sadat Abul Masud,,
3389,Sadhu Meher,,
3390,Sadhu Singh Hamdard,,
3391,Sadiq-ur-Rahman Kidwai,,
3392,Saeed Jaffrey,,
3393,Sagat Singh,,
3394,Sahir Ludhianvi,,
3395,Sai Paranjpye,,
3396,Saibaba Goud,,
3397,Saichiro Misumi,,
3398,Saif Ali Khan,,
3399,Saif-ud-din Ahmad,,
3400,Saikhom Mirabai Chanu,,
3401,Sailabala Das,,
3402,Sailen Manna,,
