,Recipients,later life,later life Telugu
3911,Surendra Singh,"After leaving full-time government service in 1996, Singh accepted a position as a director for the World Bank Group on the boards of the International Bank for Reconstruction and Development (IBRD) and International Finance Corporation (IFC). He chaired the World Bank Committee on Development Effectiveness. Singh also served as the representative of India, Bangladesh, Sri Lanka and Bhutan at the World Bank with the rank of ambassador. However, he continued to advise the Indian government via various consultative committees, including those on industry, international economic relations, transport and tourism.In 2001, Singh accepted a position as an independent director at NIIT Limited, a corporate training company. From 2001 to 2013, he served as independent director on the board of Jubilant Life Sciences Ltd (also known as Jubilant Organosys Ltd.).  He was an independent director on the board of AXIS Bank Limited (formerly, UTI Bank Ltd.) until 27 April 2008. In 2008 he became an advisor to the Observer Research Foundation (ORF)","1996లో పూర్తిస్థాయి ప్రభుత్వ సేవలు వదిలి వచ్చిన తర్వాత అంతర్జాతీయ బ్యాంకు రీకన్స్ట్రక్షన్ అండ్ డెవలప్మెంట్ (ఐబిఆర్డి), ఇంటర్నేషనల్ ఫైనాన్స్ కార్పొరేషన్ (ఐ. అభివృద్ధి అమలుపై ప్రపంచ బ్యాంకు కమిటీకి ఆయన అధ్యక్షత వహించారు. భారత్, బంగ్లాదేశ్, శ్రీలంక, భూటాన్ దేశాల ప్రతినిధిగా కూడా అంబాసిడర్ హోదాతో ప్రపంచ బ్యాంకులో పనిచేశారు సింగ్. అయితే పరిశ్రమ, అంతర్జాతీయ ఆర్థిక సంబంధాలు, రవాణా, పర్యాటక రంగాలపై ఉన్నవారితో సహా వివిధ కన్సల్టెటివ్ కమిటీల ద్వారా భారత ప్రభుత్వానికి సలహాలు కొనసాగిస్తూనే ఉన్న. 2001లో కార్పొరేట్ శిక్షణ సంస్థ ఎన్ఐఐటీ లిమిటెడ్లో స్వతంత్ర డైరెక్టర్గా సింగ్ స్థానం స్వీకరించారు. 2001 నుండి 2013 వరకు, ఇతను జూలియంట్ లైఫ్ సైన్సెస్ లిమిటెడ్ బోర్డులో స్వతంత్ర డైరెక్టర్గా పనిచేశారు (జూలియంట్ ఆర్గానోసిస్ లిమిటెడ్ అని కూడా పిలుస్తారు. ). ఆక్సిఎస్ బ్యాంక్ లిమిటెడ్ (గతంలో, యుటిఐ బ్యాంక్ లిమిటెడ్) బోర్డులో ఆయన స్వతంత్ర డైరెక్టర్గా ఉన్నారు. ) 27 ఏప్రిల్ 2008 వరకు. 2008లో అబ్జర్వర్ రీసెర్చ్ ఫౌండేషన్ (ఆర్ఓఎఫ్)కు సలహాదారుగా మారారు. "
3912,Surendra Singh Yadav,,
3913,Surendra Y. Mohanty,,
3914,Surendranath Kar,,
3915,Suresh Chandra Dutta,,
3916,Suresh Chandra Roy,,
3917,Suresh Dutta,,
3918,Suresh Gundu Amonkar,,
3919,Suresh H. Advani,,
3920,Suresh Krishna,,
3921,Suresh Kumar Neotia,,
3922,Suresh Shankar Nadkarni,,
3923,Suresh Singh,,
3924,Suresh Talwalkar,,
3925,Suresh Wadkar,,
3926,Surinder Kaur,,
3927,Surinder Kumar Dey,,
3928,Surinder Mehta,,
3929,Surinder Singh Gill,,
3930,Surindera Nath Banerjee,,
3931,Surjit Singh Gujral,,
3932,Surjit Singh Patar,,
3933,Surjya Kanta Hazarika,,
3934,Surrendar Saini,,
3935,Surya Deo Singh,,
3936,Surya Kumar Bhuyan,,
3937,Surya Narayan Vyas,,
3938,Suryadevara Ramachandra Rao,,
3939,Susanne Hoeber Rudolph,,
3940,Sushantha Kumar Bhattacharyya,,
3941,Sushil Doshi,,
3942,Sushil Gupta,,
3943,Sushil Kumar,,
3944,Sushil Kumar Saxena,,
3945,Sushil Sahai,,
3946,Sushma Swaraj,,
3947,Sushovan Banerjee,,
3948,Suwalal Chhaganmal Bafna,,
3949,Svetoslav Roerich,,
3950,Swadesh Chatterjee,,
3951,Swami Bichitranada Das,,
3952,Swami Harigovind,,
3953,Swami Kalyandev,,
3954,Swami Pranavananda,,
3955,Swami Vishudhananda,,
3956,Swaminathan Sivaram,,
3957,Swapan Chaudhuri,,
3958,Swapan Dasgupta,,
3959,Swapan Guha,,
3960,Swapna Sundari,,
3961,Swaran Singh,,
3962,Swaran Singh Boparai,,
3963,Swaroop Kishen Reu,,
3964,Swati A. Piramal,,
3965,Swraj Paul,,
3966,Syamal Bhushan Ghosh Dastidar,,
3967,Syed Abdul Latif,,
3968,Syed Abdul Malik,,
3969,Syed Abdul Qadir,,
3970,Syed Bashiruddin,,
3971,Syed Fareeduddin,,
3972,Syed Haider Raza,,
3973,Syed Hasan Askari,,
3974,Syed Hassan,,
3975,Syed Husain Zaheer,,
3976,Syed Hussain Ali Jaffri,,
3977,Syed Iqbal Hasnain,,
3978,Syed Kirmani,,
3979,Syed Mir Qasim,,
3980,Syed Mohammad Sharfuddin Quadri,,
3981,Syed Mohammed Arif,,
3982,Syed Mohd. Mirza Mohazzab,,
3983,Syed Mohd. Moinul Haq,,
3984,Syed Muazzem Ali,,
3985,Syed Nasaar Ahmed Shah,,
3986,Syed Shah Mohammed Hussaini,,
3987,Syed Zahoor Qasim,,
3988,Syeda Saiyidain Hameed,,
3989,Syedna Mohammed Burhanuddin,,
3990,T. A. Mudon Sharma,,
3991,T. A. Pai,,
3992,T. G. K. Menon,,
3993,T. H. Vinayakram,,
3994,T. J. S. George,,
3995,T. K. Lahiri,,
3996,T. K. Murthy,,
3997,T. K. Oommen,,
3998,T. K. Viswanathan,,
3999,T. M. A. Pai,,
4000,T. M. Ponnambalam Mahadevan,,
4001,T. M. Soundararajan,,
4002,T. N. Krishnan,,
4003,T. N. Manoharan,,
4004,T. N. Seshagopalan,,
4005,T. N. Srinivasan,,
4006,T. Narayanayajwa Ramachandran,,
4007,T. P. Lahane,,
4008,T. P. Meenakshisundaram,,
4009,T. R. Mahalingam,,
4010,T. R. Seshadri,,
4011,T. S. Avinashilingam Chettiar,,
4012,T. S. Chandrasekar,,
4013,T. S. Prahlad,,
4014,T. S. Ramaswami Aiyer,,
4015,T. S. Satyan,,
4016,T. S. Soundram,,
4017,T. Sailo,,
4018,T. V. Devarajan,,
4019,T. V. Gopalakrishnan,,
4020,T. V. Mahalingam,,
4021,T. V. Narayana,,
4022,T. V. R. Shenoy,,
4023,T. V. Rajeswar,,
4024,T. V. Ramakrishnan,,
4025,T. V. Sankaranarayanan,,
4026,T. Varadachari Ramanujam,,
4027,T. Venkatapathi Reddiar,,
4028,T.V. Mohandas Pai,,
4029,Taarak Mehta,,
4030,Tabu,,
4031,Tadepalli Venkanna,,
4032,Tafazzul Ali,,
4033,Talat Mahmood,,
4034,Tan Chung,,
4035,Tao Porchon-Lynch,,
4036,Tapan Raychaudhuri,,
4037,Tapan Sinha,,
4038,Tapishwar Narain Raina,"Raina died on 19 May 1980 in Ottawa, while serving as India's High Commissioner to Canada.",కెనడాలో భారత హైకమిషనర్గా పనిచేస్తున్నప్పుడు రైనా 19 మే 1980న ఒట్టావాలో మరణించాడు. 
4039,Tara Chand,,
4040,Tara Cherian,,
4041,Tarabai Modak,,
4042,Taranath Narayan Shenoy,,
4043,Tarapada Basu,,
4044,Taraprasad Das,,
4045,Tarasankar Bandyopadhyay,,
4046,Tarla Dalal,,
4047,Tarlochan Singh,,
4048,Tarlochan Singh Kler,,
4049,Tarlok Singh (economist),,
4050,Taro Nakayama,,
4051,Tarun Das,,
4052,Tarun Gogoi,,
4053,Tarun Majumdar,,
4054,Tarundeep Rai,,
4055,Tashi Tondup,,
4056,Tatyana Elizarenkova,,
4057,Teejan Bai,,
4058,Teesta Setalvad,,
4059,Tehemton Erach Udwadia,,
4060,Tejas Patel,,
4061,Tejomayananda,,
4062,Tekkatte Narayan Shanbhag,,
4063,Tekur Kashi Nath,,
4064,Telo Mascarenhas,,
4065,Temsula Ao,,
4066,Tenzing Norgay,,
4067,Tetsu Nakamura,,
4068,Thackkadu Natesasastrigal Jagadisan,,
4069,Thakazhi Sivasankara Pillai,,
4070,Thakur Jaideva Singh,,
4071,Thalappil Pradeep,,
4072,Thanga Darlong,,
4073,Thangam Philip,,
4074,Thanikachalam Sadagopan,,
4075,Thant Myint-U,,
4076,Thanu Padmanabhan,,
4077,Thapfoorya Haralu,,
4078,Thayil John Cherian,,
4079,Theilin Phanbuh,,
4080,Thekkethil Kochandy Alex,,
4081,Thenumgal Poulose Jacob,,
4082,Thiagarajan Muthian,,
4083,Thikkurissy Sukumaran Nair,,
4084,Thilakan,,
4085,Thingbaijam Babu Singh,,
4086,Thirumalachari Ramasami,,
4087,Thirumalraya Swaminathan,,
4088,Thiruvengadam Lakshman Sankar,,
4089,Thiruvizhimazhalai Subramania Pillai,,
4090,Thomas Kailath,,
4091,Thomas Kunnunkal,,
4092,Thoppil Varghese Antony,,
4093,Thota Tharani,,
4094,Thrity H. Taleyarkhan,,
4095,Tilak Gitai,,
4096,Tiruppattur R. Venkatachala Murthi,,
4097,Tiruvadi Sambasiva Venkataraman,,
4098,Tiruvadi Venkataraman Ramamurti,,
4099,Tokheho Sema,,
4100,Tom Alter,,
4101,Tomio Mizokami,,
4102,Tommy Koh,,
4103,Tony Fernandez,,
4104,Toppur Seethapathy Sadasivan,,
4105,Tribhuvandas Kishibhai Patel,,
4106,Tribhuvandas Luhar (Sundaram),,
4107,Trichur V. Ramachandran,,
4108,Tridib Nath Banerjee,,
4109,Triguna Sen,,
4110,Trilochan Pradhan,,
4111,Triloki Nath Chaturvedi,,
4112,Triloki Nath Khoshoo,,
4113,Trilokinath Sharma,,
4114,Trinity Saioo,,
4115,Tripti Mitra,,
4116,Tripti Mukherjee,,
4117,Tripuraneni Hanuman Chowdary,,
4118,Trivandrum Kannusami Pillai Shanmugam,,
4119,Tsering Landol,,
4120,Tsering Norboo,,
4121,Tsering Wangdus,,
4122,Tsultrim Chonjor,,
4123,Tulasi Gowda,,
4124,Tulasi Munda,,
4125,Tulsi Das,,
4126,Tulsidas Borkar,,
4127,Tumkur Ramaiya Satishchandran,,
4128,Turlapaty Kutumba Rao,,
4129,Tushar Kanjilal,,
4130,Tushar Kanti Ghosh,,
4131,Tyeb Mehta,,
4132,U. N. Dhebar,,
4133,U. R. Ananthamurthy,,
4134,U. Srinivas,,
4135,Uday Shankar,,
4136,Udaybhansinhji Natwarsinhji Jethwa,,
4137,Uddhab Bharali,,
4138,Udit Narayan,,
4139,Udupi Ramachandra Rao,,
4140,Ujjwal Nikam,,
4141,Ujwala Patil,,
4142,Ulhas Kashalkar,,
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,,
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,"Singh was presented with his VC by King George VI at Buckingham Palace on 15 October 1945.  The citation reads ""Havildar Umrao Singh set a supreme example of gallantry and devotion to duty.""
He was promoted after recovering from his wounds.  He retired from the British Indian army in 1946, but rejoined the army in 1947 following independence. On 1 February 1950, Singh was promoted to the junior commissioned officer rank of jemadar (equivalent to the present-day rank of naib subedar). He was promoted to subedar major on 2 May 1968, and to the honorary rank of captain on 15 August 1970. After leaving the army a second time, he returned to farm his family's 2 acre (8,000 m2) smallholding.
At the celebrations of the 50th anniversary of VE Day in London in 1995, he was almost turned away from the VIP tent because his name was not on the correct list, but Brigadier Tom Longland, who had organised the event, recognised his medal and gave orders for him to be admitted.  After the event, Singh complained to British Prime Minister John Major about the meagre pension of £168 per year paid to the then ten surviving Indian VC holders.  The amount had remained fixed since 1960, but Major subsequently arranged for the pension to be raised to £1,300 per year","1945 అక్టోబరు 15న బకింగ్హామ్ ప్యాలెస్లో కింగ్ జార్జ్ VI ద్వారా సింగ్కి అతని VC బహుకరించారు. ఉల్లేఖనం ఇలా ఉంది ""హవిల్దార్ ఉమ్రావ్ సింగ్ శౌర్యం, విధి పట్ల భక్తికి అత్యుత్తమ ఉదాహరణ. ‘‘గాయాల నుంచి కోలుకున్న తర్వాత పదోన్నతి పొందారు. ఇతను 1946లో బ్రిటిష్ ఇండియన్ ఆర్మీ నుండి రిటైర్ అయ్యాడు, అయితే స్వాతంత్ర్యం తర్వాత 1947లో తిరిగి సైన్యంలో చేరాడు. 1 ఫిబ్రవరి 1950న, సింగ్ జూనియర్ కమీషన్డ్ ఆఫీసర్ ర్యాంక్ జెమాదార్కు పదోన్నతి పొందారు (ప్రస్తుత నాయబ్ సుబేదార్ స్థాయికి సమానం). ఇతను 2 మే 1968న సుబేదార్ మేజర్గా, 15 ఆగస్టు 1970న గౌరవ కెప్టెన్ హోదాకు పదోన్నతి పొందాడు. రెండవసారి సైన్యాన్ని విడిచిపెట్టిన తర్వాత, ఇతను తన కుటుంబానికి చెందిన 2 ఎకరాల (8, 000 మీ2) చిన్న పొలంలో వ్యవసాయానికి తిరిగి వచ్చాడు. 1995లో లండన్లో జరిగిన VE డే, 50వ వార్షికోత్సవ వేడుకలలో, అతని పేరు సరైన జాబితాలో లేనందున ఇతను VIP డేరా నుండి దాదాపుగా వెనుదిరిగాడు, అయితే ఈవెంట్ను నిర్వహించిన బ్రిగేడియర్ టామ్ లాంగ్లాండ్ అతని పతకాన్ని గుర్తించి అందించాడు. అతనిని అడ్మిట్ చేయమని ఆదేశించింది. ఈ కార్యక్రమం ముగిసిన తర్వాత, అప్పటికి జీవించి ఉన్న పది మంది భారతీయ VC హోల్డర్లకు సంవత్సరానికి £168 చెల్లించే కొద్దిపాటి పెన్షన్ గురించి సింగ్ బ్రిటిష్ ప్రధాన మంత్రి జాన్ మేజర్కి ఫిర్యాదు చేశాడు. ఈ మొత్తం 1960 నుండి స్థిరంగానే ఉంది, అయితే మేజర్ తరువాత పెన్షన్ను సంవత్సరానికి £1, 300కి పెంచడానికి ఏర్పాటు చేసారు. "
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,,
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,,
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,"Singh married Vandana Rani Singh in 1973 and they divorced in 1976. He was later diagnosed with schizophrenia. With his condition worsening in the late 1970s, he was admitted to the Central Institute of Psychiatry in Kanke (now in Jharkhand) and remained there until 1985.In 1987, Singh returned to his village of Basantpur. He disappeared during his train journey to Pune in 1989 and was found four years later in 1993 in Doriganj near Chhapra of Saran district. He was then admitted to the National Institute of Mental Health and Neurosciences (NIMHANS), Bangalore. In 2002, he was treated at the Institute of Human Behaviour and Allied Sciences (IHBAS), Delhi.In 2014, Singh was appointed a visiting professor at Bhupendra Narayan Mandal University (BNMU) in Madhepura.Singh died on 14 November 2019 at Patna Medical College and Hospital in Patna after prolonged illness.","సింగ్ 1973లో వందనా రాణి సింగ్ను వివాహం చేసుకున్నారు, వారు 1976లో విడాకులు తీసుకున్నారు. ఆ తర్వాత అతనికి స్కిజోఫ్రెనియా ఉన్నట్లు నిర్ధారణ అయింది. 1970ల చివరలో అతని పరిస్థితి మరింత దిగజారడంతో, ఇతను కాంకేలోని సెంట్రల్ ఇన్స్టిట్యూట్ ఆఫ్ సైకియాట్రీలో (ప్రస్తుతం జార్ఖండ్లో ఉన్నాడు) చేరాడు, 1985 వరకు అక్కడే ఉన్నాడు. 1987లో, సింగ్ తన బసంత్పూర్ గ్రామానికి తిరిగి వచ్చాడు. ఇతను 1989లో పూణేకు రైలు ప్రయాణంలో అదృశ్యమయ్యాడు, నాలుగు సంవత్సరాల తరువాత 1993లో సరన్ జిల్లా ఛప్రా సమీపంలోని డోరిగంజ్లో కనుగొనబడ్డాడు. ఆ తర్వాత బెంగుళూరులోని నేషనల్ ఇనిస్టిట్యూట్ ఆఫ్ మెంటల్ హెల్త్ అండ్ న్యూరోసైన్సెస్ (నిమ్హాన్స్)లో చేరాడు. 2002లో, ఇతను ఢిల్లీలోని ఇన్స్టిట్యూట్ ఆఫ్ హ్యూమన్ బిహేవియర్ అండ్ అలైడ్ సైన్సెస్ (IHBAS)లో చికిత్స పొందాడు. 2014లో, సింగ్ మాధేపురాలోని భూపేంద్ర నారాయణ్ మండల్ విశ్వవిద్యాలయం (BNMU)లో విజిటింగ్ ప్రొఫెసర్గా నియమితులయ్యారు. సింగ్ 14 నవంబర్ 2019 న పాట్నాలోని పాట్నా మెడికల్ కాలేజ్ అండ్ హాస్పిటల్లో దీర్ఘకాలిక అనారోగ్యంతో మరణించాడు. "
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
4308,Vijayalakshmi Ravindranath,,
4309,Vijayasarathi Sribhashyam,,
4310,Vijaydan Detha,,
4311,Vijayendra Nath Kaul,,
4312,Vijaypal Singh,,
4313,Vijaypat Singhania,,
4314,Vijender Singh,,
4315,Vikas Gowda,,
4316,Vikas Mahatme,,
4317,Vikram Chandra Thakur,,
4318,Vikram Marwah,,
4319,Vikram Pandit,,
4320,Vikram Sarabhai,,
4321,Vikram Seth,,
4322,Vikramjit Sahney,,
4323,Vilayanur S. Ramachandran,,
4324,Vimla Dang,,
4325,Vinay Chandra Maudgalya,,
4326,Vinayak Pandurang Karmarkar,,
4327,Vinayak Sitaram Sarwate,,
4328,Vinayak Vishnu Khedekar,,
4329,Vinayaka Krishna Gokak,,
4330,Vinayakrao Patwardhan,,
4331,Vinjamuri Venkata Lakshmi Narasimha Rao,,
4332,Vinod Dua,,
4333,Vinod K. Singh,,
4334,Vinod Prakash Sharma,,
4335,Vinod Rai,,
4336,Vinoo Mankad,,
4337,Vipin Buckshey,,
4338,Vir Singh,,
4339,Vir Vati,,
4340,Virander Singh Chauhan,,
4341,Virat Kohli,,
4342,Virender Lal Chopra,,
4343,Virender Sehwag,,
4344,Virender Singh,,
4345,Virendra Dayal,,
4346,Virendra Kumar Sharma,,
4347,Virendra Prabhakar,,
4348,Virendra Singh Sethi,,
4349,Virendra Verma,,
4350,Viresh Pratap Chaudhry,,
4351,Vishnu Bhikaji Kolte,,
4352,Vishnu Madav Ghatage,,
4353,Vishnu Namdeo Adarkar,,
4354,Vishnu Pandya,,
4355,Vishnu Prabhakar,,
4356,Vishnu Sakharam Khandekar,,
4357,Vishnu Vaman Shirwadkar (Kusumagraj),,
4358,Vishnukant Jha,,
4359,Vishnunarayanan Namboothiri,,
4360,Vishveshwar Nath Langer,,
4361,Vishwa Gopal Jhingran,,
4362,Vishwa Kumar Gupta,,
4363,Vishwa Mohan Bhatt,,
4364,Vishwanath Hari Salaskar,,
4365,Vishwesha Teertha,,
4366,Vishweshwaraiah Prakash,,
4367,Viswanatha Satyanarayana,,
4368,Viswanathan Anand,,
4369,Vithal Nagesh Shirodkar,,
4370,Vithalbhai Chhotabhai Patel,,
4371,Vithalbhai Jhaveri,,
4372,Vithaldas Hakamohand Shah,,
4373,Vithalrao Vikhe Patil,,
4374,Vitthal Laxman Phadke,,
4375,Vivek,,
4376,Vivekananda Mukhopadhyaya,,
4377,Vrindavan Lal Verma,,
4378,Vulimiri Ramalingaswami,,
4379,Vuppuluri Ganapathi Sastry,,
4380,Vyjayanthimala,,
4381,W. D. Amaradeva,,
4382,Waheeda Rehman,,
4383,Wahiduddin Khan,,
4384,Waikhom Gojen Meitei,,
4385,Walter Sisulu,,
4386,Waman Bapuji Metre,,
4387,Waman Dattatreya Patwardhan,,
4388,Waman Kendre,,
4389,Waman Thakre,,
4390,Wareppa Naba Nil,,
4391,Wasifuddin Dagar,,
4392,Wayan Dibia,,
4393,Weer Rajendra Rishi,,
4394,Wendell Rodricks,,
4395,William Mark Tully,,
4396,Wilson Jones,,
4397,Wing Sultan Singh Yadav,,
4398,Wng Keshavamurthy Ramachandra Rao,,
4399,Y. Venugopal Reddy,,
4400,Yadla Gopalrao,,
4401,Yagnaswami Sundara Rajan,,
4402,Yamini Krishnamurthy,,
4403,Yamunabai Vinayakarao Khadilkar,,
4404,Yamunabai Waikar,,
4405,Yarlagadda Lakshmi Prasad,,
4406,Yarlagadda Nayudamma,,
4407,Yash Chopra,,
4408,Yash Gulati,,
4409,Yash Pal,,
4410,Yashodhar Mathpal,,
4411,Yashodhara Dasappa,,
4412,Yashpal,,
4413,Yashpal Jain,,
4414,Yashwant Dinkar Pendharkar,,
4415,Yazdi Karanjia,,
4416,Yelavarthy Nayudamma,,
4417,Yella Venkateswara Rao,,
4418,Yeshe Dorjee Thongchi,,
4419,Yeshi Dhonden,,
4420,Yezdi Hirji Malegam,,
4421,Yog Raj Sharma,,
4422,Yogesh Chander Deveshwar,,
4423,Yogesh Kumar Chawla,,
4424,Yogesh Praveen,,
4425,Yogeshwar Dayal,,
4426,Yogeshwar Dutt,,
4427,Yogi Aereon,,
4428,Yoshio Sakurauchi,,
4429,Yoshiro Mori,,
4430,Yousuf Hussain Khan,,
4431,Yudhvir Singh,,
4432,Yuli Vorontsov,,
4433,Yumlembam Gambhini Devi,,
4434,Yusuf Hamied,,
4435,Yusufkhan Mohamadkhan Pathan,,
4436,Yuvraj Singh,,
4437,Zafar Futehally,,
4438,Zafar Iqbal,,
4439,Zaheer Khan,,
4440,Zainulabedin Gulam Husain Rangoonwala,,
4441,Zakir Husain,,
4442,Zakir Hussain (musician),,
4443,Zal Sohrab Tarapore,,
4444,Zarina Currimbhoy,,
4445,Zaverilal Mehta,,
4446,Zehra Ali Yavar Jung,,
4447,Zohra Sehgal,,
4448,Zubin Mehta,,
