,Recipients,WikiLink,Padma Shri Year,Padma Shri State,Padma Shri Field,Padma Shri Awarded By,Padma Bhushan Year,Padma Bhushan State,Padma Bhushan Field,Padma Bhushan Awarded By,Padma Vibhushan Year,Padma Vibhushan State,Padma Vibhushan Field,Padma Vibhushan Awarded By,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Occupation,Election Year,Posthumus
2702,Milena Salvini,https://en.wikipedia.org/wiki/Milena_Salvini,2019.0,,Arts,Ram Nath Kovind,,,,,,,,,nan,1933-04-23 00:00:00,Italy,2022-01-25 00:00:00,nan,nan,Italy,,,,,,Yes,No
2703,Nagindas Sanghavi,https://en.wikipedia.org/wiki/Nagindas_Sanghavi,2019.0,"Maharashtra, India",Literature and Education,Ram Nath Kovind,,,,,,,,,"(1920-03-10)10 March 1920
Bhavnagar,Gujarat",(1920-03-10)10 March 1920,"Bhavnagar,Gujarat","July 12, 2020(2020-07-12)(aged 100)","July 12, 2020(2020-07-12)(aged 100)",nan,Indian,,,,,"political professor, author and columnist",Yes,No
2704,Sirivennela Seetharama Sastry,https://en.wikipedia.org/wiki/Sirivennela_Seetharama_Sastry,2019.0,"Telangana, India",Arts,Ram Nath Kovind,,,,,,,,,"Chembolu Seetharama Sastry
(1955-05-20)20 May 1955(age 66)
Anakapalli,Andhra State, India",(1955-05-20)20 May 1955(age 66),nan,nan,nan,nan,,,,,Full list,Lyricistpoetsinger,Yes,No
2705,Shabbir Sayyad,https://en.wikipedia.org/wiki/Shabbir_Sayyad,2019.0,"Maharashtra, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2706,Mohammed Hanif Khan Shastri,https://en.wikipedia.org/wiki/Mohammed_Hanif_Khan_Shastri,2019.0,Delhi/India,Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2707,Brijesh Kumar Shukla,,2019.0,"Uttar Pradesh, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2708,Narendra Singh,,2019.0,"Haryana, India",Others,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2709,Prashanti Singh,https://en.wikipedia.org/wiki/Prashanti_Singh,2019.0,"Uttar Pradesh, India",Sports,Ram Nath Kovind,,,,,,,,,"(1984-05-05)5 May 1984(age 37)[1]
Varanasi,[1]Uttar Pradesh, India",(1984-05-05)5 May 1984(age 37)[1],"Varanasi,[1]Uttar Pradesh, India",nan,nan,nan,Indian,,,,,,Yes,No
2710,Sultan Singh,,2019.0,"Haryana, India",Others,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2711,Jyoti Kumar Sinha,https://en.wikipedia.org/wiki/Jyoti_Kumar_Sinha,2019.0,"Bihar, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2712,Sivamani,https://en.wikipedia.org/wiki/Sivamani,2019.0,"Tamil Nadu, India",Arts,Ram Nath Kovind,,,,,,,,,"1 December 1959(1959-12)(age61)
Madras,Tamil Nadu, India",1 December 1959(1959-12)(age61),"Madras,Tamil Nadu, India",nan,nan,nan,,,,,,,Yes,No
2713,Sharada Srinivasan,https://en.wikipedia.org/wiki/Sharada_Srinivasan,2019.0,"Karnataka, India",Others,Ram Nath Kovind,,,,,,,,,1966-01-16 00:00:00,1966-01-16 00:00:00,nan,nan,nan,nan,,Digvijay Mallah,,,Padma Shri(2019),"Professor,National Institute of Advanced Studies(NIAS),Bangalore",Yes,No
2714,Devendra Swarup,https://en.wikipedia.org/wiki/Devendra_Swarup,2019.0,"Uttar Pradesh, India",Literature and Education,Ram Nath Kovind,,,,,,,,,"1926(1926)
Moradabad district,Uttar Pradesh",1926(1926),"Moradabad district,Uttar Pradesh","January 14, 2019(2019-01-14)(aged 92–93)","January 14, 2019(2019-01-14)(aged 92–93)",nan,,,,,Padma Shri(2019),,Yes,Yes
2715,Ajay Thakur,https://en.wikipedia.org/wiki/Ajay_Thakur,2019.0,"Himachal Pradesh, India",Sports,Ram Nath Kovind,,,,,,,,,"(1986-05-01)1 May 1986(age 35)
Dabhota,Nalagarh,Himachal Pradesh, India",(1986-05-01)1 May 1986(age 35),"Dabhota,Nalagarh,Himachal Pradesh, India",nan,nan,nan,Indian,Sandeep Rana,,,,"DSP, Kabaddi Player",Yes,No
2716,Rajeev Taranath,https://en.wikipedia.org/wiki/Rajeev_Taranath,2019.0,"Karnataka, India",Arts,Ram Nath Kovind,,,,,,,,,"(1932-10-17)17 October 1932(age 89)
Bangalore, Karnataka, India",(1932-10-17)17 October 1932(age 89),"Bangalore, Karnataka, India",nan,nan,nan,,,,,,,Yes,No
2717,Saalumarada Thimmakka,https://en.wikipedia.org/wiki/Saalumarada_Thimmakka,2019.0,"Karnataka, India",Social Work,Ram Nath Kovind,,,,,,,,,"1910/1911 (age 109–110)[1][2][3]
Gubbi TalukTumkur,
Kingdom of Mysore
(in present-dayKarnataka, India)[4]",1910/1911 (age 109–110)[1][2][3],"Gubbi TalukTumkur,
Kingdom of Mysore
(in present-dayKarnataka, India)[4]",nan,nan,nan,,Bikaalu Chikkaiah,,,Padma Shri(2019),Environmentalist,Yes,No
2718,Jamuna Tudu,https://en.wikipedia.org/wiki/Jamuna_Tudu,2019.0,"Jharkhand, India",Social Work,Ram Nath Kovind,,,,,,,,,"(1980-12-19)19 December 1980(age 40)[1]
Mayurbhanj,Odisha, India[2]",(1980-12-19)19 December 1980(age 40)[1],"Mayurbhanj,Odisha, India[2]",nan,nan,nan,Indian,Mansingh Tudu​(m.1998)​[4],,,Padma Shri,,Yes,No
2719,Bharat Bhushan Tyagi,https://en.wikipedia.org/wiki/Bharat_Bhushan_Tyagi,2019.0,"Uttar Pradesh, India",Others,Ram Nath Kovind,,,,,,,,,"1954
Bulandshahar,Uttar Pradesh, India",1954.0,"Bulandshahar,Uttar Pradesh, India",nan,nan,nan,Indian,,,,"Padma Shri, 2019[1]
Prime Minister's Progressive Farmer Award[2]","Farmer, Educator",Yes,No
2720,Ramaswami Venkataswami,https://en.wikipedia.org/wiki/Ramaswami_Venkataswami,2019.0,"Tamil Nadu, India",Medicine,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2721,Ram Saran Verma,https://en.wikipedia.org/wiki/Ram_Saran_Verma,2019.0,"Uttar Pradesh, India",Others,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2722,Swami Vishudhananda,https://en.wikipedia.org/wiki/Swami_Vishudhananda,2019.0,"Kerala, India",Others,Ram Nath Kovind,,,,,,,,,"1950 (age 70–71)
Chengannur,Kerala, India",1950 (age 70–71),"Chengannur,Kerala, India",nan,nan,nan,Indian,,,,"Padma Shri, 2019[1]",Spiritual leader,Yes,No
2723,Hiralal Yadav,https://en.wikipedia.org/wiki/Hiralal_Yadav,2019.0,"Uttar Pradesh, India",Arts,Ram Nath Kovind,,,,,,,,,1925/1926,1925/1926,nan,12 May 2019(aged 93),12 May 2019(aged 93),nan,,,,,,,Yes,No
2724,Venkateswara Rao Yadlapalli,https://en.wikipedia.org/wiki/Venkateswara_Rao_Yadlapalli,2019.0,"Andhra Pradesh, India",Others,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
2725,Shashadhar Acharya,https://en.wikipedia.org/wiki/Shashadhar_Acharya,2020.0,"Jharkhand, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2726,Yogi Aereon,https://en.wikipedia.org/wiki/Yogi_Aereon,2020.0,"Uttarakhand, India",Medicine,Ram Nath Kovind,,,,,,,,,"1937 (age 83–84)
Muzaffarnagar, Uttar Pradesh, India",1937 (age 83–84),"Muzaffarnagar, Uttar Pradesh, India",nan,nan,nan,,,,,,Surgeon,No,No
2727,Jai Prakash Agarwal,https://en.wikipedia.org/w/index.php?title=Jai_Prakash_Agarwal_(businessman)&action=edit&redlink=1,2020.0,Delhi/India,Trade and Industry,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2728,Jagdish Lal Ahuja,https://en.wikipedia.org/wiki/Jagdish_Lal_Ahuja,2020.0,"Punjab, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2729,Kazi Masum Akhtar,https://en.wikipedia.org/wiki/Kazi_Masum_Akhtar,2020.0,"West Bengal, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2730,Gloria Arieira,https://en.wikipedia.org/wiki/Gloria_Arieira,2020.0,,Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2731,Padmavathy Bandopadhyay,https://en.wikipedia.org/wiki/Padmavathy_Bandopadhyay,2020.0,"Uttar Pradesh, India",Medicine,Ram Nath Kovind,,,,,,,,,"(1944-11-04)4 November 1944(age 76)
Tirupathi,Madras Presidency,British India(now Andhra Pradesh)",(1944-11-04)4 November 1944(age 76),"Tirupathi,Madras Presidency,British India(now Andhra Pradesh)",nan,nan,nan,,Wg CdrSati Nath Bandopadhyay (m. 1968–2015; his death),"Armed Forces Medical College, Pune",,"PVSM, AVSM, VSM, Padma Shri",,No,No
2732,Sushovan Banerjee,https://en.wikipedia.org/wiki/Sushovan_Banerjee,2020.0,"West Bengal, India",Medicine,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2733,Digambar Behera,https://en.wikipedia.org/wiki/Digambar_Behera,2020.0,Chandigarh/India,Medicine,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2734,Damayanti Beshra,https://en.wikipedia.org/wiki/Damayanti_Beshra,2020.0,"Odisha, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2735,Himmata Ram Bhambhu,https://en.wikipedia.org/w/index.php?title=Himmata_Ram_Bhambhu&action=edit&redlink=1,2020.0,"Rajasthan, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2736,Sanjeev Bikhchandani,https://en.wikipedia.org/wiki/Sanjeev_Bikhchandani,2020.0,"Uttar Pradesh, India",Trade and Industry,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,Indian,,,,Padma Shri,,No,No
2737,Gafurbhai M. Bilakhia,,2020.0,"Gujarat, India",Trade and Industry,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2738,Bob Blackman,https://en.wikipedia.org/wiki/Bob_Blackman,2020.0,,Public Affairs,Ram Nath Kovind,,,,,,,,,"(1956-04-26)26 April 1956(age 65)[1]
Kensington, London, England",(1956-04-26)26 April 1956(age 65)[1],"Kensington, London, England",nan,nan,nan,British,Nicola Blackman,University of Liverpool(BSc),,,,No,No
2739,Indira P. P. Bora,https://en.wikipedia.org/wiki/Indira_P._P._Bora,2020.0,"Assam, India",Arts,Ram Nath Kovind,,,,,,,,,"1949
Golaghat,Assam, India",1949.0,"Golaghat,Assam, India",nan,nan,nan,Indian,,,,"Padma Shri(2020),Sangeet Natak Akademi Award(1996)",SatriyaDancer,No,No
2740,Madan Singh Chouhan,https://en.wikipedia.org/wiki/Madan_Singh_Chouhan,2020.0,"Chhattisgarh, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2741,Usha Chaumar,https://en.wikipedia.org/wiki/Usha_Chaumar,2020.0,"Rajasthan, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2742,Lil Bahadur Chettri,https://en.wikipedia.org/wiki/Lil_Bahadur_Chettri,2020.0,"Assam, India",Literature and Education,Ram Nath Kovind,,,,,,,,,"Guwahati,Assam",nan,nan,nan,nan,nan,Indian,,,,"Sahitya Akademi Award, 1987
Jagadamba Shree Purasakar, 2016
Padmashri, 2020",Novelistshort story writeressayistliterary critic,No,No
2743,Lalitha Chidambaram,https://en.wikipedia.org/wiki/Bombay_Sisters,2020.0,"Tamil Nadu, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2744,Saroja Chidambaram,https://en.wikipedia.org/wiki/Bombay_Sisters,2020.0,"Tamil Nadu, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2745,Vajira Chitrasena,https://en.wikipedia.org/wiki/Vajira_Chitrasena,2020.0,,Arts,Ram Nath Kovind,,,,,,,,,(1932-03-15)15 March 1932(age 89),(1932-03-15)15 March 1932(age 89),nan,nan,nan,nan,Sri Lankan,Chitrasena(m. 1951 – 2004),,,Padma Shri(2020),"dancer, dance teacher",No,No
2746,Purushottam Dadheech,https://en.wikipedia.org/wiki/Puru_Dadheech,2020.0,"Madhya Pradesh, India",Arts,Ram Nath Kovind,,,,,,,,,1939-07-17 00:00:00,1939-07-17 00:00:00,nan,nan,nan,nan,,,,,,"Kathak Scholar, Dancer, Choreographer, Director - SSCARK, Ex-Professor Bhatkhande University, Ex-Dean Khairagarh University
Founder Natwari Kathak Nritya Academy, Indore",No,No
2747,Utsav Charan Das,,2020.0,"Odisha, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2748,Indra Dassanayake,https://en.wikipedia.org/wiki/Indra_Dassanayake,2020.0,"Rajasthan, India",Literature and Education,Ram Nath Kovind,,,,,,,,,"1943 July 29
Kota, Rajasthan, India",1943-07-29 00:00:00,"Kota, Rajasthan, India","September 2019
Colombo,Western Province, Sri Lanka",2022-09-19 00:00:00,"Colombo,Western Province, Sri Lanka",Sri Lankan,Late K. B. Dassanayake,,,"Saraswati Award(1983)
Dr. George Grierson Award(2007)
Honorary Doctor of Literature(2018)
Padma Shri(2020)",Emeritus Professor,No,Yes
2749,H. M. Desai,https://en.wikipedia.org/wiki/H._M._Desai,2020.0,"Gujarat, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2750,Manohar Devadoss,https://en.wikipedia.org/wiki/H._M._Desai,2020.0,"Tamil Nadu, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2751,Oinam Bembem Devi,https://en.wikipedia.org/wiki/Oinam_Bembem_Devi,2020.0,"Manipur, India",Sports,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2752,Lia Diskin,https://en.wikipedia.org/wiki/Lia_Diskin,2020.0,,Social Work,Ram Nath Kovind,,,,,,,,,"Leonor Beatriz Diskin Pawlowicz
(1950-10-27)October 27, 1950(age 70)
Buenos Aires","(1950-10-27)October 27, 1950(age 70)",nan,nan,nan,nan,Argentina,,,,,,No,No
2753,M. P. Ganesh,https://en.wikipedia.org/wiki/M._P._Ganesh,2020.0,"Karnataka, India",Sports,Ram Nath Kovind,,,,,,,,,"(1946-07-08)8 July 1946(age 75)
Suntikoppa,Kodagu district,Karnataka,India",(1946-07-08)8 July 1946(age 75),"Suntikoppa,Kodagu district,Karnataka,India",nan,nan,nan,,,,,,,No,No
2754,Bangalore Gangadhar,,2020.0,"Karnataka, India",Medicine,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2755,Raman Gangakhedkar,https://en.wikipedia.org/wiki/Raman_Gangakhedkar,2020.0,"Maharashtra, India",Science and Engineering,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2756,Barry Gardiner,https://en.wikipedia.org/wiki/Barry_Gardiner,2020.0,Scotland,Public Affairs,Ram Nath Kovind,,,,,,,,,"Barry Strachan Gardiner[1]
(1957-03-10)10 March 1957(age 64)
Glasgow, Scotland",Barry Strachan Gardiner[1],"(1957-03-10)10 March 1957(age 64)
Glasgow, Scotland",nan,nan,nan,,Caroline Anne Smith,"University of St AndrewsHarvard UniversityCorpus Christi College, Cambridge",,,,No,No
2757,Chewang Motup Goba,,2020.0,Ladakh/India,Trade and Industry,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2758,Bharat Goenka,https://en.wikipedia.org/wiki/Bharat_Goenka,2020.0,"Karnataka, India",Trade and Industry,Ram Nath Kovind,,,,,,,,,Bharat Goenka,nan,nan,nan,nan,nan,Indian,,,,Padma Shri,Indian businessman,No,No
2759,Yadla Gopalrao,,2020.0,"Andhra Pradesh, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2760,Mitrabhanu Gountia,,2020.0,"Odisha, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2761,Tulasi Gowda,https://en.wikipedia.org/wiki/Tulasi_Gowda,2020.0,"Karnataka, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2762,Sujoy K. Guha,https://en.wikipedia.org/wiki/Sujoy_K._Guha,2020.0,"Bihar, India",Science and Engineering,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2763,Harekala Hajabba,https://en.wikipedia.org/wiki/Harekala_Hajabba,2020.0,"Karnataka, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2764,Enamul Haque,https://en.wikipedia.org/wiki/Enamul_Haque_(museologist),2020.0,,Others,Ram Nath Kovind,,,,,,,,,"(1937-03-01)1 March 1937(age 84)
Bogra,Bengal Presidency,British India",(1937-03-01)1 March 1937(age 84),"Bogra,Bengal Presidency,British India",nan,nan,nan,Bangladeshi,,,,full list,,No,No
2765,Madhu Mansuri Hasmukh,https://en.wikipedia.org/wiki/Madhu_Mansuri_Hasmukh,2020.0,"Jharkhand, India",Arts,Ram Nath Kovind,,,,,,,,,"4 September 1948
Similia,Ranchi,Bihar(nowJharkhand), India",1948-09-04 00:00:00,"Similia,Ranchi,Bihar(nowJharkhand), India",nan,nan,nan,,Samia Oraon,,,Padma Shri(2020)Jharkhand Ratna Award (2011)Jharkhand Bibhuti Award,"operator, Singer, Songwriter, activist",No,No
2766,Abdul Jabbar Khan,https://en.wikipedia.org/wiki/Abdul_Jabbar_Khan_(activist),2020.0,"Madhya Pradesh, India",Social Work,Ram Nath Kovind,,,,,,,,,(1957-06-01)1 June 1957,(1957-06-01)1 June 1957,nan,"14 November 2019(2019-11-14)(aged 62)
Bhopal, Madhya Pradesh",14 November 2019(2019-11-14)(aged 62),"Bhopal, Madhya Pradesh",,,,,Padma Shri,,No,Yes
2767,Bimal Kumar Jain,,2020.0,"Bihar, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2768,Meenakshi Jain,https://en.wikipedia.org/wiki/Meenakshi_Jain,2020.0,Delhi/India,Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,Padma Shri,"Historian, political scientist",No,No
2769,Nemnath Jain,,2020.0,"Madhya Pradesh, India",Trade and Industry,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2770,Shanti Jain,,2020.0,"Bihar, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2771,Sudhir K. Jain,https://en.wikipedia.org/wiki/Sudhir_K._Jain,2020.0,"Gujarat, India",Science and Engineering,Ram Nath Kovind,,,,,,,,,1959[4],1959[4],nan,nan,nan,nan,Indian,,"University of Roorkee
California Institute of Technology",,,,No,No
2772,Benichandra Jamatia,https://en.wikipedia.org/wiki/Benichandra_Jamatia,2020.0,"Tripura, India",Literature and Education,Ram Nath Kovind,,,,,,,,,"1930(1930)
Tripura (princely state),British India",1930(1930),"Tripura (princely state),British India","14 December 2020(2020-12-14)(aged 89–90)
Udaipur, Tripura[1]",14 December 2020(2020-12-14)(aged 89–90),"Udaipur, Tripura[1]",,Durgamati Jamatia,,,Padma Shri(2020),"Writer, Baul Singer",No,No
2773,K. V. Sampath Kumar,,2020.0,"Karnataka, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2774,Jayalakhshmi K. S.,,2020.0,"Karnataka, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2775,Karan Johar,https://en.wikipedia.org/wiki/Karan_Johar,2020.0,"Maharashtra, India",Arts,Ram Nath Kovind,,,,,,,,,"Rahul Kumar Johar[1]
(1972-05-25)25 May 1972(age 49)
Bombay, Maharashtra, India",Rahul Kumar Johar[1],"(1972-05-25)25 May 1972(age 49)
Bombay, Maharashtra, India",nan,nan,nan,,,,,Full list,Film directorproducerscreenwritercostume designertelevision personalityactor,No,No
2776,Leela Joshi,https://en.wikipedia.org/wiki/Leela_Joshi,2020.0,"Madhya Pradesh, India",Medicine,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2777,Sarita Joshi,https://en.wikipedia.org/wiki/Sarita_Joshi,2020.0,"Maharashtra, India",Arts,Ram Nath Kovind,,,,,,,,,"Sarita Bhosle, Indu/Indumati
(1941-10-17)17 October 1941(age 80)
Pune,Bombay Presidency,British India",(1941-10-17)17 October 1941(age 80),nan,nan,nan,nan,,Pravin Joshi,,,,Actress,No,No
2778,C. Kamlova,,2020.0,"Mizoram, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2779,Ravi Kannan R,https://en.wikipedia.org/wiki/Ravi_Kannan_R,2020.0,"Assam, India",Medicine,Ram Nath Kovind,,,,,,,,,India,nan,nan,nan,nan,nan,,,,,Padma Shri,Oncologist,No,No
2780,Ekta Kapoor,https://en.wikipedia.org/wiki/Ekta_Kapoor,2020.0,"Maharashtra, India",Arts,Ram Nath Kovind,,,,,,,,,"(1975-06-07)7 June 1975(age 46)
Bombay,Maharashtra,India",(1975-06-07)7 June 1975(age 46),"Bombay,Maharashtra,India",nan,nan,nan,,,,,Padma Shri(2020)[1],Television producerBusinesswoman,No,No
2781,Yazdi Karanjia,https://en.wikipedia.org/wiki/Yazdi_Karanjia,2020.0,"Gujarat, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2782,Narayan Joshi Karayal,https://en.wikipedia.org/wiki/Narayan_Joshi_Karayal,2020.0,"Gujarat, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2783,Zaheer Khan,https://en.wikipedia.org/wiki/Zaheer_Khan,2020.0,"Maharashtra, India",Sports,Ram Nath Kovind,,,,,,,,,"(1978-10-08)8 October 1978(age 43)
Shrirampur,Maharashtra, India",(1978-10-08)8 October 1978(age 43),"Shrirampur,Maharashtra, India",nan,nan,nan,,,,,,,No,No
2784,Narindar Nath Khanna,,2020.0,"Uttar Pradesh, India",Medicine,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2785,Naveen Khanna,,2020.0,Delhi/India,Science and Engineering,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2786,S. P. Kothari,https://en.wikipedia.org/wiki/S._P._Kothari,2020.0,,Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2787,V. K. Munusamy,https://en.wikipedia.org/wiki/V._K._Munusamy,2020.0,Puducherry/India,Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2788,M. K. Kunjol,,2020.0,"Kerala, India",Social Work,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2789,Manmohan Mahapatra,https://en.wikipedia.org/wiki/Manmohan_Mahapatra,2020.0,"Odisha, India",Arts,Ram Nath Kovind,,,,,,,,,"(1951-11-10)10 November 1951
Khordha,Odisha,India",(1951-11-10)10 November 1951,"Khordha,Odisha,India","13 January 2020(2020-01-13)(aged 68)
Bhubaneswar, Odisha, India",13 January 2020(2020-01-13)(aged 68),"Bhubaneswar, Odisha, India",,,,,8National Film AwardsPadma Shri,"Director, writer, producer",No,Yes
2790,Ustad Anwar Khan Mangniyar,,2020.0,"Rajasthan, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2791,Kattungal Subramaniam Manilal,https://en.wikipedia.org/wiki/K._S._Manilal,2020.0,"Kerala, India",Science and Engineering,Ram Nath Kovind,,,,,,,,,"(1938-09-17)17 September 1938(age 83)
Cochin,British India",(1938-09-17)17 September 1938(age 83),"Cochin,British India",nan,nan,nan,Indian,,,"University of Calicut,
Royal Society of London,
Westfield College,
Bangor University,
Smithsonian Institution",,,No,No
2792,Munna Master,https://en.wikipedia.org/wiki/Munna_Master,2020.0,"Rajasthan, India",Arts,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,Indian,,,,Padma Shri(2020),"Indian singer, social worker",No,No
2793,Abhiraj Rajendra Mishra,https://en.wikipedia.org/wiki/Abhiraj_Rajendra_Mishra,2020.0,"Himachal Pradesh, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
2794,Binapani Mohanty,https://en.wikipedia.org/wiki/Binapani_Mohanty,2020.0,"Odisha, India",Literature and Education,Ram Nath Kovind,,,,,,,,,"1936 (age 84–85)[1]
Chandol, Kendrapada",1936 (age 84–85)[1],"Chandol, Kendrapada",nan,nan,nan,Indian,,,,"Padmashree, Sahitya Akademi Award",Professor,No,No
2795,Arunoday Mondal,https://en.wikipedia.org/wiki/Arunoday_Mondal,2020.0,"West Bengal, India",Medicine,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,Indian,,,,Padma Shri(2020),Physician,No,No
2796,Prithwindra Mukherjee,https://en.wikipedia.org/wiki/Prithwindra_Mukherjee,2020.0,"West Bengal, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,Indian,,,,,,No,No
2797,Sathyanarayan Mundayoor,https://en.wikipedia.org/wiki/Sathyanarayan_Mundayoor,2020.0,Arunachal Pradesh,Social Work,Ram Nath Kovind,,,,,,,,,"Satyanarayanan Mundayoor
Kerala",nan,nan,nan,nan,nan,Indian,,,,Padma Shri(2020),,No,No
2798,Manilal Nag,https://en.wikipedia.org/wiki/Manilal_Nag,2020.0,"West Bengal, India",Arts,Ram Nath Kovind,,,,,,,,,"16 August 1939
Bankura,India",1939-08-16 00:00:00,"Bankura,India",nan,nan,nan,,,,,,,No,No
2799,N. Chandrasekharan Nair,https://en.wikipedia.org/wiki/N._Chandrasekharan_Nair,2020.0,"Kerala, India",Literature and Education,Ram Nath Kovind,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,No,No
